A_CpG_ID	TCGA-2G-AAFE-01	TCGA-XE-AANV-01	TCGA-XE-AAOD-01	TCGA-2G-AAFH-01	TCGA-2G-AAHC-01	TCGA-2G-AAGM-01	TCGA-XE-AAO3-01	TCGA-2G-AALR-01	TCGA-SN-A84Y-01	TCGA-2G-AAGI-01	TCGA-ZM-AA05-01	TCGA-2G-AAF4-01	TCGA-VF-A8A9-01	TCGA-2G-AAG6-01	TCGA-2G-AAG7-01	TCGA-2G-AAG5-01	TCGA-SB-A6J6-01	TCGA-2G-AAFV-01	TCGA-2X-A9D6-01	TCGA-2G-AAF6-01	TCGA-2G-AAFY-01	TCGA-2G-AALY-01	TCGA-2G-AAH2-01	TCGA-YU-A90S-01	TCGA-2G-AAG0-01	TCGA-2G-AAGW-01	TCGA-2G-AALO-01	TCGA-2G-AAKG-01	TCGA-2G-AAGE-01	TCGA-VF-A8AC-01	TCGA-2G-AALG-01	TCGA-2G-AAGO-01	TCGA-2G-AAFO-01	TCGA-2G-AAH8-01	TCGA-2G-AAFI-01	TCGA-XE-AAOB-01	TCGA-XE-A8H4-01	TCGA-2G-AAGF-01	TCGA-2G-AAG3-01	TCGA-2G-AAKM-01	TCGA-YU-A912-01	TCGA-VF-A8AD-01	TCGA-2G-AAG8-01	TCGA-2G-AAGG-01	TCGA-2G-AAHA-01	TCGA-WZ-A7V5-01	TCGA-2G-AALN-01	TCGA-2G-AAH4-01	TCGA-XE-AANR-01	TCGA-4K-AA1I-01	TCGA-XE-AAOJ-01	TCGA-2G-AAM4-01	TCGA-2G-AAHP-01	TCGA-2G-AAHP-05	TCGA-XE-AAO4-01	TCGA-2G-AAGZ-01	TCGA-YU-A94I-01	TCGA-XE-A8H5-01	TCGA-2G-AAKL-01	TCGA-ZM-AA06-01	TCGA-2X-A9D5-01	TCGA-YU-AA61-01	TCGA-2G-AAEW-01	TCGA-XE-AAOF-01	TCGA-XY-A8S3-01	TCGA-2G-AAGC-01	TCGA-2G-AAG9-01	TCGA-4K-AA1H-01	TCGA-2G-AAGT-01	TCGA-XY-A8S2-01	TCGA-2G-AAL5-01	TCGA-2G-AAKG-05	TCGA-YU-A90W-01	TCGA-2G-AAGJ-01	TCGA-2G-AAFG-01	TCGA-ZM-AA0D-01	TCGA-W4-A7U3-01	TCGA-4K-AAAL-01	TCGA-SB-A76C-01	TCGA-2G-AAGV-01	TCGA-2G-AAM3-01	TCGA-SN-A6IS-01	TCGA-YU-A90Y-01	TCGA-2G-AALX-01	TCGA-WZ-A8D5-01	TCGA-2G-AAFM-01	TCGA-ZM-AA0H-01	TCGA-YU-A90P-01	TCGA-2G-AAGX-01	TCGA-WZ-A7V4-01	TCGA-2G-AAGS-01	TCGA-2G-AAF8-01	TCGA-VF-A8AA-01	TCGA-2G-AALZ-01	TCGA-2G-AAHL-01	TCGA-W4-A7U4-01	TCGA-2G-AAH0-01	TCGA-2G-AAHN-01	TCGA-2G-AAFZ-01	TCGA-2G-AAH3-01	TCGA-S6-A8JX-01	TCGA-2G-AAHG-01	TCGA-SO-A8JP-01	TCGA-2G-AAGP-01	TCGA-XE-A8H1-01	TCGA-2G-AAF1-01	TCGA-2G-AAFL-01	TCGA-XE-A9SE-01	TCGA-XE-AAOC-01	TCGA-YU-A94D-01	TCGA-2G-AAFN-01	TCGA-XY-A89B-01	TCGA-2G-AAM2-01	TCGA-2G-AALT-01	TCGA-2G-AAFJ-01	TCGA-S6-A8JW-01	TCGA-2G-AAGA-01	TCGA-2G-AALQ-01	TCGA-2G-AAKD-01	TCGA-X3-A8G4-01	TCGA-VF-A8A8-01	TCGA-W4-A7U2-01	TCGA-S6-A8JY-01	TCGA-2G-AAKO-05	TCGA-2G-AAKO-01	TCGA-2G-AAEX-01	TCGA-2G-AAGY-01	TCGA-2G-AAGY-05	TCGA-YU-AA4L-01	TCGA-2G-AAFG-05	TCGA-SN-A84X-01	TCGA-XE-AAO6-01	TCGA-2G-AAHT-01	TCGA-XY-A9T9-01	TCGA-YU-A90Q-01	TCGA-2G-AAGK-01	TCGA-2G-AAGN-01	TCGA-XE-AAOL-01	TCGA-2G-AALF-01	TCGA-XE-AANI-01	TCGA-2G-AALP-01	TCGA-VF-A8AE-01	TCGA-2G-AAKH-01	TCGA-ZM-AA0N-01	TCGA-2G-AALW-01	TCGA-4K-AA1G-01	TCGA-WZ-A7V3-01	TCGA-VF-A8AB-01	TCGA-2G-AALS-01	TCGA-ZM-AA0E-01	TCGA-ZM-AA0B-01	TCGA-SN-A84W-01	TCGA-ZM-AA0F-01	TCGA-2G-AAGI-05	TCGA-XE-AANJ-01	TCGA-2G-AAL7-01
cg08786064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08789741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08796647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08804555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08829007	0.203423075136498	0.27532845064543	0.376022557770006	0.26129453327806	0.365618580765942	0.747733311972669	0.214192847524649	0.864740082724894	0.663281182344603	0.83785468240005	0.293923706523702	0.296970461155052	0.375182595023834	0.808315342711007	0.776221867557331	0.760807610317801	0.272104939136659	0.322604941742048	0.329698095133828	0.315212331739312	0.677751648607694	0.733809062529977	0.699455337790686	0.391959950103699	0.502203587649334	0.74150032770194	0.51137314346665	0.601610530697615	0.643937046260006	0.46321658464295	0.670755879169152	0.467494431035173	0.62191540858621	0.131998153126353	0.581200182095673	0.628811452621676	0.506059984910995	0.778503928813112	0.489197390542004	0.573766840652177	0.128699491578984	0.3540595042305	0.437583075637671	0.762526896081728	0.172873638846069	0.347555936853289	0.804749161333429	0.706341657009018	0.580823881537038	0.387015464755192	0.653728362084342	0.897795732581034	0.0830227735877146	0.37187136114922	0.279568200180876	0.636294865109898	0.35845160620568	0.147718846901267	0.579384560340077	0.207062092792253	0.173664280660295	0.602496117356373	0.284551652669971	0.472963015160028	0.734693798837149	0.674185426805061	0.187026229836304	0.502639376107244	0.19222367092345	0.650079060492267	0.812509203669972	0.625045905250322	0.183946949374955	0.719406548530724	0.340654500920562	0.441525494392546	0.691944295902424	0.290040609200389	0.209258131015227	0.773891174977533	0.746481933656899	0.299338091644369	0.594745404543186	0.755819492535837	0.261881819866085	0.6277420867171	0.238178211011845	0.639479270670663	0.851056322104697	0.431678750560345	0.707006489868959	0.437049753747134	0.370694808037268	0.708972719043874	0.221996493333227	0.629956389801602	0.274808001737113	0.254217949488767	0.77146720324074	0.354192001198321	0.0586415471700624	0.286009223829434	0.125258751774778	0.686730439633719	0.675633871055744	0.445051988460513	0.625029068185236	0.347622611541378	0.86151122064828	0.757841622808854	0.592328238668477	0.274145580428112	0.848183741366479	0.734449548630809	0.751014674231973	0.147599946388056	0.683812559903129	0.427491687276708	0.775089341924343	0.748141524036891	0.794060103038292	0.223528487425885	0.166736619670322	0.432371990082939	0.440679631194635	0.288943308799827	0.827827462321572	0.128834454518065	0.714640676017272	0.428148188008227	0.521570785664017	0.235974561073781	0.212320229067196	0.289794576141694	0.0673996936381482	0.65149008033329	0.397870578868013	0.0670341438732318	0.0978555190080267	0.794150871017975	0.749678705940417	0.422954880761894	0.50753974456796	0.344321657695712	0.692342298354199	0.0894555193214579	0.192376577955011	0.274350272485156	0.53459339810841	0.376115914933632	0.30358398456331	0.861561434923297	0.459317022674053	0.341346169728884	0.23131887447933	0.481905979315513
cg08849542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08852035	0.71900182475897	0.71302436861086	0.875095736437957	0.841880506843325	0.846887707276992	0.914424497353039	0.556418569137936	0.933619153571149	0.761620968875727	0.937904591398416	0.840487253978389	0.841103895483264	0.831995701179254	0.861924456608129	0.842981479743751	0.935545978263018	0.822168169032995	0.944152477862201	0.742201590153628	0.702179554716068	0.904749084063539	0.904210958221912	0.918781393084498	0.917329162092488	0.817862165602277	0.795358671293873	0.879370814707014	0.851210841492387	0.786828765633294	0.794555388637052	0.843832296317001	0.785798949233178	0.873708430197716	0.411231772347297	0.749310899317183	0.904778225488576	0.756771215239354	0.856894841629403	0.875304010032868	NA	NA	0.701709186143886	0.628821782621572	0.891225491171185	0.697977345462892	0.807826640391734	0.880276791389396	0.916318998399481	0.689875526323643	0.777634264714949	0.909399537459408	0.932857034693091	0.458310368470394	0.72815765462184	0.712762752980531	0.922836308729059	0.84916032675959	NA	0.740742412608356	0.6574493163556	0.704488747200445	0.864949567670265	0.653226396823045	0.871032417730529	0.854666212875886	0.854874861461492	0.717805633493292	0.854749787284619	0.912210997430156	0.782636682102517	0.929712818767512	0.907501659121381	NA	0.815176830612202	0.818779830438523	0.854027177834321	0.847125406269481	0.709798797005338	0.613159726666316	0.919320454082374	0.897246052250066	0.777215241902515	0.857528577780092	0.932702714957052	0.690213948111899	0.893722852472855	0.823928925698165	0.830574219988444	0.936247403513678	0.857804906848544	0.863478024511195	0.878604669462098	0.72695580957845	0.922300867578275	0.673705791930484	0.764615755488775	0.807149378174461	0.665193988003425	0.899998052102642	0.707068526939834	NA	NA	NA	0.910622466002776	0.866061670477914	0.855347126583437	0.874498818351265	0.778023285937508	0.935156932962225	0.59171075920438	0.765273636791696	0.742739523369859	0.889373145678093	0.82943258128085	0.906604933834271	NA	0.782533236208634	0.912147643347821	0.848928556684719	0.900676533383136	0.812598844686016	0.582566440616611	0.467426337521345	0.849819144543888	0.878783495548842	0.825890878028065	0.907776958388576	0.329199943018449	0.781538403983396	0.865948118145173	0.847249867552289	0.726605539652634	0.747174557918321	0.731753433145377	0.326953995058775	0.766959898877381	0.770660663904123	NA	NA	0.934436922390033	0.837624088839407	0.901321675337791	0.780048976688603	0.748869257334562	0.879880976818101	0.558529804500113	NA	0.753102517251489	0.895805648838188	0.86235097263434	0.773895384245646	0.922230144203309	0.902377980079575	0.796281283074385	0.584373934802042	0.688349902826482
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08877035	0.0461151338808418	0.0366040426219188	0.0615903003323438	0.0527180418142124	0.0613610971033722	0.0892291116038892	0.0475977588209363	0.0679199233897861	0.150178283188244	0.0808224346000274	0.0595977222055779	0.0540727851292071	0.0511528399430065	0.0913563338786471	0.154958207874587	0.0648172877222943	0.0614765233918384	0.0416352874140306	0.0507771409962847	0.0622234224291649	0.162175034743065	0.0673073072979929	0.0603848097590939	0.0529117655018978	0.260145419301589	0.113923513679498	0.0761099830451679	0.180361712725859	0.120903466419741	0.0586185455241846	0.0780332449783714	0.18862509814546	0.0766672811575248	0.09805788719575	0.16767111613619	0.0555776215780569	0.0865536680395802	0.138748500427993	0.150739776982666	0.226652403494198	0.0671263049163231	0.105207893690468	0.0989405346755519	0.0590304481829235	0.0597702552328843	0.0454396039508329	0.100546159187614	0.140774354282286	0.0717826154488569	0.0851052932745785	0.0630345280107715	0.12564789653455	0.0500959942088054	0.0590671181751238	0.0666833160535299	0.156315008490023	0.0488102936180342	0.076575535503485	0.103740877568806	0.0556960944479982	0.0603141136302979	0.100178289245044	0.0659081574082935	0.0520983220438637	0.187098287742838	0.144306087695426	0.0436546895807236	0.0662602909686154	0.108241091422766	0.120482820390323	0.047474449152815	0.139530590704853	0.0559160619706886	0.0893165703496168	0.0482493416691675	0.0811980444873603	0.0860759137668435	0.0604565802852748	0.0621424647173379	0.0704915739213581	0.0773260865829686	0.0945275732404652	0.220288111278701	0.10614513028079	0.0673890482324039	0.173286638407161	0.0540183011999216	0.29125551942379	0.0823118434120125	0.0606956155414293	0.0957398606136755	0.0522170641342004	0.0614019123056444	0.418697822411256	0.0582673928659579	0.170422219947336	0.0702614351243134	0.0488163461813499	0.0787314050348412	0.0729521198650771	0.0688662226929889	0.0515225143886963	0.0550099323628004	0.0675528927050649	0.0932413057916572	0.0658156678606328	0.160215458890617	0.0627127739525501	0.0454085017683381	0.0515688426289044	0.167031130307959	0.0748515690565956	0.105369209408303	0.0875111579953558	0.092133193436099	0.0572985252537721	0.1578516406074	0.0688720285918722	0.168336194372617	0.0808104833266853	0.132553446324913	0.0576806095813975	0.0608498648292492	0.0550394715495042	0.0720906433676829	0.0568241519134625	0.154863665915117	0.0692165126510535	0.0440563601793679	0.0497559826617351	0.0685197501061778	0.0685907658350138	0.07046252692796	0.0679209706163198	0.0533097805654343	0.176211892077079	0.133512785720744	0.0320151347345359	0.057725489892188	0.0794735902404153	0.111352031977933	0.0557102386844244	0.19746944438553	0.0605368193479284	0.109841569500478	0.05184846995135	0.0567438022812246	0.0371439160810233	0.113241894111168	0.0576515165372837	0.054404375514344	0.0714524358464569	0.0455251001134954	0.0616347753641222	0.0625979737657821	0.218711495209626
cg08885316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08897010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08900656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08919528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08941098	0.496941884774668	NA	0.775605740411936	0.642243632027939	0.730449122320887	0.895190665002231	NA	0.858662076824297	0.840035636230295	0.85440262856521	0.773680832392494	0.592910938002934	0.790720113374434	0.8719396473749	0.873626335294173	0.864380225731771	0.612902056247922	0.668599068911658	0.68144544361642	NA	0.849431825855984	0.844601383244974	0.786768292596867	0.833550440978699	0.869343372213757	0.869812360145127	0.63763841555821	0.772248209585915	0.844660265261399	0.693755462015709	0.654387736074238	0.817755243596696	0.819808516400223	0.248891853267776	0.794929155016227	0.809803885989188	0.728474665285479	0.790652455223735	0.823273983112789	0.856918197024171	NA	0.749744471762363	0.718470288888264	0.770670252507028	NA	NA	0.803578648946942	0.854174647422213	NA	0.840684268353021	0.70152858054314	0.907022564081459	0.327926169893629	0.720604479178836	NA	0.827550553912268	0.599161255466925	NA	0.762973563678582	NA	0.690602241924355	0.741432740540095	0.676558606581558	0.662126649060599	0.853720980967129	0.775658690785524	0.478864042141189	0.838931623739427	0.443499250755286	0.792213332814098	0.792414159360608	0.863576202886935	NA	0.790397425730186	0.70169971884607	0.758847312084044	0.779863427954079	NA	NA	0.885305078640337	0.815050419306889	NA	0.772511154402631	0.857064725412869	NA	0.839292690783367	0.65794079004981	0.860934193735824	0.892468659695771	0.702994353381288	0.816299453263729	0.736842061480098	0.64783593811708	0.872656927419777	NA	0.754440660289613	NA	0.760444349343173	0.843636359547507	0.683144989686218	NA	NA	NA	0.851961976857344	0.843537210949234	0.788343548664	0.868075267163493	NA	0.843224191529196	0.817674842639966	0.84972111243696	NA	0.839385856162714	0.842259476276122	0.852490581048756	0.30865956535855	0.8787555872418	0.863434243255852	0.889081439985881	0.829296675236959	0.856235095286418	0.395261548489083	0.349622059406205	NA	0.84745595399641	NA	0.81770958006554	0.217437454142554	0.617504545406508	0.79420068136887	NA	NA	0.531015292245135	NA	0.224507869445153	0.728535663221071	0.743685703714104	NA	NA	0.796830678452674	0.835749843855484	0.821211983989836	0.809857363316956	0.772306117975721	0.793201062139748	0.408445077437371	NA	0.721318773386744	0.858148357569637	0.751053323227863	NA	0.889928179701038	0.721502282013387	0.730331570294292	NA	0.8221690429014
cg08979870	0.303788806203931	0.31543402615649	0.625970483492993	0.323856540623399	0.463025348454356	0.673856450681186	0.143183131918108	0.863891019278586	0.596544677057931	0.878047402793432	0.501932246134278	0.323553785176689	0.416988800292231	0.841458131324243	0.760565613216908	0.867985463613507	0.315463559804741	0.796259973393155	0.466550944494902	0.325612774817014	0.83027118497822	0.875939798128497	0.653797490327607	0.63914250876636	0.636770314045193	0.696327141444767	0.782848861791989	0.657909345753705	0.472136398242888	0.472829415305824	0.701536879855302	0.427709752867776	0.686671083290953	0.124660730614297	0.385792701926572	0.751881446483997	0.495463320015281	0.843175601701471	0.698893373667633	0.555251060974621	0.209664698031708	0.447060943090601	0.397680178083292	0.721976739246758	0.399037073866388	0.384895538116948	0.859702739042358	0.770816793536307	0.315265042161864	0.462047647751646	0.702081620778429	0.929682816876299	0.0963842211994617	0.395362828290133	0.389531853846569	0.851941246918661	0.447679635964885	0.158165961948704	0.527914719732684	0.228783821986759	0.278928989111576	0.625485384063444	0.389314837203014	0.450757288303298	0.566089795028216	0.615378414851829	0.327737162608585	0.667696576909594	0.399178716664331	0.648538541383944	0.907760126616381	0.811558112533218	0.196251839812526	0.74202390300138	0.360822973487771	0.57045279522518	0.801386405028382	0.338530947655382	0.221930418303208	0.934301356768432	0.853734399234247	0.306334670698409	0.643696317780178	0.893287433062545	0.37722253517732	0.744817045659155	0.351631497832696	0.656627447596646	0.901452988323573	0.547457329026035	0.735016123520426	0.380044984703595	0.423613250955174	0.89128652897255	0.253781681770935	0.509583295962463	0.255692385965619	0.506304868875782	0.790254198185995	0.215722684444294	0.0587062129710733	0.126610865745224	0.102717212026335	0.764288237010331	0.694126593603953	0.558655267271969	0.735837094727453	0.376406552323781	0.910163880475664	0.740214405630874	0.541165893253989	0.374219183137751	0.881478029889169	0.836004280450613	0.941965920940711	0.182741920713965	0.583335513993588	0.876760393880791	0.852068668094007	0.621749068841347	0.819966187682809	0.236753032002075	0.140521869724834	0.523258289598864	0.645674572628708	0.335276898960517	0.859972808741921	0.133955190005958	0.478061243566669	0.504720422325579	0.50541547765941	0.26604950858423	0.299947458514679	0.380230623153617	0.117843218342902	0.579581131359201	0.362403069994699	0.0850267150846906	0.229882162379744	0.775369998865303	0.403695211420215	0.474065467488525	0.540706565116832	0.390904153341674	0.852681102392153	0.158063117649188	0.244791871056171	0.446564813455712	0.727361287695882	0.519967425445938	0.345301845604895	0.898152565363447	0.601250838907789	0.455966736399276	0.227608842822183	0.422758787551837
cg08982952	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
