A_CpG_ID	TCGA-W5-AA39-01A	TCGA-3X-AAVB-01A	TCGA-W5-AA2I-01A	TCGA-W5-AA38-01A	TCGA-W5-AA2G-01A	TCGA-4G-AAZO-01A	TCGA-W5-AA2X-01A	TCGA-W5-AA2Q-01A	TCGA-ZH-A8Y4-01A	TCGA-ZH-A8Y5-01A	TCGA-W5-AA2U-01A	TCGA-W5-AA34-01A	TCGA-ZH-A8Y1-01A	TCGA-ZU-A8S4-01A	TCGA-W5-AA2H-01A	TCGA-ZD-A8I3-01A	TCGA-W5-AA31-01A	TCGA-WD-A7RX-01A	TCGA-W5-AA2O-01A	TCGA-3X-AAVC-01A	TCGA-ZH-A8Y6-01A	TCGA-3X-AAVE-01A	TCGA-3X-AAVA-01A	TCGA-W5-AA2W-01A	TCGA-W5-AA2R-01A	TCGA-ZH-A8Y8-01A	TCGA-YR-A95A-01A	TCGA-ZH-A8Y2-01A	TCGA-W5-AA2T-01A	TCGA-W5-AA2Z-01A	TCGA-W5-AA30-01A	TCGA-W5-AA36-01A	TCGA-3X-AAV9-01A	TCGA-W6-AA0S-01A	TCGA-4G-AAZT-01A	TCGA-W5-AA33-01A
cg02032334	0.843161939787636	0.433110723997382	0.505809309676573	0.830100386348516	0.247426557587649	0.349865911266792	0.113691877902056	0.911616177060518	0.141559736169261	0.931122727493119	0.214875233648384	0.5320393287262	0.3778867099768	0.216191969504587	NA	0.328886369082967	0.421398595038103	0.203302389343191	0.0784002932811001	0.260573395397081	0.390371223886919	0.421894821701521	0.0915914327590827	0.556834242611932	0.353287441599858	0.309383485052191	0.685392172403727	0.139600460345172	0.0806090603685035	0.164076968351843	0.644991988523811	0.140748989236845	0.179526457181456	0.100598415171201	0.39215412280167	0.192998381914164
cg02043329	0.805497386419201	0.877807850920486	0.92165494052752	0.718309118932828	0.782275458160852	0.805733707908883	0.551256579533532	0.93948554409361	0.838865934229287	0.939948812263978	0.881460294405457	0.917191095834526	0.790017539063054	0.518720854725068	0.897359921035349	0.897628082735055	0.581169488253037	0.902575866986937	0.481296131717947	0.828486227564472	0.589367203643542	0.661774690005616	0.69123242359764	0.534949899140993	0.907089898533632	0.674618045479971	0.730211417365941	0.860514082822275	0.27910083767948	0.83718368792724	0.841458659108866	0.853430394434033	0.833547279637549	0.9153210542738	0.797211686018861	0.782302443146528
cg02044172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02046176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02047977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02072104	0.0623562742182613	0.0659295897100557	0.0387454576292822	0.0485858620635597	0.0487258828664862	0.0253398452146418	0.0313501064143765	0.0552084682722538	0.0707396617948759	0.0301411150220394	0.0463323869778234	0.0379214120800535	0.0423061343362515	0.037607597874612	0.135691539073532	0.0559654347566113	0.0515422700562117	0.0967958059589426	0.0302181000755972	0.0645258914907903	0.0570892204569632	0.087153315156783	0.0508616568723589	0.0340449123640358	0.122677105682494	0.065961314532958	0.0290251355732811	0.0537497299916668	0.0276480295766024	0.051191968997716	0.103521971239523	0.0667360161066437	0.129884581325514	0.0827513883346697	0.0494682654828812	0.0772430726189951
cg02074859	0.92074537818813	0.95371500256162	0.940167634669267	0.920589108585135	0.959572157059831	0.966307464672986	0.966452281363619	0.876647260234848	0.953157782452361	0.965680346377214	0.961419833347563	0.94804625465075	0.938421793787099	0.955309451576663	0.944114246465111	0.944508827115437	0.941520122966442	0.940111476129891	0.962818293015382	0.932907056001791	0.945833982439467	0.943797006988268	0.957763763209779	0.963572686659009	0.946464804670796	0.933653925193095	0.943380980004522	0.953351571128809	0.954296540813165	0.944491403977104	0.91983572732608	0.937845402816964	0.939060520632903	0.954805298634987	0.944269874400127	0.944136519087025
cg02103202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02125400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02128233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02132460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02148292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02154268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02158100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02190786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02223612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02231798	0.919425222503085	0.911165283909218	0.918364484164689	0.94497403091853	0.911863723754417	0.914058122757449	0.909954970352156	0.94496428715134	0.93802272300769	0.914247851260298	0.934096063798013	0.949125517169442	0.960777206874803	0.849496524646065	0.876604701650783	0.929376796139835	0.952885838442026	0.93748483087574	0.911805610024438	0.93319653814276	0.905344076612439	0.905590144137031	0.913566691629908	0.939587457885165	0.863750373009497	0.915842686733684	0.903799543547935	0.943281006633421	0.925201527744898	0.923209429394396	0.914806972157481	0.930982721333822	0.83381495521001	0.925217918060969	0.936530610926368	0.829037434986197
cg02247211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02253978	0.828520065245542	0.8786075593071	0.831065788871707	0.793050871268667	0.932024948747828	0.924808976897397	0.893105943565309	0.865788075342217	0.909406995707783	0.937035427666256	0.941892196405407	0.889577743353476	0.797984725870995	0.929366543883155	0.893549266134233	0.869647443804111	0.879983926323566	0.893902600243669	0.941113702320228	0.9148046890886	0.914957371022784	0.817675915689779	0.937149797391252	0.914856834986639	0.917389396508197	0.873800040890219	0.945689961863034	0.915964532645811	0.94479171956472	0.883074583362835	0.857128298059035	0.887715084260696	0.871496214314345	0.922647939779734	0.889577062000323	0.919138564455429
cg02255618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02269231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02275622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02280599	0.928688043018544	0.949855641750277	0.922099225623317	0.922129129643514	0.955835264756236	0.956389096007805	0.945045348176505	0.936762067479741	0.951341889792793	0.952069448493072	0.950261895052847	0.95350879742871	0.933208169007681	0.942580327066985	0.940824480167868	0.925149471077431	0.921619947958417	0.930639893671066	0.946940527351351	0.927783872784194	0.916471904146119	0.945608746486349	0.956901651558945	0.946227073246006	0.957909181422154	0.940925133746211	0.944618775546293	0.895096917513778	0.932982030800344	0.940446407085857	0.918773814583036	0.950278061031193	0.942347824594317	0.911422587581404	0.943643302654384	0.947300637291566
cg02290855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02302165	0.463375291433066	0.811844676046434	0.538752092778137	0.749857876951363	0.924153700499458	0.652707288949731	0.947489971697153	0.743835855421043	0.876722621359771	0.580700555589829	0.867431781852895	0.898572651269972	0.729525367312658	0.9316616455074	0.920624332040188	0.791681866614511	0.419084315747488	0.869804515156679	0.920004892708172	0.944187671954534	0.82672219953168	0.910565879690622	0.944067476166974	0.833294661875138	0.606704216019968	0.868898683031627	0.954247033156437	0.673210169591155	0.182989277023003	0.887431803395204	0.87144173394041	0.899745046650109	0.912415920742241	0.925121375930468	0.672148933722356	0.734524338409108
cg02312154	0.801831407404397	0.89450986005232	0.85988110645529	0.833862223988979	0.908519673030882	0.384137990334503	0.950167704832477	NA	0.711054336333762	0.871841496802458	0.32915553258432	0.873817284888742	NA	0.882283710542533	0.884864076701122	0.785899195087975	0.870265769091524	0.707073112721764	0.927056162213746	0.879734675743484	0.930172060811159	0.774524496325322	0.93146495281612	0.911175445133717	0.604749834119305	0.749997312222402	0.937250433530468	0.87292281990239	0.448798647308688	NA	0.822335550742092	0.870662514861765	0.849936434497809	0.923025961030326	NA	0.852989470457457
cg02341729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02345638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02348876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02356223	0.830123963419892	0.873736735460416	0.939998466640821	0.884161687955781	0.892514336729285	0.88273549056603	0.900007429779024	0.944550324664333	0.884149704626851	0.878859676746361	0.866084245454018	0.955162945926497	0.911802572204905	0.855898447749637	0.93927008493103	0.880910623552668	0.923614889195572	0.909894757214904	0.883769209470804	0.756646008961924	0.91472485777574	0.925880540353317	0.880930275586067	0.912148967487262	0.912550596659542	0.882261402121574	0.890905343112543	0.811690975935779	0.910195042432364	0.862293265903927	0.886396619203363	0.909434289164435	0.859632130622217	0.933575595349464	0.898128106685269	0.863182520915748
cg02397533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02401554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02443010	0.920925655155584	0.922420037015596	0.940876600957759	0.907510537898849	0.948895786091033	0.958953860504359	0.69758559813866	0.938707499759497	0.941393925278714	0.873126756696323	0.943222299298355	0.955718650716038	0.935868217635349	0.866112737012521	0.950395733546496	0.91484632027654	0.862189664352906	0.942284899256351	0.91548411933904	0.949613375670844	0.92869553685288	0.926124738298943	0.908255023282395	0.964461789465562	0.741597806657272	0.857273327113172	0.939009402269505	0.24146729490355	0.94752134401679	0.915250040316126	0.929988062486514	0.752582299541761	0.919652335408919	0.930223174749728	0.955823683644658	0.771940241732749
cg02471166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02516800	0.714988995017939	0.94623821422744	0.952530254143942	0.946253354065921	0.952677277372297	0.96559136196825	0.947101283573793	0.964464769035745	0.958551333768992	0.934560758314049	0.944297084744796	0.958774061760079	0.944266806674677	0.918201235341914	0.946651156157414	0.937773476087956	0.942781410095722	0.943319205395055	0.937558339565342	0.958578140684816	0.964527511433519	0.954017404542269	0.970569022607006	0.934466775998285	0.939612056932159	0.925182496097161	0.921345509633997	0.848059725986076	0.94081767349662	0.948035402247278	0.953943375025334	0.907791743454094	0.95025481014496	0.963366607205521	0.935747776529807	0.92351298689462
cg02533998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02612657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02656873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02658551	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02671915	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02693279	0.934992767072098	0.860036397290291	0.951570784725361	0.940285083839177	0.946324966475054	0.960546413770564	0.51624987715143	0.957376401708689	0.931332907900289	0.951970357934586	0.929723459600874	0.960536168496154	0.938698383574719	0.919284692262637	0.953015310705528	0.951223381323219	0.969709037854549	0.948379630895792	0.960129995709402	0.934135114471977	0.954050268062208	0.936509018990502	0.949321625358349	0.958914409998701	0.940656563331889	0.963038836414328	0.968194830778636	0.924113567779416	0.952779856271898	0.953472990652686	0.936024195691009	0.958423929538827	0.886969230449263	0.95351772423725	0.946411891584027	0.95858576383444
cg02703695	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02724815	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02744713	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02750728	0.935723694301979	0.717166454313092	0.945896628796507	0.928574083539913	0.913319354570879	0.959483149103848	0.945429923177788	0.947672589822332	0.942847045800947	0.93734385498118	0.943465883367045	0.948930138289829	0.934617976166069	0.880042605885381	0.922933740191274	0.914216832783616	0.901042232825444	0.92056486153854	0.933779340121054	0.908953035137923	0.928166250459215	0.766096106378612	0.905144575899104	0.970035636385251	0.916903001425219	0.926054381948796	0.908073887761196	0.949487631931682	0.966883791349525	0.798256948460749	0.896217649992677	0.938049602815019	0.837460740086139	0.938066185759693	0.910020021367791	0.857298756034401
cg02771684	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02772132	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02791765	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02824523	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02840008	0.637339378036853	0.602240001174442	0.864837297764514	0.906919850316159	0.644559564284285	0.921610976091231	0.396056927981158	0.876139826826453	0.499913734413845	0.945745762498528	0.949786823765342	0.489225146066908	0.920223775369682	0.687433054886493	0.849378609509749	0.784694735791731	0.663569624907962	0.845124654058136	0.868494956933277	0.828290433642058	0.943613688290981	0.870033040108297	0.508751096686139	0.911622309127699	0.844095237473388	0.869791109170989	0.942954908209044	0.322989562017315	0.927977825175222	0.937373539275338	0.80900673807306	0.217143510132926	0.743689175811016	0.572912919075702	0.85660233498811	0.828381449406972
cg02862100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02869126	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02873710	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02885021	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02899093	0.898578832850369	0.932741034171129	0.917859933276786	0.913444459258941	0.731267612366436	0.915971375926912	0.74008944157453	0.911885831307602	0.846727015182946	0.928360027166278	0.928164200607788	0.896615406267202	0.904737468081437	0.748718283702201	0.888195202079977	0.780969617408304	0.933611921503853	0.926169011017549	0.456141767262677	0.700555856787105	0.9191676824219	0.911112079061967	0.76815479210358	0.922872696311782	0.902534550499065	0.835717825305836	0.921688490003166	0.359639358220441	0.770156094729461	0.92266020270627	0.899271636803653	0.715431456301167	0.91743347332843	0.652555119325301	0.948512690578867	0.912148259715999
cg02906557	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02965931	0.93514726485851	0.942550133528429	0.910401283278806	0.926784886953957	0.954588684402512	0.948218388934259	0.813658077186323	0.94021403581089	0.94795495851877	0.943345670475407	0.950997018935053	0.963367059912883	0.940712948273523	0.817599312887378	0.93499192568129	0.880775202779815	0.917884122772245	0.90294777358935	0.948663976481811	0.902225004492347	0.715677532271005	0.912189850972636	0.950164870538082	0.957142008455847	0.908844251421242	0.936063100061522	0.957698998431547	0.957033789826301	0.954265726503343	0.947197215556193	0.918088548926865	0.938854864290572	0.916745274681685	0.932896048749945	0.942857461110128	0.921028568241874
cg02993013	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02998155	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03002774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03006531	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03024791	0.581910902178626	0.542939554654929	0.769493949690143	0.687209728162135	0.672494584455054	0.798707538294874	0.762661296421618	0.801190780107181	0.703427911584912	0.837655569533564	0.721546668749757	0.778794793908168	0.759871214570459	0.452119593094428	0.532487036210597	0.652451342469183	0.663260220706348	0.644442927842516	0.428050226004689	0.640553022738766	0.687977603805017	0.658541126653263	0.676614172491833	0.795752292865315	0.689960299052623	0.638218798312339	0.671894420873984	0.237016018920626	0.767899224280081	0.708662650406836	0.635290309550569	0.753070010995094	0.575670751726311	0.511995219398106	0.770431251537112	0.614327398521705
cg03132202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03153172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03185975	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03186367	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03189593	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03221698	0.867738647346334	0.80534684652818	0.857844968540064	0.817635708321542	0.878475094671176	0.930964204175206	0.937721950784987	0.821114229469225	0.899496338790712	0.971959772945659	0.953505957468199	0.899312159003971	0.856158391653462	0.909626414200866	0.907664316626591	0.789936845082982	0.780995070899031	0.836766361038374	0.953374099511422	0.831041005294113	0.880784099831898	0.823490374272243	0.884782136724972	0.954887216493557	0.861721179046631	0.905889930789118	0.933380572145656	0.891577508767873	0.944009018529522	0.904154675061926	0.774976717296751	0.899619990377321	0.824240398093975	0.856733269067072	0.913213084358708	0.863150093913056
cg03233224	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03247301	0.728049435257336	0.490375180316079	0.82887318882622	0.869717390031171	0.741227175784052	0.878294285633533	0.390410999357058	0.21274352716635	0.787052434524212	0.894443395121803	0.805399017779086	0.891637922530637	0.827361425656794	0.595134361096185	0.852309871117482	0.721349932268644	0.661524380235097	0.639225773331825	0.452353227455357	0.647435624588226	0.168190251582915	0.831888829309099	0.638759920594811	0.695900197040045	0.834427900288879	0.699930563454043	0.78027750464071	0.235424045251669	0.182676336242584	0.877701146223128	0.787319238212646	0.334600952786244	0.611258044011426	0.466259668824515	0.714861186472657	0.614481543705442
cg03272020	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03272958	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03280759	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03287616	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03305017	0.924842727210841	0.927772770054734	0.94298283469272	0.905539811069913	0.933565109780781	0.930752753230444	0.796339231465505	0.934657187698669	0.926425629412452	0.94074316524309	0.926284661103472	0.856068781036403	0.644873454492467	0.710177498660084	0.594339898634413	0.914296657547994	0.810368072614387	0.937112503039906	0.952798260589466	0.835237367850172	0.951407128173772	0.881099183762316	0.895719436355232	0.936196486978538	0.816231294998742	0.858002322971678	0.945559203487275	0.905577030079085	0.951150851643692	0.935902920266166	0.862763778207994	0.907481831672488	0.868184357215481	0.897117869016419	0.919494981039887	0.879491453906157
cg03329408	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03335128	0.841493507707179	0.902755293920107	0.776930792609325	0.781970580501017	0.901326139715936	0.891888466582963	0.89582785058309	0.727106659407581	0.886855018356403	0.912502456292005	0.858985272150838	0.838140589301958	0.840866174006757	0.925181833805856	0.680035650231976	0.760034089769112	0.836731801466549	0.78706993805761	0.901254983502265	0.894806882330158	0.883340812565175	0.782534766439644	0.846693601769677	0.913030630388111	0.79026319155284	0.808826421603445	0.923969096911563	0.877806704338011	0.918866709666521	0.852721899763357	0.769616301756231	0.839292972242793	0.814214084911765	0.844987992698546	0.874676383347222	0.819404448187819
cg03336458	0.94881415734989	0.872458018886497	0.929829327155252	0.853880729268212	0.866591866056713	0.95096898934513	0.916155901007396	0.874844586915379	0.905074933416371	0.932424309843477	0.907648096904877	0.929705036484438	0.935118258797182	0.822007407867551	0.827089282239045	0.94850777465499	0.901769256562947	0.850544514236898	0.961167939005532	0.920531714889612	0.901349114797779	0.883449977692323	0.921574842184858	0.899530177082682	0.770027656222161	0.892858102914672	0.923691019978366	0.945465342168538	0.930261044368196	0.922328741766591	0.921561161222365	0.936301675806018	0.804540669735891	0.939925191569646	0.918315277894953	0.913084948134437
cg03342862	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg03344608	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
