A_CpG_ID	TCGA-FF-8061-01A	TCGA-FA-A7DS-01A	TCGA-RQ-A68N-01A	TCGA-GS-A9TQ-01A	TCGA-FA-A4XK-01A	TCGA-FF-8046-01A	TCGA-FA-A6HO-01A	TCGA-FF-A7CW-01A	TCGA-G8-6325-01A	TCGA-G8-6324-01A	TCGA-GS-A9TW-01A	TCGA-GR-7351-01A	TCGA-GR-A4D9-01B	TCGA-GR-A4D6-01A	TCGA-GS-A9U4-01A	TCGA-FF-8062-01A	TCGA-GS-A9TV-01A	TCGA-FA-A4BB-01A	TCGA-RQ-A6JB-01A	TCGA-GS-A9U3-01A	TCGA-FM-8000-01A	TCGA-FA-A82F-01A	TCGA-GS-A9TT-01A	TCGA-VB-A8QN-01A	TCGA-FF-8047-01A	TCGA-GR-A4D4-01A	TCGA-GS-A9TZ-01A	TCGA-FF-8042-01A	TCGA-FF-A7CQ-01A	TCGA-FF-A7CR-01A	TCGA-GR-A4D5-01A	TCGA-G8-6326-01A	TCGA-FF-8041-01A	TCGA-G8-6906-01A	TCGA-GS-A9TY-01A	TCGA-FF-A7CX-01A	TCGA-FA-8693-01A	TCGA-GS-A9TX-01A	TCGA-FA-A6HN-01A	TCGA-G8-6907-01A	TCGA-GS-A9TU-01A	TCGA-FA-A7Q1-01A	TCGA-RQ-AAAT-01A	TCGA-G8-6909-01A	TCGA-GR-7353-01A	TCGA-G8-6914-01A	TCGA-FF-8043-01A	TCGA-FA-A86F-01A
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01638082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01644640	0.139598904597827	0.173550925841623	0.248094559331382	0.0848896702079759	0.212686795640279	0.170266273056614	0.175367911543965	0.179165732072969	0.512746411743765	0.127267156091674	0.31932536354621	0.253023045461011	0.160850626222827	0.124816139235525	0.67369551376215	0.183111203320717	0.253839088307613	0.344070800262573	0.173144565527852	0.217708341599038	0.136621378271845	0.212840014889938	0.0924071938827929	0.362019023419282	0.0797875664094878	0.25595015563296	0.164452667213196	0.130791039361518	0.19180328124294	0.223118842853035	0.302849093533358	0.288013101756282	0.167356475860692	0.112688393245146	0.321479545926046	0.0710102651972261	0.250094335859116	0.128929390651923	0.24762785667977	0.0771295913072657	0.198430345651615	0.0898242935588611	0.196879032271384	0.106203795067133	0.16922398471626	0.229661802685168	NA	0.194495596033718
cg01659483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01711850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01729288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01735082	0.592696279757324	0.215392235060011	0.337496895367549	0.476155767814599	0.157635724318697	0.364517558965406	0.623815059688855	0.55625488440121	0.758808335629529	0.446923700870919	0.311355546399037	0.568565934540533	0.268598039003723	0.833715478766394	0.595744787380957	0.359195421993002	0.700868008649054	0.50014636246149	0.206194551737957	0.391811321229849	0.558638334044405	0.441514120430028	0.521328723448608	0.290368548007899	0.0992772605075764	0.867337130910539	0.323854332714037	0.194730082652063	0.238345469177909	0.429220925101855	0.625099094763301	0.652989790603468	0.197329712056345	0.593757610934624	0.379588400112651	0.0883370736137546	0.59689234682676	0.67601543895531	0.533768497372834	0.0762064856404028	0.579870236308646	0.543619818652218	0.423100394926505	0.393020695993647	0.599717493249868	0.338476651070922	0.123847258667575	0.516334819543185
cg01774400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01776221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01796929	0.157508549527515	0.163708374708948	0.246114590080819	0.26856294258634	0.132703307409895	0.341010021387595	0.434201777916602	0.40904111816235	0.565541732066854	0.66178190991281	0.375255082201826	0.320956670997386	0.324951944077575	0.473105112167757	0.655502278098127	0.410294460601488	0.595433920201866	0.763859223249643	0.333167943603988	0.390720343938288	0.306365900486076	0.355031552632031	0.0688650638836609	0.789561157405219	0.122427807986138	0.474096141067266	0.32217491921019	0.16511534861401	0.272587836833729	0.337426980120648	0.561737750470158	0.673975731931266	0.270758155251456	0.323567700152863	0.341370854893456	0.58584870881194	0.385161490911195	0.484467237666597	0.477907233781418	0.206631965501816	0.406277762428525	0.0832013571428771	0.289690938586324	0.393844604874297	0.33016324156119	0.374990149925673	0.107185541306597	0.499994999521629
cg01834373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01836858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01837661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01864295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01905090	0.544875720136666	0.532824307568168	0.41790191426892	0.887931900601861	0.517448735740457	0.596195929778588	0.766436950082456	0.806375839864365	0.768386134536067	0.576820843247124	0.382195167132305	0.798585996144294	0.714240740226285	0.816058137145899	0.700691334233686	0.742318324915825	0.725825889310677	0.567510453121985	0.560290925519512	0.626467465485504	0.243505660074146	0.525064261255677	0.863796645486717	0.428750290639934	0.893432385282199	0.403234718874415	0.389485570400442	0.535397194702372	0.380920838530427	0.418239584664256	0.620898089521443	0.712775309403577	0.652805773955097	0.799651842931029	0.601874694395587	0.564699091861564	0.802226994886806	0.654255476078083	0.533211385733555	0.535936773060816	0.56970541684068	0.173287212656679	0.536525512652404	0.420832759781389	0.451797270140175	0.60272700590043	0.827151231502197	0.739572875393892
cg01909681	0.174245175206224	NA	NA	0.784902572699905	NA	NA	0.757208395826162	NA	0.787818613386061	NA	NA	NA	0.286380350282996	0.85006257971255	0.898879862934858	0.561390257129167	NA	0.799026561521035	NA	NA	NA	NA	NA	NA	0.142984805441099	NA	NA	NA	NA	NA	NA	0.805913594258789	0.819218181354378	NA	0.579354148276867	NA	0.66862263794755	0.807337665801986	NA	0.133148545201508	NA	NA	NA	NA	NA	0.718201818288769	NA	0.850755228013948
cg01968676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01970937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02022978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02032334	0.0635150957439937	0.0789138828980978	0.0788583769530291	0.100979545519152	0.0732654278574175	0.126617525643642	0.121207759347773	0.0935847921571916	0.170112485138494	0.0874547178673166	0.116535111553658	0.169676034017162	0.0565113947969354	0.0808209577491348	0.46656267654748	0.156499289335371	0.345929196261622	0.20050512698869	0.0982800132063111	0.0872800021512166	0.0727429130853357	0.0892844321279812	0.0626846031292002	0.11860161084772	0.0629764575086688	0.131974735956244	0.0927929447105637	0.0848691395305838	0.094577971724739	0.12049636194629	0.244623535576448	0.125685978248917	0.317974888271851	0.0668336590963586	0.0501685895157279	0.0470651875111665	0.135607344771283	0.190763347254104	0.107149808457418	0.0503222390096742	0.17605014058422	0.0520352462426955	0.0653688294676794	0.123917013260498	0.0631164307761065	0.107933496043884	0.0702522838049963	0.169056116523153
cg02043329	0.88096188616647	0.891673161474116	0.643613133575381	0.695940852291107	0.89057107139373	0.704164611987418	0.898039266336867	0.911794009614006	0.743229614840689	0.824148504988236	0.789922337917088	0.754837122257911	0.909687481829821	0.923982109405213	0.651264988613977	0.889806593397225	0.861441497432554	0.77378670640247	0.908568246948181	0.720709308412664	0.878252187225704	0.885809529274984	0.864515561873973	0.888879139034416	0.567657392929867	0.820947969144731	0.702989593142203	0.920568560281411	0.381570062769375	0.620474102694799	0.858414239624896	0.826146038469264	0.516599737541374	0.933548672107182	0.885687116433982	0.93091142133374	0.853554750365147	0.933470756099963	0.820580274874345	0.937989429156306	0.876441328482042	0.584741528573449	0.911640846209056	0.85339408840241	0.939196156601593	0.85793381305073	0.917828494794482	0.842772430656005
cg02044172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02046176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02047977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02072104	0.542223317238253	0.0392573601838264	0.06590638107748	0.671093869239305	0.0472904660075329	0.0947644328491776	0.0579007616613141	0.0675452655915934	0.07202403603161	0.0919713495395666	0.675886969471351	0.514971502450262	0.660192751871849	0.0778741158714733	0.270741930213545	0.44039121515137	0.0953002154559272	0.414026106818098	0.0682690920519671	0.0871007324534095	0.0770956891699644	0.0563657508948136	0.0423789025448136	0.447990950617343	0.0579020852737541	0.117858234556789	0.423993477880928	0.0597170449114506	0.501703526264389	0.0568167551552655	0.0749355592024869	0.0705087073651841	0.0764773002945741	0.0640098243764504	0.779918121367008	0.91676018363276	0.613772252841786	0.0918634974524397	0.392522387090053	0.0483869257837018	0.499921231793225	0.0381015614461735	0.0549069563971842	0.0712545193175581	0.0785543733038734	0.0754395303760089	0.0530626998415699	0.502710112996462
cg02074859	0.947411474340958	0.952850905241026	0.952562343754926	0.961286199737943	0.950311622346285	0.954301016916731	0.918811482591311	0.960186285619079	0.956798024593325	0.953498200804322	0.943607834151672	0.95841583082789	0.948140403332803	0.951514092184861	0.952767358903827	0.949930037727301	0.946785120878488	0.953353569768781	0.943753481206864	0.952782676648331	0.953257600142955	0.943961143431143	0.952046770716298	0.944423716226369	0.95663875566642	0.949291208539799	0.962508335901021	0.961157180372904	0.937874024760735	0.842722610111444	0.950766524673729	0.948938746591356	0.952340651764849	0.948787571092702	0.957445983324867	0.953458956952629	0.951102735160054	0.951885995777536	0.954660060057416	0.961846441557012	0.943170685030407	0.958126856264547	0.952130676182876	0.950711019536286	0.959177422422367	0.948195325937782	0.956043863176879	0.953298865201251
cg02103202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02125400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02128233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02132460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02148292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02154268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02158100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02190786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02223612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02231798	0.89611556061747	0.601620257187614	0.694684902079871	0.826870385242693	0.260413431318789	0.652037681614516	0.791564441999806	0.727121177033657	0.87248767314473	0.790785919102321	0.881928080908175	0.636617787474152	0.42840601843836	0.83522033263304	0.741259189593076	0.679259971229502	0.839558583316853	0.65011515702169	0.835476157999941	0.636053092533797	0.588676191664824	0.509123257327044	0.545233797109299	0.869302134571014	0.564145217154974	0.89438542362767	0.796733948902521	0.548001221706163	0.456071261154935	0.843596507759947	0.809481934029371	0.811095301879964	0.893604311971599	0.570532953597543	0.837735116004597	0.590554388407834	0.776486139569215	0.703567324949602	0.692489020560586	0.412115600627132	0.811815385349626	0.548510060235022	0.480961979774107	0.866937190193458	0.823155041466931	0.776370964785826	0.252827256121729	0.800820230401868
cg02247211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02253978	0.896789694720069	0.930700866825208	0.936393867541557	0.311221959750769	0.855159974832966	0.740891020428291	0.858132303018831	0.595856068614779	0.925837130953857	0.930191713210347	0.928500720364549	0.907192838329979	0.813594559140736	0.641438085930814	0.927990110100886	0.796459376327754	0.920299784455629	0.925909712462057	0.922415352642902	0.858476338945067	0.220257866176356	0.852331577707363	0.925819033725838	0.920177039413378	0.867038876244687	0.737162771321806	0.913323319390544	0.183867393242573	0.841229476004691	0.7342886301788	0.924911257903387	0.91411136792835	0.915500400622137	0.920503932696225	0.925433149572724	0.926950760504898	0.940831091864571	0.8960545810636	0.915270446560277	0.921914892043233	0.814018054651346	0.941738150969405	0.923449405524963	0.857984916099874	0.932230340359648	0.787897430473648	0.88124891664108	0.871437724914095
cg02255618	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02269231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02275622	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02280599	0.930452816553089	0.94856684957528	0.938414725760408	0.937126385847919	0.926622758308809	0.779813573717286	0.928231711683146	0.941249753647937	0.944873507623314	0.923425352238428	0.912029710842753	0.935658987598091	0.942768190785818	0.936609600812538	0.894248810452424	0.941967659284543	0.922956857923954	0.939562016746815	0.92891378554324	0.909828671169481	0.940283399961923	0.935084744092322	0.928798748288213	0.924351725754971	0.945153655689591	0.932018351656559	0.930872304647514	0.915433880258799	0.928177665972735	0.94269396592063	0.921648346503168	0.93258603628265	0.939805282117688	0.827628513413562	0.926847539878043	0.949589736910135	0.956523864916117	0.944556160285159	0.945403773500925	0.941702457741378	0.929286563678578	0.569453204516567	0.927135453758924	0.932125235088132	0.732983153803846	0.911242771229356	0.262394214391643	0.932983968419582
cg02290855	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02302165	0.947795382574581	0.91883980959438	0.915272814732077	0.818267179787333	0.939998188918858	0.819070251517711	0.898718439573801	0.833737163247692	0.908269738263947	0.745272577335279	0.945403155545268	0.940219721216334	0.650318233441324	0.949416906295829	0.939087617409813	0.940589314736371	0.940823441989159	0.935233061849307	0.925179888602841	0.93610041815624	0.922127892807685	0.751757994856254	0.450651462488736	0.945309601075172	0.883396602283506	0.935467839648045	0.9538489578818	0.945423296391922	0.892121668914057	0.744970057683833	0.931023295336277	0.955124764025138	0.950855572047364	0.96309787634948	0.947434700066328	0.951907040336415	0.94729499406468	0.765023686225745	0.944021090388176	0.611015315247402	0.858715707337371	0.95121035281655	0.95569153640694	0.941125497015182	0.944221682261402	0.631200065641395	0.591342697189431	0.893965094479873
cg02312154	0.909850832082404	0.937506731207486	0.914525930339418	0.910246836480152	0.91256589251551	0.929039085856259	0.912300548746602	0.915370245901721	0.929676061063939	0.921236443577915	0.919036449836323	0.906297959397664	0.929004997705381	0.918902297009969	0.930090514246645	0.936568112412478	0.904582608864107	0.919056052435611	0.898752101305104	0.906194534192036	0.90535498985562	0.912221745502059	0.921480873282165	0.917315279371727	0.825698025194532	0.899141037523584	0.928442550634979	0.908339011618016	0.911598782125203	0.928058238785255	0.909570061250356	0.908021116890852	0.932752830470394	0.729205377213365	0.92534708638621	0.914466023517056	0.924127463945812	0.925836810863124	0.911429585577758	0.934417736248393	0.923922454404941	0.933350290689845	0.880181890966025	0.927784704405519	0.911544588259076	0.912626700512692	0.866252899035171	0.933328603269642
cg02341729	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02345638	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02348876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02356223	0.890587273230479	0.896089945914614	0.905573236677114	0.902110926922288	0.89428680981786	0.911792885715569	0.92063881848953	0.920784019876121	0.906386572621812	0.918535615819333	0.903437546714384	0.911945293425698	0.635097087828072	0.913972062434188	0.904913691861378	0.916608350379036	0.923930166478674	0.90322505252043	0.933837069063353	0.938085103252761	0.936502954258131	0.886241768966348	0.883253862056865	0.907140613311105	0.932471348158562	0.895530738737546	0.770773201453533	0.599216757519421	0.917935130801349	0.931521890308045	0.921045892346329	0.915680163711335	0.938843154556895	0.878556861638797	0.88410424718723	0.931277578183884	0.93702308821533	0.935826457856653	0.874703209892826	0.944510519871879	0.917505992009141	0.700224574209715	0.923698147148119	0.902412893552989	0.930343882366579	0.896057983907779	0.947320997823618	0.87255053080767
cg02397533	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02401554	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02443010	0.943327976255474	0.320248526588012	0.860721571495378	0.740616261685178	0.957022948488231	0.957159442496359	0.791117622379727	0.798783966256704	0.946263812868315	0.955137855037986	0.779432098974675	0.947352536592998	0.94203428066293	0.941970029450376	0.934254603422865	0.936137436667773	0.935491516759803	0.941985560554828	0.959506670547196	0.938225615800833	0.736588307209548	0.519837269185912	0.587604722461866	0.646127359717906	0.954289983663633	0.93999918443831	0.737178801583828	0.722153429425679	0.481926318497711	0.817400173664033	0.951562076038357	0.938031923060312	0.83288428376199	0.942975193670515	0.41384941388734	0.950569685913672	0.953442218093002	0.9051327154627	0.647635656249967	0.933874577653811	0.660446035922554	0.958989283812836	0.761340066160112	0.796380009691966	0.932804302656895	0.942722734823909	0.729508841604416	0.946383875120758
cg02471166	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02516800	0.946599929211819	0.971615778992049	0.947229927966526	0.84673308877623	0.924776396608587	0.950970803345001	0.960025657342665	0.962285236456802	0.913749233536878	0.964102266084778	0.885212351306816	0.94476517366655	0.956285951508208	0.942480688912641	0.945229628480034	0.925528813229466	0.942949621870239	0.896191808848138	0.952660646297079	0.939801266068545	0.938937907934168	0.944020948877511	0.957514788581148	0.952841348942902	0.961464132889027	0.943697896134508	0.95154018043008	0.959950638049623	0.965813257644073	0.965810028097692	0.932529769661886	0.939236468764107	0.938233850431369	0.961061297623432	0.950833104307521	0.959476835751378	0.949031743512024	0.946463882200662	0.608908835264247	0.961671611779428	0.949588057350869	0.952237147210575	0.93191002238399	0.960955084768351	0.953653121950337	0.947198436993597	0.94087568840609	0.928429862191296
cg02533998	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02612657	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02656873	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
