A_CpG_ID	TCGA-MQ-A4LP-01A	TCGA-TS-A7P3-01A	TCGA-LK-A4O0-01A	TCGA-3H-AB3S-01A	TCGA-LK-A4NW-01A	TCGA-3H-AB3L-01A	TCGA-SH-A7BC-01A	TCGA-LK-A4O6-01A	TCGA-SH-A7BH-01A	TCGA-SC-A6LM-01A	TCGA-TS-A7OZ-01A	TCGA-ZN-A9VW-01A	TCGA-SH-A9CU-01A	TCGA-LK-A4NY-01A	TCGA-SC-AA5Z-01A	TCGA-XT-AASU-01A	TCGA-3H-AB3O-01A	TCGA-SC-A6LQ-01A	TCGA-3U-A98I-01A	TCGA-MQ-A6BN-01A	TCGA-NQ-A57I-01A	TCGA-UT-A88D-01B	TCGA-UD-AABY-01A	TCGA-3U-A98F-01A	TCGA-MQ-A4LI-01A	TCGA-UD-AAC5-01A	TCGA-YS-A95B-01A	TCGA-UD-AAC4-01A	TCGA-MQ-A4LM-01A	TCGA-MQ-A6BS-01A	TCGA-MQ-A4LV-01A	TCGA-3H-AB3K-01A	TCGA-TS-A8AY-01A	TCGA-UD-AAC1-01A	TCGA-MQ-A6BL-01A	TCGA-3H-AB3T-01A	TCGA-3U-A98H-01A	TCGA-LK-A4O7-01A	TCGA-TS-A8AI-01A	TCGA-TS-A7P8-01A	TCGA-UD-AABZ-01A	TCGA-UD-AAC6-01A	TCGA-UT-A88G-01B	TCGA-LK-A4O5-01A	TCGA-ZN-A9VS-01A	TCGA-TS-A7P6-01A	TCGA-UT-A88E-01B	TCGA-TS-A8AS-01A	TCGA-ZN-A9VO-01A	TCGA-UT-A88C-01B	TCGA-MQ-A4LJ-01A	TCGA-TS-A7P7-01A	TCGA-UT-A97Y-01A	TCGA-YS-A95C-01A	TCGA-LK-A4NZ-01A	TCGA-SC-A6LP-01A	TCGA-3U-A98E-01A	TCGA-MQ-A4LC-01A	TCGA-ZN-A9VP-01A	TCGA-3H-AB3M-01A	TCGA-SH-A9CT-01A	TCGA-NQ-A638-01A	TCGA-SC-A6LN-01A	TCGA-YS-AA4M-01A	TCGA-LK-A4O4-01A	TCGA-UD-AAC7-01A	TCGA-MQ-A6BR-01A	TCGA-TS-A7OY-01A	TCGA-TS-A7P1-01A	TCGA-MQ-A4KX-01A	TCGA-LK-A4O2-01A	TCGA-SH-A7BD-01A	TCGA-TS-A7OU-01B	TCGA-3U-A98J-01A	TCGA-TS-A8AF-01A	TCGA-SC-A6LR-01A	TCGA-3U-A98G-01A	TCGA-3H-AB3U-01A	TCGA-3U-A98D-01A	TCGA-3H-AB3X-01A	TCGA-TS-A7PB-01A	TCGA-ZN-A9VV-01A	TCGA-MQ-A6BQ-01A	TCGA-TS-A7P0-01A	TCGA-TS-A8AV-01A	TCGA-ZN-A9VU-01A	TCGA-ZN-A9VQ-01A
cg00727386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00738299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00809453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00812839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00834234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00850868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00894142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00919576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00954931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01000036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01009068	0.94210180855041	0.903722340383789	0.927301843089925	0.875252779711032	0.907075394797361	NA	0.80989004464368	0.926542303744455	0.856635180553564	NA	0.812698975641457	0.876794989286328	NA	0.880774149953218	NA	0.876601727353677	0.889170907247546	0.891907189213699	NA	0.901198761399466	0.910624135847181	0.854884933246638	0.90904877725519	0.895007415486485	0.921101666583434	0.893389156235194	0.892987949368034	0.879334883252676	0.864787803871957	0.897557796057182	0.905592233572269	0.88533301628587	0.846436169993905	0.847367361401295	0.895843024919034	0.898220338750818	0.841137349670924	0.951461962227478	0.882667791358702	0.901874051333391	0.898576975288492	NA	0.898844900787494	0.887410285198743	0.892738893581004	0.852373424579489	0.892085074381441	NA	NA	0.899895139060366	0.922549267134467	0.917398619548686	0.925391244869841	0.881862918539833	0.890226773172047	0.874892621221621	0.847510839052143	0.880662492289739	NA	NA	NA	0.923996754849603	0.808561841791228	0.906549912471044	0.926627392279968	0.84878113324748	0.901162315900881	0.908039479486957	0.888564768590989	0.884239159356899	0.911350215234256	0.935631675006191	0.931366128299555	0.879816543586623	0.886230321844822	0.894408597130625	0.851577862546378	0.917911356216483	0.870147549274987	0.86729469845781	0.916046785526651	0.900835050149742	0.913015663112848	0.922684524626278	0.848280351331177	0.858310792071515	0.909604703443345
cg01049884	0.983249962461133	0.973707017000012	0.979778422140275	0.855779080559427	0.977910834559674	0.937397762850908	0.915858748195294	0.963869218939154	0.947522788590019	0.976590692794927	0.884932047923243	0.883926670013701	0.94577067042404	0.971792103316264	0.910360507603217	0.976035873267464	0.964998010949857	0.972586805682606	0.961118657354212	0.919742993223412	0.979289840744846	0.97332096124402	0.92888851297155	0.971123821297432	0.975578275192382	0.971213258123659	0.936077630969745	0.920496996569166	0.964222184432569	0.933337378763929	0.971917409786406	0.963500753946525	0.965359479429042	0.920802569036113	0.94343907759391	0.972388988442562	0.960130111369272	0.956922263337092	0.967563460336247	0.94676924945086	0.967370067946487	0.895703954041243	0.943184357449836	0.942740262129346	0.959025458499883	0.94293588675474	0.965485135954489	0.905965767397923	0.977422435419661	0.972255244310137	0.947945309769654	0.967785926778905	0.948252608771686	0.962103744920999	0.974736653299398	0.925901076029821	0.965010787581055	0.972598666855	0.917133946421686	0.907002441039159	0.930663540403356	0.964650212376599	0.959250554548811	0.946997709435578	0.964260210281724	0.967330134334057	0.95730218576707	0.973803557319254	0.943876627229731	0.936524596447748	0.921507414483157	0.978554603353549	0.946797620628614	NA	0.929278811312495	0.964373160214573	0.957164270152656	0.969673919885965	0.946138229830075	0.956616776913334	0.968798070500358	0.969752237186797	0.921534659289474	0.942008416847579	0.956505929417113	0.932671481411031	0.944304457808654
cg01052572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01080483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01132485	0.439929131939178	0.863252957435687	0.854164170698606	0.814130439446166	0.735013911020171	0.704990501761244	0.832018298640633	0.787166140004111	0.242590307109211	0.838358065252771	0.814943303097854	0.457003648823329	0.844745909434287	0.796992944897188	0.622178960014087	0.81452320390675	0.803735617237681	0.676117562530535	0.792848097681076	0.82134425285112	0.737862165976238	0.846593618877767	0.839876072397703	0.781142551890362	0.864099946043072	0.85413303774027	0.796148227876052	0.856747924545211	0.878931444149494	0.858525630846537	0.836430999118239	0.826201229964613	0.865754972927714	0.727823953659173	0.822079546212644	0.746193018152862	0.80509505925423	0.881559918627837	0.592816682749369	0.87115011638185	0.806306412978391	0.709222938955567	0.840642188514684	0.556662637900662	0.759419023199938	0.699106773331984	0.844016197477906	0.79998764199193	0.778679389670191	0.821675525151332	0.831414684194252	0.802707350371326	0.539047413482	0.838183188132898	0.896566053581281	0.615275347975958	0.825966021097289	0.849852196212453	0.295283704075592	0.778098324552228	0.813368677473702	0.856901352906452	0.84127572310526	0.814545448057631	0.882816873935562	0.663582363060904	0.761550522057429	0.837445653856697	0.588080038473712	0.847822701037147	0.771031988188541	0.905132329373208	0.847953392443668	0.855281670201101	0.815389799045801	0.578975243441531	0.803194258770894	0.900453286724483	0.59695179018347	0.590545658577186	0.862163689203454	0.877875286552044	0.835431226831334	0.859100782024419	0.750628460912749	0.801661220410032	0.857113887359335
cg01135961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01137421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01154525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01163994	0.778823713096921	0.906733781025972	0.887562216944647	0.847861335069132	0.842054144301092	0.710192837986772	0.898881725723978	0.920957075380879	0.212090084081373	0.587606715721291	0.853720312768989	0.84155554288087	0.899050198191248	0.818723551297308	0.860716887215831	0.916245504026592	0.888400654725148	0.872276899172278	0.914177402733417	0.911305777701976	0.542820232617427	0.905592131720996	0.927626700228505	0.797683719308256	0.46185666480916	0.888820469555234	0.919618770580923	0.912482992278848	0.855106494195955	0.925846558881865	0.909652010124328	0.920985957567154	0.924461171981346	0.892372194110766	0.870561811782948	0.92334153991995	0.886000748688048	0.909826594459753	0.90770149410802	0.848945037290114	0.795261424638373	0.794099671389814	0.726249043907522	0.886840488942083	0.873255880521025	NA	0.915704382812111	0.89942971511305	0.89804087022583	0.939672234070837	0.935022410641138	0.942495778352391	0.922705754343221	0.892766075645105	0.927690101428616	0.644598127924818	0.770819623344333	0.928944012257355	NA	0.898801621354978	NA	0.929536259952244	0.905916936594379	0.913357406426167	0.885842135627549	0.872149904600009	0.912387678448872	0.927556707208384	0.904204012176159	0.900651448021899	0.868087084785781	0.933645704741932	0.889296535014446	0.914245656604092	0.892743204029185	0.87982770649907	0.86963761321594	0.909718770237775	0.826688061797993	0.876537666530446	0.924901863371982	0.862489852279481	0.919223007933464	0.829867699533402	0.898239873233992	NA	0.900466385473648
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	0.025432049360638	0.117482616832231	0.219433142717811	0.848804964301786	0.323756828296228	0.061215504946615	0.454407186866066	0.106964433216407	0.886286932248047	0.0458252223326119	0.0594387184762988	0.074689328443624	0.0791558249863622	0.0196554698538445	0.0490908947108074	0.0422664204121617	0.112675068211371	0.0913044707152864	0.0470747113863514	0.192091611602654	0.584785631595185	0.199414066422438	0.358628136246698	0.0282094122906824	0.0457550159588357	0.0459974617243998	NA	0.0904320963568588	0.307293709891369	0.0272702585318102	0.051081549470894	0.0970375328665905	0.102222632391136	0.069707769875718	0.28751843229116	0.0681204453042625	0.0964585971049009	0.719909686492387	0.046573530044251	0.273496209250831	0.0426480734947878	0.0424621963904474	0.0468799868562925	0.153024383599852	0.0344536543658253	0.0655581122700346	NA	0.155060785369964	0.160548784396535	0.0592341914144262	0.0670337028189245	0.0617044576768779	0.192261054212914	0.117526416594107	0.0895118729995091	0.0826960456269629	0.0356735556833951	0.146870271208821	0.111824717286988	0.118862586810747	0.193175609148102	0.0414896055803217	0.0672938543869411	0.074062347834204	0.12416741716745	0.0807441062048111	0.646953919861617	0.165625477441635	0.0296946736963028	0.152410525922011	0.162329716119514	0.162078048527424	0.0620367533601682	0.3495421626546	0.0325521002846194	0.138007633797726	0.0682673248703387	0.175088864067001	0.136864768897106	NA	0.0583877648982622	0.0502369799866543	0.115188422861339	0.055014370271132	0.219779137189258	0.0912187203538668	0.0824667862634023
cg01372572	0.705136055404243	0.795898134692063	0.74414780146284	0.820456972030875	0.692300170952889	0.546262256834863	0.787984929686574	0.719915240959568	0.230597921106949	0.770211383418131	0.577778993306251	0.731705850068641	0.723495807929535	0.714706907681969	0.729961738803637	0.678680408083088	0.646848695528771	0.749194035912286	0.775666018419328	0.816342650159604	0.706713459522113	0.686440313504544	0.77450505910186	0.692897331338089	0.678451424649463	0.69313750124294	0.78962675616804	0.753773609458399	0.762234566895009	0.855730941598467	0.768222617717233	0.528304485710274	0.757381951781165	0.763792562044491	0.630116900011192	0.69334026782255	0.643485283832289	0.839155892246837	0.726946170595385	0.586022783241867	0.679017715629554	0.77852036278799	0.656296934951685	0.763028029295452	0.779381140805193	0.813607447880469	0.813219292843102	0.618247648824168	0.883608495810715	0.731148895360024	0.787173887494266	0.800488375579532	0.711464590061016	0.798717758370781	0.730078138079224	0.78307286771642	0.748788945516184	0.776823520899881	0.43194891293937	0.829972477655206	0.833528246023545	0.828653417161214	0.777672355507571	0.708917980473266	0.702996655369645	0.747707341040726	0.81464317025735	0.722180481752014	0.803929184159564	0.76451445561556	0.738286047119621	0.839831059228329	0.797899734782874	0.708267188777276	0.759466938666961	0.77381584389207	0.6278186981965	0.801990233352684	0.833996089174703	0.463759914807894	0.829000737725672	0.728438365070414	0.80412639419579	0.652110216416008	0.702863062393212	0.752597730796556	0.747872997329072
cg01389383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01404122	0.451516260562937	0.821119256258097	0.823658208081183	0.811935915751613	0.445730520312633	0.327449546441955	0.797293496346849	0.878037051986944	0.192528112680736	0.834810253975096	0.710954385286336	0.520421430809535	0.668300262060389	0.450327803026969	0.570963430238431	0.60464864336783	0.662244831786481	0.754377591274599	0.565341344079048	0.90218804342473	0.506338223058594	0.776930689597615	0.44332750936127	0.890424257221942	0.844471119619337	0.664218250615399	0.637273891395376	0.432969661218916	0.674663680479199	0.930616532003484	0.76232996497821	0.93607292464333	0.590993703814183	0.830303958395508	0.698420880351623	0.6137002475389	0.730450023890596	0.553602721526816	0.662126829095209	0.530829707429731	0.48365665196784	0.712883379907208	0.28252470863187	0.575723757070326	0.874622649390782	0.426382878162425	0.65377033860191	0.699174377769681	0.738849745229012	0.78356281736037	0.81270647579516	0.25703374087031	0.591100186468242	0.923253919830189	0.871383284211678	0.470858327070966	0.888453227568155	0.601511589056753	0.361361729668212	0.932592948043445	0.490069521454969	0.480285429291777	0.871584321036626	0.680572714768107	0.907051909108547	0.386112101890865	0.852241040938347	0.638735557846118	0.597229502247478	0.74000110817126	0.551563922457771	0.883390573661196	0.881648054387325	0.900645040191217	0.375770219976531	0.879709375634739	0.623751032416863	0.565118489185899	0.425242671653205	0.54324964058294	0.81446280194591	0.619687621398036	0.91338629614809	0.719532275399107	0.674735839572197	0.83967622264	0.479424970910381
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
