A_CpG_ID	TCGA-KO-8415-01A	TCGA-KM-8477-01A	TCGA-KL-8337-01A	TCGA-KN-8435-01A	TCGA-KN-8432-01A	TCGA-KL-8326-01A	TCGA-KO-8414-01A	TCGA-KN-8431-01A	TCGA-KO-8410-01A	TCGA-KO-8409-01A	TCGA-KN-8421-01A	TCGA-KO-8413-01A	TCGA-KM-8476-01A	TCGA-KL-8332-01A	TCGA-KL-8341-01A	TCGA-KO-8403-01A	TCGA-KL-8334-01A	TCGA-KL-8344-01A	TCGA-KN-8424-01A	TCGA-KN-8427-01A	TCGA-KO-8406-01A	TCGA-KL-8329-01A	TCGA-KN-8419-01A	TCGA-KO-8408-01A	TCGA-KN-8434-01A	TCGA-KN-8436-01A	TCGA-KN-8437-01A	TCGA-KM-8441-01A	TCGA-KM-8639-01A	TCGA-KL-8336-01A	TCGA-KO-8416-01A	TCGA-KL-8327-01A	TCGA-KM-8443-01A	TCGA-KO-8407-01A	TCGA-KN-8423-01A	TCGA-KN-8429-01A	TCGA-KL-8343-01A	TCGA-KL-8331-01A	TCGA-KO-8404-01A	TCGA-KM-8438-01A	TCGA-KL-8345-01A	TCGA-KL-8340-01A	TCGA-KN-8428-01A	TCGA-KN-8422-01A	TCGA-KL-8338-01A	TCGA-KL-8325-01A	TCGA-KL-8323-01A	TCGA-KM-8440-01A	TCGA-KN-8426-01A	TCGA-KL-8335-01A	TCGA-KO-8405-01A	TCGA-KM-8439-01A	TCGA-KL-8346-01A	TCGA-KO-8411-01A	TCGA-KN-8425-01A	TCGA-KN-8418-01A	TCGA-KL-8324-01A	TCGA-KL-8330-01A	TCGA-KL-8342-01A	TCGA-KN-8433-01A	TCGA-KL-8339-01A	TCGA-KM-8442-01A	TCGA-KL-8328-01A	TCGA-KO-8417-01A	TCGA-KL-8333-01A	TCGA-KN-8430-01A
cg01080483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01132485	0.834604164456195	0.910690793145518	0.922561378511102	0.847852468782393	0.841332124472788	0.911707257262789	0.864798453268027	0.873035650771018	0.884328488830703	0.904422862346354	0.8607159343707	0.91550672522652	0.839451269727349	0.910983601882837	0.889773144125513	0.903033224368622	0.865093393276027	0.886088532614137	0.88665829481032	0.890063437835481	0.833181928188728	0.86443036416357	0.512527597234004	0.891595519815538	0.4581619856716	0.922413441291308	0.68886339874851	0.647587942272926	0.854492382596622	0.908089786052459	0.899759262686606	0.738547105476524	0.913060025474424	0.905798130796056	0.900438713522437	0.874491224787789	0.749072290941745	0.538556550570349	0.522950564305342	0.872537898258045	0.906379006615274	0.936011374490637	0.533016901411335	0.887359046318865	0.902076496556101	0.584232986119392	0.883732639274493	0.914839044801928	0.855622188009036	0.893223705230653	0.920544511454269	0.907018348177568	0.895889720955612	0.90307777547785	0.922299067074169	0.919083542517374	0.899332537556747	0.897125307373295	0.897432491259104	0.746696699773613	0.853218535944806	0.874664112563221	0.910611148751426	0.896143228333523	0.901856650418115	0.885512368608368
cg01135961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01137421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01154525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01163994	0.950908241509668	0.937118854874768	0.903950079325272	0.943723845489154	0.889715152638371	0.942901628075215	0.933873246962207	0.944852743076375	0.751786776604652	0.921309725783175	0.706805109376849	0.951448162303374	0.880063159220244	0.952928662014886	0.945571375254025	0.95584480589622	0.320132179874721	0.940411840836881	0.951255017555813	0.911865726145751	0.950657825532521	0.924854956534867	0.360006971853048	0.712924100219701	0.955798702506144	0.149215345092816	0.914715314447756	0.940295969559006	0.920196919663203	0.928934127420173	0.928053405365846	0.926569548586105	0.946238016800323	0.65703853928924	0.707588046131795	0.933733328861839	0.921749142570182	0.945011874819856	0.713033276714467	0.950056793100903	0.943034549270112	0.956469659453847	0.50669741350177	0.796995518163411	0.947422879302443	0.696917431204409	0.938616921171952	0.956190832712967	0.958107451960317	0.936593597367741	0.943789276372055	0.686301127131658	0.948286901542522	0.912629930454564	0.938415605756548	0.948082505956416	0.953317743019298	0.939975180251295	0.956256622535318	0.9201722407978	0.954064058811988	0.94120277264449	0.953333517158539	0.911170233259865	0.93384417958697	0.937496552737516
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	NA	0.0455617387135542	NA	NA	0.0480994386604033	0.919235239660285	0.0493761441696371	0.0455516858169116	0.0431406218119007	0.798583352870887	0.0244210431069037	0.0330510951504061	0.798219733704934	0.388770645780172	0.845307583564368	0.0487298528251481	0.0617012904609664	0.24129095629544	0.0619467585892651	0.365384270115367	0.0285286882801614	0.0460795271606412	0.0360094496803216	NA	0.0463255448672438	0.0288680218163784	0.0395045914200358	0.070402304971414	0.345735532527007	0.85663866736893	0.882831938660742	0.922413800874835	NA	0.041974478659071	0.837321627641344	0.0495788206882717	0.229452402444344	0.0307378557392149	0.0293868558063501	0.845252825630352	0.0326591411788941	NA	0.0326127872499224	0.846031886554933	0.582926515087765	0.0822315610810668	0.0334917699659965	NA	0.740971618824214	NA	0.0833852148438776	0.706473887846773	0.917327185466454	NA	0.0612314030024811	0.913611619222091	0.946689208910431	0.0243262811369396	NA	0.578973110746418	0.889448087099966	0.0363878131898441	NA	0.840473953796804	0.075643036899529	0.0342300405628156
cg01372572	0.36723162274613	0.429471084646409	0.776498309243508	0.362308594171817	0.577243165266687	0.658841248365738	0.761729324158398	0.668898073265671	0.674957642420419	0.47418410964611	0.653255664318552	0.636688976044668	0.350675867036037	0.666212347743468	0.20845981573354	0.615840462755629	0.738795265564126	0.564619884368043	0.734875625617289	0.757996983251676	0.381692495697731	0.70330012423405	0.250105319158113	0.561472896686721	0.626308924330659	0.626085173257513	0.531823664892817	0.511882345165912	0.7663664268711	0.747306465567256	0.419311349311782	0.505155941366851	0.715979314709909	0.383228001235986	0.726916668915256	0.657130855252397	0.310284280457288	0.485302425212244	0.730926392496467	0.615204798564686	0.782426467515763	0.721049368272116	0.215635906893211	0.530043861214339	0.593458590944919	0.55545961632943	0.444087053866556	0.815227697162568	0.477862672241052	0.40122514348408	0.746713927051633	0.594393222554117	0.462544663091169	0.416596947281731	0.731260716758157	0.674412864462936	0.74037552055836	0.64052756323815	0.70396812363722	0.576502762416216	0.697311202647196	0.781466205973715	0.461924537663011	0.534630325041494	0.454325080967554	0.395174810366191
cg01389383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01404122	0.931895567299269	0.639092805119848	0.551053787133489	0.86076037645774	0.937536106891879	0.942889608417539	0.937731799966417	0.600947624071974	0.944429825717668	0.590014921856479	0.938389768545109	0.93235664149286	0.898784136545226	0.900364806014373	0.89496765878148	0.935185757745065	0.938053102786514	0.898905874437499	0.568950593630948	0.366933598711084	0.835415668281255	0.910306351515957	0.37008909587447	0.864486807649837	0.924693813576897	0.946971807998248	0.933211124223423	0.884235597790673	0.932479271008661	0.930208599706816	0.955760500663402	0.946832164287594	0.962070456869866	0.91241768909655	0.9479446051461	0.944870899737311	0.729790549845875	0.942278117770677	0.356274713164601	0.919572656978902	0.877346546990671	0.940007100893004	0.372606679615796	0.239394825173408	0.585181106589366	0.94464647212763	0.924350487225904	0.937946631727392	0.944282050520502	0.217788175384344	0.420829047156466	0.950928862039016	0.953459539860494	0.924273942683439	0.774501955146753	0.154524670084712	0.929314579860688	0.936812170185627	0.951284597963018	0.726773676661997	0.471275898234513	0.954735919875798	0.960349903246731	0.951507262843886	0.854807961727146	0.57440098849724
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01638082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01644640	0.917608501988396	0.705581532572238	0.931635129426189	0.938629912778915	0.864185983930704	0.639202654878671	0.203823247100196	0.362640825714266	0.817309904398675	0.931744466208762	0.929474881225227	0.917619695358794	0.914079359965771	0.904017902705777	0.914329154068921	0.914066152379318	0.26295682971031	0.913837102093714	0.916933463676039	0.37155217092301	0.905815489566722	0.895198745398625	0.537024317835325	0.919630135094538	0.906534403528403	0.944200075216307	0.928375467454843	0.884062858430709	0.499940253835318	0.92048099911554	0.927816843702868	0.9159727338342	0.931611001094078	0.908225955241687	0.925262465276334	NA	0.862054601079042	0.929685621242056	0.484886015820541	0.396298297068202	0.925724791121258	0.411807859337989	0.172986654328143	0.73550720529232	0.930870226476655	0.177670203465096	0.921743091798813	0.929427264030306	0.267186565843405	0.175386405338045	0.92933608494985	0.92609564192151	0.916452693659604	0.93697578229279	0.937438289990739	0.89988541958803	0.226535978083824	0.904218353890394	0.900609588504913	0.900770941353814	0.908710667052992	0.924700402194404	0.169423951399157	0.213776121628147	0.874850627621725	0.904998808135812
cg01659483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01711850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01729288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01735082	0.184291573925851	0.140848329172332	0.947144654488907	0.107849410247558	0.236996120647821	0.525315796741606	0.186945128796588	0.232426657975572	0.20778066955501	0.152847409703795	0.0543822325646219	0.753481075620445	0.101195645969678	0.314962742599375	0.0754217921719099	0.272939436131049	0.274114357267558	0.863464418771414	0.252831432300219	0.393737934576672	0.16491665288743	0.265881442332297	0.286572054785904	0.260239932177938	0.837581715817761	0.91244213507948	0.384409027410633	0.383412183478429	0.337258660988718	0.200344209571354	0.908296780579773	0.116510502443648	0.0943866697700821	0.294436952489016	0.833997945611486	0.930967303820943	0.114454992247249	0.118703735553174	0.332010043976884	0.19426097185117	0.149868361062638	0.190226940586449	0.695518568592336	0.200571162030362	0.311740587192595	0.0905748254915074	0.15505949121169	0.116026188202335	0.213072374661726	0.136361640815195	0.46523692340256	0.33821490585357	0.0682962738269178	0.918181897369082	0.647819618316185	0.110603273791981	0.174917940734929	0.076677722809467	0.1699882967288	0.283555652753152	0.0946427516826421	0.177639756103105	0.107424666727916	0.877944862815419	0.378712405325651	0.224462373374506
cg01774400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01776221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01796929	0.922871265035959	0.945558960400103	0.943775150438442	0.745334661939394	0.942858832078314	0.712367984981984	0.947230382320668	0.943595740618466	0.918620279472254	0.929496211263309	0.944918784172157	0.940894219110746	0.923637345600904	0.951120621676842	0.847543416523976	0.936545761802945	0.917406348344623	0.895399546919934	0.943166817159235	0.41632521886009	0.952320771981242	0.898794965346138	0.777671112576428	0.914368979395611	0.942989909756704	0.929254545367974	0.93670429437695	0.849595941702875	0.908946259612277	0.920673669154745	0.940223513046268	0.929266391992224	0.949057790157855	0.937788440553925	0.937360060745009	0.94161420401471	0.89855460010943	0.913775717766122	0.4219742659731	0.318495991564093	0.948710513112633	0.950457025481052	0.68367714653038	0.937994782180968	0.93958628313589	0.923317068193601	0.919047173540766	0.945046255596389	0.933692783073453	0.941525345116303	0.912624668394656	0.911671920101045	0.934028004716526	0.942425780216331	0.9555414191413	0.928928046068863	0.948066613798389	0.93977911919977	0.934289129150224	0.924756547855167	0.904318638579703	0.529695611466619	0.94141837705734	0.706061101682195	0.90773061433568	0.952765761653264
cg01834373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01836858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01837661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01864295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01905090	0.850345299881036	0.834180229211265	0.916725663984209	0.906359867133572	0.854733982658057	0.811789239625959	0.903439271550462	0.847339821639274	0.854163264953054	0.27022077327022	0.895356602246349	0.835116373772015	0.878348928624181	0.831471053929654	0.176466779196328	0.845446431749318	0.845808866478275	0.75278089953456	0.861220227123641	0.712089197574977	0.849886127955107	0.825193907558601	0.849731709291102	0.882212132156413	0.873511417610922	0.905696247968862	0.774009469685947	0.826000668519804	0.664479184833823	0.85254682806215	0.886449593556008	0.572182327432184	0.915629931866285	0.849604224006676	0.877685476286917	0.901560858897873	0.835782688252367	0.912626495503295	0.438073506963354	0.818744179974896	0.830307925448069	0.806689469633143	0.626485277933442	0.919351024932952	0.349199283125521	0.948068588499471	0.952563636519987	0.883387376538707	0.903320768868367	0.232685472678444	0.76852588773563	0.876130484093529	0.929949345515973	0.911039942206167	0.836361199880032	0.89345771730957	0.88920843235876	0.937053659788085	0.856362305310386	0.769393124041829	0.924260291919113	0.925366982158855	0.898631387623332	0.927341887967426	0.67067156313594	0.86825077210375
cg01909681	0.893734808482601	0.862165077918555	NA	0.883121825023114	0.899382464831537	0.871882643902904	0.916360173427246	NA	0.843718374909467	0.883121333102821	0.86692188252218	0.908910352856537	NA	0.896268414001006	0.887212412579863	0.872206244496215	0.90989042523303	0.887370115914953	0.897458126106238	NA	NA	NA	0.349430387167159	NA	NA	0.160049336873699	0.88578539438651	0.903136821555077	NA	0.909481687524053	0.839458066680381	NA	0.911523778162719	0.875347231196929	0.921468077873917	0.910449158163774	NA	0.203971644725483	0.43774173723155	0.905917031656306	0.906230291811694	NA	NA	NA	0.879097632498219	0.898675190750598	0.881830747362645	NA	NA	NA	0.895526123513702	0.913614522959329	0.883742333837159	NA	0.894145581122367	NA	0.903254018861743	0.881838026895426	NA	0.742675451973354	NA	0.85349706361402	NA	NA	0.871390030880187	NA
cg01968676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01970937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02022978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02032334	0.601728531205471	0.43734309404468	0.0811590333015102	0.630408372881079	0.767359278586205	0.166959690867753	0.832369934614425	0.805814106046011	0.526174655718349	0.107186026549367	0.0496711059296101	0.132913203849572	0.11999993713417	0.142679534923997	0.0811880057371706	0.74202302902452	0.154509758422563	0.783360431421428	0.89203724918333	0.0861049572361764	0.675609079599443	0.640545681238041	0.114968946383811	0.747650881468832	0.796449037530142	0.0743131048660633	0.352381811756116	0.418193190127287	0.345755508652672	0.772820073279167	0.113099317526352	0.857224114284582	0.075833306831968	0.657330186860134	0.11209507744237	0.0986174012944339	0.0854929097979757	0.8250421499913	0.163316255980696	0.782572965519106	0.0907764146942612	0.140613138572336	0.148754843272265	0.351258688921567	0.133770748617637	0.0848990355632489	0.0950628779175836	0.915338830341961	0.102054219418645	0.0975790071980231	0.254931024819504	0.230245128211145	0.0939156006705341	0.0913119381633883	0.162471370824988	0.624472854543572	0.0976848922774834	0.118867131571508	0.102684844607584	0.306171894853212	0.0819493679035109	0.926027093459225	0.08921451980061	0.095493285696478	0.236253966435398	0.147202358479427
cg02043329	0.574193430302071	0.937509838715354	0.949961114891035	0.957706474976506	0.960060811330974	0.951902186096988	0.942444681331794	0.926005860877916	0.949087810369478	0.931574375424872	0.958041349777091	0.929991942744969	0.938301656446444	0.882220257209102	0.950762323324145	0.479419885727644	0.929770485107156	0.941553717950884	0.93819335904422	0.858492827514992	0.906063555786544	0.920092828956255	0.934309768795587	0.948496958538257	0.950318925881861	0.956548556018369	0.919186413508223	0.929041383622519	0.956728684563294	0.947658161904833	0.948755057638381	0.960613365692255	0.958490583091632	0.938954974245117	0.956112015196202	0.95400530157153	0.947744433020024	0.963086485749874	0.597257556051889	0.947231856830233	0.95286718625203	0.94842160102974	0.949194805828155	0.945304424659506	0.9636006624255	0.962050340308642	0.867702279405106	0.952822167683234	0.946697674094372	0.949537739719679	0.895017908752796	0.873020022316092	0.94573509549184	0.955245094839274	0.954832814284665	0.949405627686319	0.952093924731594	0.950781050000076	0.951425491797545	0.949593094094987	0.950085194964444	0.949722731400839	0.95340146823323	0.942801310943908	0.910679015864872	0.955614504919892
cg02044172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02046176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02047977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
