A_CpG_ID	TCGA-2J-AABR-01A	TCGA-FB-AAPS-01A	TCGA-IB-AAUO-01A	TCGA-IB-AAUN-01A	TCGA-RB-A7B8-01A	TCGA-IB-7885-01A	TCGA-IB-AAUW-01A	TCGA-IB-A5ST-01A	TCGA-IB-A7LX-01A	TCGA-FB-AAQ3-01A	TCGA-3A-A9IC-01A	TCGA-HZ-8001-01A	TCGA-HZ-8003-01A	TCGA-Z5-AAPL-01A	TCGA-HZ-7922-01A	TCGA-IB-7645-01A	TCGA-FB-AAPU-01A	TCGA-3A-A9I5-01A	TCGA-2J-AABF-01A	TCGA-RB-AA9M-01A	TCGA-FZ-5920-01A	TCGA-HZ-A8P0-01A	TCGA-2J-AABH-01A	TCGA-XD-AAUH-01A	TCGA-XN-A8T3-01A	TCGA-XD-AAUG-01A	TCGA-US-A77J-01A	TCGA-3A-A9IV-01A	TCGA-3A-A9IR-01A	TCGA-IB-AAUV-01A	TCGA-FB-AAPP-01A	TCGA-3A-A9IL-01A	TCGA-HZ-7918-01A	TCGA-HZ-7920-01A	TCGA-FB-A7DR-01A	TCGA-HV-A7OL-01A	TCGA-2J-AABO-01A	TCGA-XD-AAUI-01A	TCGA-IB-A5SS-01A	TCGA-FB-A545-01A	TCGA-2L-AAQA-01A	TCGA-2J-AABP-01A	TCGA-FZ-5926-01A	TCGA-3A-A9IO-01A	TCGA-2J-AABK-01A	TCGA-3A-A9IU-01A	TCGA-IB-7886-01A	TCGA-HV-AA8X-01A	TCGA-2J-AABA-01A	TCGA-IB-AAUQ-01A	TCGA-3A-A9IZ-01A	TCGA-XD-AAUL-01A	TCGA-2J-AABE-01A	TCGA-IB-7897-01A	TCGA-HZ-8636-01A	TCGA-IB-8127-01A	TCGA-2J-AABU-01A	TCGA-US-A774-01A	TCGA-IB-7652-01A	TCGA-3A-A9IH-01A	TCGA-2L-AAQL-01A	TCGA-IB-7644-01A	TCGA-HZ-8005-01A	TCGA-HZ-A4BH-01A	TCGA-2J-AAB8-01A	TCGA-Q3-AA2A-01A	TCGA-3A-A9I9-01A	TCGA-IB-A5SQ-01A	TCGA-IB-8126-01A	TCGA-HZ-A49G-01A	TCGA-F2-A44H-01A	TCGA-HZ-8002-01A	TCGA-US-A77E-01A	TCGA-IB-A6UF-01A	TCGA-IB-AAUS-01A	TCGA-2J-AAB1-01A	TCGA-F2-A8YN-01A	TCGA-FB-A4P6-01A	TCGA-FB-AAQ0-01A	TCGA-3E-AAAZ-01A	TCGA-HZ-A9TJ-06A	TCGA-HZ-A9TJ-01A	TCGA-3A-A9IX-01A	TCGA-2L-AAQI-01A	TCGA-3A-A9J0-01A	TCGA-FB-A4P5-01A	TCGA-IB-A5SO-01A	TCGA-IB-7649-01A	TCGA-IB-7646-01A	TCGA-US-A776-01A	TCGA-LB-A8F3-01A	TCGA-FB-AAQ1-01A	TCGA-HZ-8638-01A	TCGA-H8-A6C1-01A	TCGA-F2-7273-01A	TCGA-3A-A9IJ-01A	TCGA-FB-A78T-01A	TCGA-M8-A5N4-01A	TCGA-3A-A9IN-01A	TCGA-F2-6880-01A	TCGA-IB-7888-01A	TCGA-2J-AABI-01A	TCGA-IB-AAUP-01A	TCGA-HZ-A8P1-01A	TCGA-IB-7647-01A	TCGA-FB-AAPY-01A	TCGA-3A-A9I7-01A	TCGA-3A-A9IS-01A	TCGA-S4-A8RO-01A	TCGA-FZ-5919-01A	TCGA-FB-AAQ6-01A	TCGA-HZ-8519-01A	TCGA-IB-A7M4-01A	TCGA-2L-AAQE-01A	TCGA-IB-A6UG-01A	TCGA-2J-AABV-01A	TCGA-HV-A5A3-01A	TCGA-IB-7651-01A	TCGA-US-A77G-01A	TCGA-IB-7893-01A	TCGA-HV-AA8V-01A	TCGA-HZ-A49H-01A	TCGA-F2-A7TX-01A	TCGA-HZ-7926-01A	TCGA-F2-A44G-01A	TCGA-LB-A9Q5-01A	TCGA-IB-7889-01A	TCGA-2J-AAB4-01A	TCGA-HV-A5A6-01A	TCGA-YH-A8SY-01A	TCGA-LB-A7SX-01A	TCGA-HZ-A4BK-01A	TCGA-OE-A75W-01A	TCGA-HZ-A77P-01A	TCGA-HV-A7OP-01A	TCGA-IB-AAUR-01A	TCGA-H6-A45N-01A	TCGA-2J-AAB6-01A	TCGA-IB-AAUT-01A	TCGA-H6-8124-01A	TCGA-F2-6879-01A	TCGA-FZ-5923-01A	TCGA-2J-AAB9-01A	TCGA-3E-AAAY-01A	TCGA-HZ-8317-01A	TCGA-L1-A7W4-01A	TCGA-IB-A5SP-01A	TCGA-FZ-5922-01A	TCGA-IB-7891-01A	TCGA-YB-A89D-01A	TCGA-FB-AAPQ-01A	TCGA-HZ-7925-01A	TCGA-S4-A8RP-01A	TCGA-YY-A8LH-01A	TCGA-HZ-A77Q-01A	TCGA-FB-AAPZ-01A	TCGA-IB-7887-01A	TCGA-IB-7654-01A	TCGA-HZ-7923-01A	TCGA-HZ-7289-01A	TCGA-RL-AAAS-01A	TCGA-F2-7276-01A	TCGA-HZ-8637-01A	TCGA-HZ-7924-01A	TCGA-2L-AAQM-01A	TCGA-PZ-A5RE-01A	TCGA-IB-AAUM-01A	TCGA-US-A779-01A	TCGA-S4-A8RM-01A	TCGA-HV-A5A4-01A	TCGA-IB-AAUU-01A	TCGA-HZ-7919-01A	TCGA-3A-A9IB-01A	TCGA-XN-A8T5-01A	TCGA-HZ-8315-01A	TCGA-HV-A5A5-01A	TCGA-HZ-A49I-01A	TCGA-Q3-A5QY-01A	TCGA-2J-AABT-01A	TCGA-FB-A5VM-01A	TCGA-FZ-5924-01A	TCGA-IB-7890-01A	TCGA-2L-AAQJ-01A	TCGA-HZ-A77O-01A	TCGA-FB-AAQ2-01A
cg05669672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05679686	0.802383833807453	0.822792069342666	0.863961540378285	0.877015203707019	0.873361425035148	0.904374988258976	0.813297569125888	0.879478452838639	0.905763616762439	0.800418373318128	0.848779942824378	0.906909419501048	0.663669593669956	0.852107426717493	0.831911981582001	0.882158173605011	0.872323973022726	0.839215271139161	0.888630517540209	0.887141322793506	0.82431439524866	0.82674189330059	0.866574602327709	0.900930082878984	0.714649870122577	0.866216418511026	0.876744506714291	0.928429872114127	0.962321568651764	0.863013127870898	0.861872359625095	0.88478776223635	0.590861732707566	0.909669821143773	0.896966318305651	0.8675757309821	0.878542563404143	0.878070927429007	0.890095439057277	0.91455030399091	0.878323036510165	0.837964159489006	0.731737257630141	0.925299325994535	0.847530375064306	0.851264768802752	0.692690555244038	0.856861255659317	0.910641567285165	0.914855798496955	0.839990439058658	0.820996153924857	0.883704783492996	0.863896142059397	0.88036683597608	0.888175037907677	0.870859710941314	0.833871904342502	0.825391986377418	0.876932559676913	0.838322202339952	0.830306192434644	0.892244421315531	0.898916628915208	0.867716026636686	0.895815224588297	0.688028076994755	0.86574525217656	0.746554258954674	0.783376131581504	0.577235262725236	0.879625216287679	0.797189957033624	0.770045828866413	0.858130911961803	0.815987672274035	0.928359948329605	0.840018929680577	0.854392511332754	0.848734942260614	0.882878183559551	0.924373010539744	0.76395577749146	0.792790170057714	0.894961748277881	0.841573846461015	0.871710561874697	0.84464672532004	0.735451140061244	0.886215755529343	0.60894447853238	0.863626604967797	0.844740161269951	0.707025962407054	0.791353476262546	0.891205453425137	0.789050609434195	0.825858744645469	0.906769776946376	0.4450705825511	0.873341844242812	0.890258802859011	0.913198386746341	0.84418949129801	0.858181246852589	0.898439241609303	0.871019816190195	0.783676640487107	0.917919257540992	0.891543203594374	0.830718555738915	0.865457470064236	0.813857490277051	0.857682754919797	0.701698115492304	0.497143956230389	0.893040722855287	0.823655055854819	0.698792564093407	0.881504851823928	0.862678897226217	0.836113250498846	0.65776819652686	0.902842069578652	0.830636126462113	0.618926949022212	0.63547220254217	0.890497769999482	0.844016215309372	0.914920205134494	0.887571894065606	0.83548634329516	0.808375711024999	0.88932760383235	0.918303021562093	0.870345767023838	0.897731058815335	0.7195950827808	0.834604494011023	0.893118102972057	0.879621052959737	0.750708087689615	0.710131685903646	0.803394819687494	0.727926048246843	0.896330629135907	0.613218354885592	0.82453548786476	0.784394958159035	0.852157550464308	0.717487512766995	0.774111668397473	0.848878832139018	0.796169547124546	0.876804572736026	0.895702735708316	0.851940981075378	0.699224450632346	0.860237891423434	0.90888832847904	0.848956752794205	0.86267950722907	0.839363670995017	0.843099781700767	0.529216730215525	0.848662062743232	0.757299646205267	0.895112831568731	0.925000483137113	0.76131037876304	0.932378847652718	0.736989588297949	0.828661418491741	0.8616035726461	0.877271261505395	0.810966833108245	0.886735897616021	0.899542398959839	0.804918363509996	0.844275227079085	0.863088991478185	0.823224032554667	0.84648869428225	0.675381254851742	0.925816326803101
cg05768747	0.938890814021684	0.936485145185	0.955227005939976	0.947458648816896	0.884957699250065	0.93864918737331	0.943059222337519	0.924542190698041	0.819380671104459	0.953778007751102	0.942617116506603	0.940537645593907	0.955039152347982	0.940558348011452	0.95157638351828	0.94023911617001	0.94287051453658	0.947742172349258	0.934218434951225	0.946981305267844	0.97069085317217	0.938018445409756	0.94689283884623	0.9516279055157	0.950161033850492	0.951710879835859	0.921217746237964	0.940856741117315	0.95611103094515	0.926945155093278	0.905878397657615	0.93964242701876	0.898249858280105	0.943947757029578	0.905467914098897	0.931314719716164	0.946185003864515	0.920978994145911	0.929195921682681	0.954074600436021	0.958642837936105	0.635671726053556	0.938735794827159	0.950929756626553	0.955320588457267	0.9454370533558	0.936536970254077	0.941027699843715	0.938855158009979	0.939313354596002	0.940739872566372	0.931263324010694	0.943228425805094	0.918200244196305	0.951894199171548	0.962058459717499	0.949297057132464	0.932059928968947	0.957539509284611	0.955127956596481	0.950831959962687	0.962062204195317	0.952995639113793	0.957026091762036	0.947208478271115	0.955455323296543	0.840813859658535	0.932479005031519	0.943795162479943	0.95796537778816	0.948546365572407	0.948029454805608	0.904282834285263	0.92447934006438	0.923436131085034	0.939442157102387	0.936806463058745	0.94917910114162	0.935820176151681	0.95862334876831	0.949687122215502	0.941518931779305	0.945316384142024	0.951459502065174	0.957925265492259	0.862350825092959	0.913788162750686	0.952225929233099	0.952892744343765	0.936542566330154	0.950208189699729	0.947844443151035	0.954134237288589	0.919737399709877	0.943917282385843	0.893270471374317	0.936590258804235	0.952938208329169	0.904184545307914	0.934385418087761	0.937508465016256	0.956584474899474	0.939362194903929	0.948916367972561	0.935326902773623	0.954168806428278	0.942560476691068	0.775577684151759	0.941215684159689	0.93291489083157	0.953600365172474	0.952743672658034	0.949377408839291	0.947708543525279	0.888840252764031	0.936202726611378	0.948693462145691	0.93322843918082	0.940267126888236	0.961205278987044	0.932800300666	0.940205533305044	0.951858994463172	0.934140187671862	0.945139990430054	0.956474175699673	0.930710823332755	0.934318847359843	0.956755501621419	0.94356067578048	0.838901210353953	0.931410658308149	0.934347087214463	0.921542386909329	0.915862908375764	0.9304759641291	0.933189645575845	0.70213078112222	0.947101875771587	0.973370013826181	0.948126549214854	0.953504817203427	0.928358141663358	0.939628398084286	0.955360714470785	0.924160926995432	0.954436634174386	0.949044225335562	0.910416494618418	0.933148395637271	0.957297666214446	0.946581314932124	0.948527498991709	0.928258085622645	0.949607417898525	0.945697715591549	0.951765783674332	0.95041725307535	0.917918589202285	0.947702094768935	0.932157288341045	0.938112501689889	0.943003843627359	0.939795014196558	0.935655301886626	0.933474568226277	0.9454068604804	0.941527429089937	0.95861181307191	0.955967008195063	0.944623957655355	0.95597721889454	0.946648377901079	0.915703791278381	0.965252524053479	0.945353991792654	0.952766577181275	0.944110837662386	0.954947141790213	0.929169885927601	0.951344744645879	0.937051415068789	0.947226614040019	0.924371911992424	0.899225736756643
cg05773164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05822658	0.867863451904178	0.861778546267485	0.905865600515713	0.835013043530292	0.912391807560718	0.805660695427342	0.834801898727344	0.862284596136938	0.724942786080618	0.847884845864522	0.808292563865835	0.829989509562067	0.792913793846888	0.864204717420527	0.725991725728817	0.834994147486416	0.722360427354413	0.868754701389945	0.886698041968768	0.776833017344137	0.851062229614415	0.708183432962839	0.880436110644694	0.802567004258373	0.663119980063206	0.890791553070031	0.841991156037907	0.24372146623746	0.66291538595067	0.799899101359255	0.828844330122756	0.725643798343188	0.835275092499144	0.816287157505226	0.752637528314606	0.913545713664657	0.778763004169998	0.858216043369502	0.872281007791745	0.874507621840561	0.90165389514419	0.568856895090079	0.786666755405895	0.319747042723298	0.884419393677829	0.828590671224912	0.864365046746905	0.911737157790867	0.80322365262566	0.761050568333325	0.791323500587912	0.605229861029044	0.927546026235853	0.814153298199981	0.832455065689767	0.793365516825027	0.610981669081051	0.8004324034125	0.891815518974111	0.874154916753642	0.865719510440816	0.832137119298466	0.713968801798209	0.782613931999593	0.902921100691723	0.861129260797137	0.81267668586294	0.843266080014742	0.811300517148692	0.812412257331527	0.710656294630421	0.834668531028254	0.734014503290377	0.836576059945517	0.845722045110434	0.809684280741749	0.911225404768343	0.814966516860253	0.885790960786854	0.720955571178201	0.922036765405845	0.882817698104623	0.811652302590132	0.766801853154147	0.712684718303478	0.789553118986039	0.823235557137722	0.717662370485494	0.782745973610951	0.465276534792746	0.727007388441979	0.798142544796227	0.80979900417063	0.82065045999034	0.838010735933813	0.848005913470834	0.898910679253316	0.842326888371385	0.454793767273421	0.718522433289956	0.837235042989304	0.915956090938735	0.820027184760582	0.711116483580066	0.831564195737736	0.75694033328457	0.770359346623261	0.795025284066332	0.898932909514231	0.858855395881257	0.886303676969278	0.698657550784189	0.874635824793953	0.647016731789701	0.672667520562333	0.710460365888178	0.871543887549746	0.759032059205556	0.79789766929005	0.858308850570348	0.874452500252976	0.782606440872775	0.561176683860847	0.889153988353537	0.862737994281947	0.747608788278898	0.861616569628579	0.800711006348962	0.740935105307575	0.851082931501382	0.518718136257287	0.840392855923931	0.891263630306067	0.872631005813991	0.838242565159252	0.829957787033607	0.833941227167984	0.50356089512254	0.759858856450398	0.757605001538073	0.8415545472443	0.848512415711131	0.804367637859118	0.869359463309687	0.772309649187819	0.929020425264192	0.792169934153244	0.844016096058272	0.810398773585741	0.83694397175391	0.661342942540372	0.854491579918002	0.896575704056168	0.876722421597375	0.847106646453142	0.936750605418007	0.866098934640416	0.843554371870815	0.830193927975309	0.365808788128783	0.835566400930554	0.851397778869601	0.764154718987831	0.833298545457491	0.29379450822197	0.879949277345989	0.800124388136826	0.852839491113725	0.933294888979286	0.923945806301967	0.767773869032576	0.679781853791805	0.778506957675346	0.834213289386217	0.802313750757406	0.812233174260136	0.888787857200666	0.852220376109667	0.82736494560551	0.746270187384166	0.863805236280423	0.78488048689923	0.902210204431596	0.89476349882077	0.906841592473983
cg05828992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05864350	0.935818809522396	0.955584462180256	0.966562243300017	0.949074397241077	0.925323702120939	0.95380853852653	0.957272289000499	0.938103361170439	0.940082175317952	0.924465743289935	0.943092697183255	0.963591654769282	0.958384716418239	0.947366892537382	0.952623367886678	0.95817063136918	0.917558735400889	0.961445988724809	0.911082323515405	0.961963455489229	0.947440349703251	0.957585377889329	0.899984149579654	0.919149141618333	0.957892478940734	0.939440327898777	0.953503157685744	0.944741552150247	0.961063730816302	0.963843080365882	0.942569619650337	0.971047108364586	0.96186500845147	0.957025194445193	0.9241454404899	0.942438327132248	0.922320365070682	0.877406482638099	0.950217947969793	0.944362134144418	0.944121615997164	0.950420138119937	0.965054293375073	0.967198247742589	0.920984647391153	0.953957614243976	0.957293338915436	0.956494244941938	0.906824574571284	0.905568347522414	0.90397429252911	0.953363060359504	0.918816253157857	0.957572530466568	0.966148613773425	0.953359168934961	0.917892104007091	0.947470380952451	0.963454930914312	0.953060909974724	0.955033219177546	0.959279914184985	0.952891836658514	0.960611880910185	0.934393923775462	0.956698684531904	0.963476968287442	0.940979559575919	0.967643461975043	0.94145154457979	0.953101474259259	0.960165427549071	0.928883661273552	0.924973228411691	0.959805269109471	0.919726818993445	0.956170239696819	0.966965636848402	0.950009336917772	0.964199688535392	0.932778594075514	0.93286409007233	0.949024342623165	0.954415735839004	0.944888929496188	0.954727699025753	0.938698355517457	0.949121898454851	0.949875095083197	0.932201062646114	0.954220826075386	0.92409970881528	0.965411270133903	0.955334472248723	0.956397752946854	0.959826251317649	0.911311285738457	0.949158983518663	0.959155240340373	0.964798835476572	0.96446225429661	0.93675582200666	0.959400705605664	0.962368949651663	0.966410670446052	0.938503442369102	0.958708483666487	0.963939834892855	0.956324925274281	0.95428765301534	0.936237134156335	0.965641725424788	0.95497625623635	0.948603161604491	0.922323593505803	0.93824905501668	0.946908785367419	0.964060326994059	0.929259292230581	0.955594414421817	0.92404121387515	0.957030953674071	0.94593601446199	0.952504683725263	0.952222331344287	0.951525510594794	0.959344878965507	0.95126099635774	0.9480924965062	0.953576484016919	0.916169153892222	0.959036629390244	0.94523444121094	0.930261533044391	0.839937850787565	0.936783358042802	0.950750075931587	0.920811851641473	0.964970700248909	0.967380439528447	0.958067859261584	0.953652099714766	0.914840636650952	0.927272582610152	0.968099069922826	0.924853269519255	0.951353766329005	0.960972838235741	0.966808448560818	0.947496086463222	0.947168721731184	0.964347841862458	0.948992703123893	0.929124303375428	0.962947163805096	0.933815965458827	0.945921866621505	0.949818381608515	0.962203278335969	0.955938518288823	0.949380965996688	0.951332823574411	0.963713393858652	0.95723443764663	0.966870126652468	0.936345135166447	0.966308193273101	0.940611419480085	0.960565260608577	0.953919275401328	0.957668311087291	0.962135049969877	0.956242599080382	0.953204736300635	0.966081715527664	0.951204677279593	0.964598709393113	0.950016118096402	0.94803655755107	0.946435099591013	0.966026598953314	0.963767165729611	0.951831382095817	0.928632126324309	0.906828604433251
cg05906717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05919161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05935774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05987389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06021910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
