A_CpG_ID	TCGA-VR-AA4D-01A	TCGA-LN-A5U5-01A	TCGA-LN-A49Y-01A	TCGA-LN-A5U6-01A	TCGA-R6-A6DN-01B	TCGA-Z6-AAPN-01A	TCGA-IG-A6QS-01A	TCGA-L5-A88Y-01A	TCGA-L5-A4OF-01A	TCGA-IG-A3YC-01A	TCGA-R6-A6Y2-01B	TCGA-L5-A8NJ-01A	TCGA-LN-A5U7-01A	TCGA-VR-A8ER-01A	TCGA-JY-A93C-01A	TCGA-IG-A4QS-01A	TCGA-VR-AA7D-01A	TCGA-LN-A49W-01A	TCGA-VR-A8EO-01A	TCGA-LN-A7HZ-01A	TCGA-2H-A9GR-01A	TCGA-2H-A9GK-01A	TCGA-L5-A8NM-01A	TCGA-XP-A8T7-01A	TCGA-IG-A5B8-01A	TCGA-L5-A8NG-01A	TCGA-L5-A4OX-01A	TCGA-IG-A3YA-01A	TCGA-JY-A93D-01A	TCGA-LN-A7HW-01A	TCGA-M9-A5M8-01A	TCGA-LN-A9FP-01A	TCGA-LN-A49O-01A	TCGA-JY-A93E-01A	TCGA-LN-A4A8-01A	TCGA-R6-A6DQ-01B	TCGA-L5-A88W-01A	TCGA-L5-A4OW-01A	TCGA-JY-A6FE-01A	TCGA-JY-A6FB-01A	TCGA-L5-A8NF-01A	TCGA-L5-A4OI-01A	TCGA-Z6-A8JD-01A	TCGA-VR-AA7B-01A	TCGA-R6-A6L6-01B	TCGA-L5-A43H-01A	TCGA-2H-A9GN-01A	TCGA-L5-A4OE-01A	TCGA-L5-A4OM-01A	TCGA-LN-A49V-01A	TCGA-VR-A8EX-01A	TCGA-L5-A43I-01A	TCGA-JY-A939-01A	TCGA-L5-A88S-01A	TCGA-JY-A6FA-01A	TCGA-LN-A4A3-01A	TCGA-VR-A8Q7-01A	TCGA-L5-A4OH-01A	TCGA-VR-A8EQ-01A	TCGA-2H-A9GH-01A	TCGA-L5-A4OQ-01A	TCGA-L5-A8NH-01A	TCGA-2H-A9GM-01A	TCGA-L5-A43E-01A	TCGA-2H-A9GG-01A	TCGA-R6-A6XQ-01B	TCGA-LN-A7HX-01A	TCGA-L5-A8NE-01A	TCGA-IG-A97I-01A	TCGA-R6-A6KZ-01A	TCGA-RE-A7BO-01A	TCGA-LN-A49U-01A	TCGA-IG-A50L-01A	TCGA-L5-A4OT-01A	TCGA-IG-A3YB-01A	TCGA-LN-A49X-01A	TCGA-JY-A6FH-01A	TCGA-VR-A8EU-01A	TCGA-VR-A8EY-01A	TCGA-LN-A49P-01A	TCGA-X8-AAAR-01A	TCGA-L5-A8NV-01A	TCGA-LN-A4A9-01A	TCGA-VR-A8ET-01A	TCGA-V5-A7RB-01A	TCGA-L5-A8NU-01A	TCGA-LN-A9FR-01A	TCGA-L5-A8NR-01A	TCGA-L7-A6VZ-01A	TCGA-IG-A7DP-01A	TCGA-V5-A7RE-01A	TCGA-LN-A4A2-01A	TCGA-2H-A9GF-01A	TCGA-L5-A8NQ-01A	TCGA-L5-A43M-01A	TCGA-IG-A4QT-01A	TCGA-LN-A49L-01A	TCGA-V5-AASV-01A	TCGA-V5-AASX-01A	TCGA-R6-A8W5-01B	TCGA-LN-A4A6-01A	TCGA-S8-A6BV-01A	TCGA-2H-A9GL-01A	TCGA-JY-A6FD-01A	TCGA-IG-A5S3-01A	TCGA-LN-A9FQ-01A	TCGA-L5-A4OR-01A	TCGA-Z6-A8JE-01A	TCGA-Z6-A9VB-01A	TCGA-L5-A43J-01A	TCGA-JY-A6FG-01A	TCGA-LN-A49R-01A	TCGA-IG-A625-01A	TCGA-IG-A97H-01A	TCGA-IG-A4P3-01A	TCGA-S8-A6BW-01A	TCGA-VR-A8EW-01A	TCGA-XP-A8T8-01A	TCGA-IG-A3I8-01A	TCGA-V5-A7RC-06A	TCGA-L5-A4OP-01A	TCGA-JY-A938-01A	TCGA-VR-AA7I-01A	TCGA-L5-A43C-01A	TCGA-L5-A4OU-01A	TCGA-LN-A4MR-01A	TCGA-L5-A4ON-01A	TCGA-LN-A9FO-01A	TCGA-2H-A9GI-01A	TCGA-L5-A8NW-01A	TCGA-L5-A4OS-01A	TCGA-VR-A8EP-01A	TCGA-ZR-A9CJ-01B	TCGA-VR-AA4G-01A	TCGA-L5-A4OG-01A	TCGA-2H-A9GJ-01A	TCGA-KH-A6WC-01A	TCGA-2H-A9GQ-01A	TCGA-L5-A891-01A	TCGA-XP-A8T6-01A	TCGA-L5-A893-01A	TCGA-LN-A4MQ-01A	TCGA-LN-A8I0-01A	TCGA-IC-A6RF-01A	TCGA-IG-A51D-01A	TCGA-L5-A88T-01A	TCGA-LN-A8I1-01A	TCGA-L5-A8NI-01A	TCGA-Q9-A6FU-01A	TCGA-L5-A8NN-01A	TCGA-IG-A3QL-01A	TCGA-Q9-A6FW-01A	TCGA-LN-A49K-01A	TCGA-LN-A7HV-01A	TCGA-L5-A8NS-01A	TCGA-LN-A4A1-01A	TCGA-R6-A6XG-01B	TCGA-LN-A4A5-01A	TCGA-L5-A8NK-01A	TCGA-IG-A3Y9-01A	TCGA-L5-A4OO-01A	TCGA-L5-A88Z-01A	TCGA-R6-A8WG-01A	TCGA-IC-A6RE-01A	TCGA-L7-A56G-01A	TCGA-L5-A8NT-01A	TCGA-R6-A6Y0-01B	TCGA-LN-A7HY-01A	TCGA-JY-A6F8-01A	TCGA-R6-A8WC-01A	TCGA-L5-A8NL-01A	TCGA-V5-A7RC-01B	TCGA-V5-AASW-01A	TCGA-IG-A8O2-01A	TCGA-JY-A93F-01A	TCGA-LN-A49N-01A	TCGA-LN-A8HZ-01A	TCGA-LN-A49M-01A	TCGA-L5-A88V-01A	TCGA-L5-A4OJ-01A	TCGA-2H-A9GO-01A	TCGA-R6-A6L4-01A	TCGA-R6-A8W8-01B	TCGA-VR-A8EZ-01A	TCGA-LN-A49S-01A	TCGA-LN-A4A4-01A
cg01968676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01970937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02022978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02032334	0.095268148208615	0.115852605957942	0.0790131914291683	0.441284043557939	0.327326375497679	0.207632371370001	0.0738222845806769	0.0991552506852398	0.135786662872938	0.321105720973078	0.222234961052214	0.0507729773959594	0.0583608603216546	0.686144162890183	0.0978381400253144	0.0755720167256269	0.0730979948724018	0.165250659369089	0.15796247360889	0.173963131788336	0.0775706496713699	0.129394501193291	0.140401790723375	0.13883043953416	0.230592286819313	0.204225875821925	0.0963544412203561	0.226599043662141	0.0843130698903907	0.557802442686125	0.100615698861387	0.308799976637657	0.09855153819828	0.143342737441396	0.0768296003453306	0.128974219177359	0.130570797958411	0.189755543757342	0.102401876244157	0.0826598886829559	0.110298913710941	0.0679979081509182	0.215257596913385	0.342764669739424	0.190712890208047	0.289310622713549	0.281551225194695	0.102905280021402	0.217473629123259	0.739697489066567	0.20296945286754	0.0616725346141992	0.20848573756612	0.295955966450369	0.123654239055567	0.285570151549768	0.142340341444509	0.0697426065998076	0.289021963700711	0.320995736194969	0.169531118680894	0.100427463479064	0.110905878161473	0.0861042050834986	0.337868219570357	0.0724236836523786	0.130827548408499	0.118828391959162	0.488727093601538	0.136855389074271	0.178784661443064	0.0809702468450019	0.270600598810915	0.143186663689692	0.679692633103336	0.165809850240546	0.113335594327309	0.248427766945947	0.160534096418696	0.206714135590383	0.453279104566153	0.114426736397261	0.158013112575544	0.294094818941535	0.439727509842701	0.200645919263481	0.136550367633814	0.101600667601003	0.0879810868341811	0.201019614484211	0.0626417323856352	0.0765910033664262	0.403717483355713	0.267665736664746	0.330625397098342	0.253359893869094	0.401553477358772	0.0958191228556026	0.0995000655554709	0.121863038659968	0.148649822157425	0.326389734846932	0.094391023075766	0.133151500489825	0.27114910592748	0.789815579510926	0.061486437887071	0.254147756737831	0.101127078597375	0.15304834257734	0.0870489293620527	0.0781327853719711	0.192152197918486	0.165547821042892	0.274483710596786	0.551965268682409	0.333516766194658	0.116367071495806	0.208698349780351	0.719320242095804	0.0974003765278123	0.392815564139763	0.346590582531439	0.217799070535476	0.119085271075946	0.165310507142308	0.0740532577305103	0.0803983377429264	0.114416237994861	0.100007678861143	0.248779837474947	0.123222423698306	0.196886649453353	0.172234716989592	0.129431383932604	0.113240203258134	0.301661916481352	0.0999774872675195	0.106568755962915	0.225498799273635	0.255662954194189	0.181081231114035	0.11541859409155	0.142039446207879	0.124716863723574	0.359531791834349	0.0782425211446286	0.267579962090072	0.148023772882492	0.159058396483241	0.0701925069506784	0.282343194447731	0.144707613226927	0.122613458588536	0.226662940290974	0.122585230602197	0.0620551114206447	0.501767903743018	0.137185730529735	0.346676499594881	0.245978532290891	0.119617820921797	0.122836788000223	0.162589436283558	0.08324631932872	0.158228073823009	0.210621027412566	0.620255020644818	0.0817456876558288	0.0617411234512987	0.22602896047503	0.642738742089586	0.0616769416487472	0.0902162970099803	0.194097757193221	0.268591895922238	0.226876071908654	0.0852943546327404	0.104849505046105	0.0530087408604321	0.219206893683815	0.315488138942018	0.0642425132189853	0.358836557571077	0.182528491148974	0.137270728970766
cg02043329	0.805410714856279	0.847219890555744	0.493246938489402	0.895705463820991	0.918495546949244	0.839761305599665	0.810702663013243	0.652002730935806	0.62016637477865	0.728932742444241	0.504808564462264	0.870508288785533	0.783606975499064	0.834368630510425	0.843776464273227	0.869616247881775	0.820717083362617	0.799924773841793	0.795560263798442	0.695328568877786	0.615168346137749	0.77485642216956	0.707483577800944	0.76642167835339	0.611947063428055	0.836512013965951	0.853901158916906	0.783946603211244	0.828449512077495	0.897595631763264	0.87311176862616	0.902735151483694	0.919267394817108	0.74283360196042	0.769860217470674	0.856529306622715	0.663673021281169	0.774460895571572	0.743654441669066	0.610451376089657	0.613812299833004	0.906548813997112	0.764252818316303	0.717271153670395	0.659892591561337	0.790735880424395	0.793891071905975	0.841688735051361	0.657877640772134	0.925367296199891	0.787129955450069	0.693366143349125	0.915723022469861	0.603225725159979	0.852968357049493	0.484981159227542	0.628980735405661	0.914826378733328	0.535794766334649	0.666722525704179	0.570282750281763	0.732545826697335	0.68053199994444	0.703365281120268	0.672156958925966	0.398320584294412	0.78901761582914	0.758605804574227	0.836144563725582	0.522177310213987	0.760811098166208	0.745459745448294	0.866488948096185	0.890935114206154	0.923814699182357	0.709524114806611	0.557451652282307	0.695957829930679	0.873272916702879	0.871510003678217	0.904645067789133	0.879662663034941	0.663498340159924	0.674421754923783	0.828189410111269	0.782228881418053	0.891423551321607	0.634097182114312	0.774053886392915	0.824119347178511	0.801442743714415	0.739212349580906	0.72187518676834	0.78855199512101	0.927889567581442	0.858701249292628	0.64717378429127	0.814350805912153	0.826534929642476	0.582084483852413	0.8101027076884	0.670090217938996	0.82973447965317	0.652728270593386	0.569713235719953	0.909217908664839	0.685303876247614	0.730052706685525	0.871749186051283	0.961358422004255	0.758295795423491	0.764466031842693	0.919162635443094	0.710253477124645	0.886168910832696	0.882177324920541	0.839308529791121	0.71837782802303	0.89500642373379	0.838614820252847	0.65031523004971	0.709513804684674	0.909714660991841	0.651806219920997	0.829257656813414	0.88067807750682	0.785898702542811	0.736920730210105	0.653392246162044	0.713051909357444	0.635960913368526	0.709476428380047	0.718960307756767	0.794203432144601	0.88682643717286	0.481194873803812	0.858991311042039	0.435041113033985	0.711039121708425	0.851234674737738	0.851998053551879	0.873766435537537	0.877663702753509	0.842554814836692	0.70446001580633	0.885114813830381	0.588773874036671	0.533258521312907	0.865068868214907	0.463483830313866	0.940498801068121	0.830332203579138	0.918341784366703	0.85369139222834	0.564931639793799	0.784255901429639	0.864666192722737	0.875923606012525	0.617511752050948	0.728135094757708	0.81340396229287	0.830564605883889	0.574692230399761	0.823312443080814	0.585234486295073	0.799513247214585	0.875482975126068	0.776291912864916	0.737958141680472	0.853480962723088	0.818946856939768	0.704505131507111	0.66523440738418	0.798789678085693	0.810585432251249	0.899309005886717	0.749087042053902	0.913234494915485	0.864624511809301	0.881156751075474	0.680311760900123	0.747955835358781	0.709539556311587	0.74447686515204	0.720660387486608	0.697813501329345
cg02044172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02046176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02047977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02072104	0.0473418176027783	0.09400148771536	0.0791147092860461	0.0859116761904462	0.0300348827452627	0.127056499994402	0.0657464528343409	0.103041022698932	0.0765262344898655	0.1482147423431	0.0719609945399381	0.0606663816707066	0.0525180204312129	0.0841429482214457	0.0394614900063202	0.0664151468127272	0.0843526646791085	0.126882822788041	0.0940589870246434	0.0527376543013976	0.0917735599425868	0.0846016304640362	0.104545148128549	0.13233016226141	0.125759902310733	0.112365542898051	0.10184538227097	0.108781963088414	0.0838110439751406	0.0905111083541865	0.13073816433552	0.141185723473027	0.0532599634179198	0.0352327124146732	0.0720992599978304	0.102114626397109	0.090581363665847	0.0752203169516657	0.0949144079306662	0.0707253564383636	0.0393701746433481	0.0706510145230745	0.0952896761024686	0.113495130014099	0.0569827419556048	0.122924444766707	0.0402502886919223	0.0702665158834089	0.0830747853898197	0.0727422151171976	0.101609634927236	0.0883981179932115	0.0882214419581163	0.0863636523105194	0.096159784657353	0.079468745730896	0.101959329421523	0.0506576594013401	0.0667180883944001	0.0515914587384578	0.0799060600109451	0.0552650134579319	0.0620056599591073	0.0885707331817912	0.0360495872896878	0.0854916281598257	0.0840894310430577	0.0652132439950204	0.0315590421534961	0.0470782179183216	0.0813480875772228	0.0605747618095107	0.0962472614580876	0.117293163119502	0.0717861158659641	0.126831572838628	0.0888872120273399	0.0709583823229218	0.0741588407410704	0.0965290555289157	0.0704383907985249	0.0842234096390187	0.119190989780198	0.173226925361609	0.0810061408130183	0.171264692634872	0.0490149814283506	0.0407628782045044	0.0684595649312419	0.204390338735558	0.079091480219518	0.0647031818028492	0.0599303601044173	0.100378288142852	0.132599570132055	0.164626449867767	0.0661156469451939	0.0489749262127989	0.106671332811037	0.0759867413362513	0.0851710577433576	0.0348949059512862	0.0694187155808567	0.140593568988991	0.141886118471726	0.0314917760150289	0.100507405061843	0.0535080743906816	0.0544186593694742	0.0568706072045883	0.0701518087123477	0.0544889318584468	0.0556134305639883	0.034318298574072	0.12543274375486	0.0295035422863074	0.075249926407394	0.0675618447724422	0.0477689213612925	0.123040666039151	0.169938033124281	0.101037148683592	0.134912785923563	0.100539197328839	0.0952699561906154	0.113552964289523	0.062691309655984	0.139634468112123	0.118958691058559	0.0443877884617506	0.158884623884204	0.125215343383103	0.0285429546235479	0.079734198724187	0.113851200168134	0.067050279101781	0.0996314216610546	0.741375502241663	0.0758322719403161	0.13162408931453	0.0720560485679169	0.0910050377453222	0.072423360485625	0.0773577816227926	0.0755180381762516	0.0778209586283179	0.0904052410822662	0.0576776930388149	0.0463082655451026	0.0419721363240948	0.0560795745962039	0.06255401919845	0.153886278798392	0.102524871105908	0.0655912933103569	0.0610603955413018	0.0632720016377825	0.0782823854924174	0.0761436559440812	0.0993354203414368	0.133320973234765	0.0824006296284536	0.0643383701593584	0.0743808639539889	0.0603375568190602	0.0472243299559369	0.0977809893579152	0.114196638629056	0.0613352899320532	0.0327904791287112	0.0670786526761924	0.08149530152679	0.0783338815364387	0.0964687180731272	0.0407825465895489	0.0878929906965993	0.099765634505533	0.0540101045338075	0.101895855117667	0.0832266737953788	0.0561974074812504	0.119447043188866	0.0526207155165739	0.0815305936484543	0.101634566105014	0.0761817461167345
cg02074859	0.94483289306034	0.954930574994604	0.950500860835157	0.944951601055713	0.938144585618687	0.942906096665995	0.951571104608369	0.950729113642681	0.950185080394235	0.953010785710345	0.94740788149099	0.957426646967814	0.951429878321192	0.945373451789646	0.943704883374779	0.94723068377762	0.940201358438925	0.956307961109141	0.941393449253374	0.950590506399921	0.94462519368236	0.955792424782717	0.946252624134728	0.961330702722603	0.947454511914731	0.958331209885468	0.955967975041888	0.957019892892254	0.944707351938827	0.954183451465979	0.951841484081637	0.954806214030329	0.954542099924546	0.945510103407586	0.951892578569422	0.941021849141866	0.960249465888895	0.95350974525493	0.96221050990691	0.940998127420483	0.956719948453541	0.951703319117425	0.949659354592838	0.949927798410935	0.96090738715335	0.962454568314209	0.945655312059973	0.953896621115832	0.959055446093424	0.959801634111654	0.953167015952283	0.961064247575486	0.953633609025307	0.956430508778442	0.962141442184789	0.951098144502064	0.94121042272976	0.954619762407406	0.944177300991041	0.942985730315256	0.948152168322623	0.953593508623361	0.93555195100554	0.952614424063324	0.948543485076186	0.930524428150478	0.964701195535658	0.922278158205632	0.945234414030436	0.936529093988236	0.943837321454001	0.951974608435029	0.954042949520222	0.948446861685645	0.933498399079161	0.956125952050963	0.949763452019551	0.960887302646847	0.93802944093098	0.964050049996515	0.938367013319357	0.940532053909986	0.956481344128072	0.950476733572823	0.941823242461553	0.94607718931116	0.936464017461904	0.929554806787465	0.962996951961358	0.960785457079886	0.951494375863815	0.966331723590808	0.945162386636305	0.947768119746534	0.964055564569817	0.958745453065734	0.9557794627934	0.948406146440172	0.925663107820578	0.959148387767747	0.958579848530549	0.939674058090137	0.943815292993953	0.950574519639481	0.946326078091565	0.903447789846339	0.938765183318286	0.922927083989201	0.947702694478681	0.958372712668356	0.952811120314754	0.96214874674864	0.949765900060838	0.929773866193974	0.962688123889015	0.950602495453493	0.950050413895614	0.950815885172701	0.961076595518071	0.944698200856221	0.944789618576721	0.940416880833817	0.952575922395279	0.953024959707354	0.95487376935467	0.954663026979735	0.953281884645531	0.956225828906915	0.948196344626896	0.958169383480834	0.954516671379363	0.950092641891163	0.946944807793096	0.948804426983324	0.945826443882819	0.951976535969259	0.94757715206965	0.951955180674292	0.944812506728068	0.958032058305164	0.946443952924254	0.950130233812038	0.941995631217119	0.965054659907971	0.946509918205284	0.958482612216202	0.947583462959902	0.934965061146198	0.929486623700061	0.944420542524251	0.956824877200422	0.94692283463376	0.952000210296049	0.947279099023759	0.894980259405181	0.948132270243194	0.935601886568544	0.965197922191336	0.946635687163368	0.955447561974055	0.958761905455255	0.957488849658338	0.914547650535032	0.961243019842507	0.9428628076237	0.957770860108583	0.963369036342712	0.952449633508309	0.955482430860138	0.936687358704571	0.930679270443099	0.94514940447028	0.947951112242647	0.956855472301527	0.946319002393966	0.962648701148154	0.953560254778621	0.965696837845819	0.953329560348643	0.958794857209794	0.939093419043635	0.939835077365044	0.92836643711891	0.948063487055417	0.963462331076163	0.949381043036079
cg02103202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
