A_CpG_ID	TCGA-06-6390-01A	TCGA-06-5411-01A	TCGA-14-0862-01B	TCGA-28-5208-01A	TCGA-06-5418-01A	TCGA-06-0650-01A	TCGA-12-5299-01A	TCGA-19-5951-01A	TCGA-28-2510-01A	TCGA-74-6573-01A	TCGA-76-4926-01B	TCGA-76-6663-01A	TCGA-76-6664-01A	TCGA-19-0957-02A	TCGA-41-6646-01A	TCGA-06-A7TK-01A	TCGA-19-5959-01A	TCGA-06-5859-01A	TCGA-76-6660-01A	TCGA-74-6578-01A	TCGA-RR-A6KC-01A	TCGA-28-5219-01A	TCGA-26-A7UX-01B	TCGA-26-5135-01A	TCGA-06-5417-01A	TCGA-06-5415-01A	TCGA-28-5213-01A	TCGA-06-5414-01A	TCGA-06-0190-02A	TCGA-19-5958-01A	TCGA-19-5956-01A	TCGA-28-6450-01A	TCGA-76-4935-01A	TCGA-06-5410-01A	TCGA-06-5413-01A	TCGA-06-6699-01A	TCGA-81-5910-01A	TCGA-14-1043-01B	TCGA-19-5955-01A	TCGA-06-6391-01A	TCGA-06-0125-02A	TCGA-OX-A56R-01A	TCGA-14-1034-02B	TCGA-06-0171-02A	TCGA-06-6695-01A	TCGA-06-0210-02A	TCGA-28-5204-01A	TCGA-19-1389-02A	TCGA-19-1389-01A	TCGA-06-0211-02A	TCGA-26-6174-01A	TCGA-06-0221-01A	TCGA-76-6286-01A	TCGA-06-A7TL-01A	TCGA-06-6701-01A	TCGA-32-1979-01A	TCGA-06-0210-01A	TCGA-06-6700-01A	TCGA-15-1444-01A	TCGA-26-6173-01A	TCGA-4W-AA9T-01A	TCGA-19-A6J5-01A	TCGA-RR-A6KA-01A	TCGA-06-0171-01A	TCGA-06-0221-02A	TCGA-81-5911-01A	TCGA-12-5301-01A	TCGA-28-5209-01A	TCGA-19-5954-01A	TCGA-76-6661-01B	TCGA-26-5134-01A	TCGA-74-6584-01A	TCGA-74-6581-01A	TCGA-06-0125-01A	TCGA-06-0211-01A	TCGA-26-1442-01A	TCGA-06-1804-01A	TCGA-RR-A6KB-01A	TCGA-76-4925-01A	TCGA-19-5953-01B	TCGA-19-5947-01A	TCGA-26-5132-01A	TCGA-19-4065-02A	TCGA-26-5133-01A	TCGA-14-1402-01A	TCGA-76-4929-01A	TCGA-06-6698-01A	TCGA-14-1450-01B	TCGA-76-6657-01A	TCGA-76-6192-01A	TCGA-74-6575-01A	TCGA-76-6280-01A	TCGA-14-0740-01B	TCGA-76-4931-01A	TCGA-76-6656-01A	TCGA-06-0190-01A	TCGA-4W-AA9S-01A	TCGA-14-1395-01B	TCGA-06-6388-01A	TCGA-06-A5U1-01A	TCGA-06-A6S0-01A	TCGA-06-6694-01A	TCGA-76-6662-01A	TCGA-19-4065-01A	TCGA-76-6193-01A	TCGA-19-A6J4-01A	TCGA-41-5651-01A	TCGA-06-6697-01A	TCGA-12-5295-01A	TCGA-06-6693-01A	TCGA-28-5207-01A	TCGA-19-5952-01A	TCGA-06-A6S1-01A	TCGA-06-5416-01A	TCGA-26-5136-01B	TCGA-06-A5U0-01A	TCGA-28-5220-01A	TCGA-76-6191-01A	TCGA-19-5960-01A	TCGA-14-0781-01B	TCGA-74-6577-01A	TCGA-76-4927-01A	TCGA-76-6285-01A	TCGA-19-0957-01C	TCGA-06-1806-01A	TCGA-28-5216-01A	TCGA-28-2501-01A	TCGA-76-6282-01A	TCGA-28-5215-01A	TCGA-14-0736-01A	TCGA-14-0736-02A	TCGA-28-5211-01C	TCGA-76-4932-01A	TCGA-06-5412-01A	TCGA-19-5950-01A	TCGA-19-A60I-01A	TCGA-06-5408-01A	TCGA-28-5218-01A	TCGA-32-1980-01A	TCGA-87-5896-01A	TCGA-76-6283-01A	TCGA-28-5214-01A	TCGA-06-5858-01A	TCGA-76-4934-01A	TCGA-26-5139-01A	TCGA-06-6389-01A	TCGA-32-5222-01A	TCGA-76-4928-01B	TCGA-06-5856-01A	TCGA-4W-AA9R-01A	TCGA-06-0152-01A	TCGA-06-0152-02A	TCGA-14-1402-02A
cg08694858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08714076	0.590243206470566	0.472791953444303	0.540105211493786	0.836921871875943	0.81517401920378	0.576343967961368	0.784362273020407	0.73789966845801	0.544998361921367	0.448012835781446	0.830058364581983	0.70684599921653	0.334688750217223	0.346833745475893	0.84412211652148	0.37813918689356	0.804678706795496	0.554228538432119	0.653632860697176	0.747281601915442	0.808556167239422	0.424948982201941	0.136627351556194	0.293101348338792	0.889103430533936	0.784608995648908	0.869684095712853	0.826402888971328	0.613901982771544	0.74322882011501	0.220693083865738	0.783664410351838	0.387048941784544	0.709471978091554	0.692147885839778	0.821831231242859	0.23276863570831	0.668435674604384	0.692647147405842	0.532460421212278	0.752304873826692	0.573384133441932	0.923227142880871	0.698256755025252	0.797682579534529	0.524662170348599	0.517780853725109	0.547327015632697	0.519007072788176	0.790484515089185	0.434747781630324	0.845034409581832	0.23732599108367	0.897122967176182	0.819494954182972	0.863134803928014	0.809598501808662	0.627659750995667	0.405293308359445	0.749373719664511	0.887692747207481	0.487966611303499	0.701421210885142	0.577049877858751	0.604480804404039	0.877410382230463	0.224770709801946	0.87504529864839	0.728309110001729	0.81600750424	0.188679353332235	0.563308250484453	0.799138067851711	0.847450830812212	0.813084236641082	0.803789718112862	0.783295363678888	0.312435865791744	0.806879154709203	0.592442278532275	0.865271081444563	0.787471518350099	0.669832346146813	0.25736308849227	0.826460357715249	0.281130065237158	0.826807155103164	0.811853244364821	0.557233914507464	0.494274797166325	0.561057979440035	0.576270678788621	0.182644576016439	0.859474926049515	0.805294128995227	0.727946125893812	0.819067712571961	0.688983118190526	0.810567832291658	0.59389020817572	0.828266273454668	0.455659275244639	0.830529842001441	0.507517445299647	0.519650990994824	0.892670513660945	0.156823604819508	0.641822557233714	0.482250321094748	0.461586321532889	0.614874248844583	0.792388141834184	0.729760871979794	0.186025690011897	0.837969819298943	0.772361950741427	0.465557503788787	0.206867756265445	0.886723397496641	0.741285963239612	0.690616206605001	0.565827815675068	0.280596496604663	0.316521733217646	0.79417018216082	0.323581210685682	0.522556401990357	0.763842648757788	0.438137957953746	0.748796229146492	0.674297814760986	0.604375589134608	0.770086254439181	0.818626750722465	0.869047422078705	0.75190868827358	0.542740937757903	0.846616060386574	0.537354246868953	0.767569994345753	0.918293238890153	0.808717633118745	0.772723702085312	0.213891648464467	0.805864893733703	0.832046967647637	0.540724096627034	0.664300047719352	0.797709181579257	0.189445427510799	0.454937035500814	0.559321717213775	0.622657634545203
cg08773876	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08786064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08789741	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08796647	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08804555	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08829007	0.553715934418193	0.367521993581111	0.432170143711362	0.777184601490841	0.46257116072413	0.626708157514439	0.534024824284249	0.895444843822553	0.609024084117494	0.16891263987019	0.25316715665806	0.830708591278729	0.360047462607852	0.602251228171155	0.609645987075304	0.810624530126627	0.767433192793442	0.122108069611892	0.382754280202797	0.374326828386352	0.404520843890388	0.233202618569749	0.0912474805955581	0.199335713888212	0.115718494514906	0.749515328505083	0.412662339228427	0.315627283221784	0.521592039171235	0.722135218406546	0.184548981230562	0.896147850523631	0.507641151671188	0.523203174671567	0.463462167793766	0.336885711629681	0.0669614688298101	0.664968727372848	0.347260634487114	0.47433369535628	0.50430110438319	0.422902765379636	0.906613535115479	0.565411704945384	0.84538759614868	0.263672966912667	0.584387455839404	0.629152041890037	0.578112266583684	0.516068104646307	0.642148308927261	0.397244106715088	0.261438093541052	0.875973656255113	0.560846409914996	0.258747958006997	0.260402768337524	0.393857741428342	0.485270418513788	0.361991051301129	0.632109731750919	0.071436313019888	0.596532336886619	0.430733707133388	0.197766894857511	0.846500377726883	0.223796528286022	0.544587048024789	0.214603079814318	0.142671908219859	0.125964428925529	0.287727452528369	0.625898768492566	0.574505723877176	0.473848511169063	0.821559543126133	0.654266982366319	0.813012174177633	0.675999094988857	0.527487277920696	0.582568768208302	0.607229068011265	0.29688194610014	0.590420078764584	0.544147675325619	0.239747871681588	0.637581191433273	0.805932710984504	0.695733421278411	0.383571784589756	0.424157970600279	0.645048063630896	0.0941584693606353	0.426912045645708	0.401609725636683	0.669568954505011	0.309976273653755	0.377899022878638	0.353856279132567	0.24258836856019	0.479675153866193	0.155510509698311	0.442371715893444	0.313046739800651	0.498623640465739	0.687107553705187	0.928851922384964	0.334246177385982	0.110580707728088	0.371145789304484	0.323005897259342	0.243804899579325	0.310244181101742	0.0837431868388229	0.797851862123542	0.316615161165434	0.114787378518964	0.189736988259052	0.394168778350796	0.552761608678698	0.21103546695576	0.593849350721352	0.3920727042111	0.491787862896388	0.833373786428746	0.17937999589292	0.63378217869946	0.149658299051604	0.170332128311927	0.069624433010173	0.338667682172206	0.462820471329852	0.10824025758849	0.331534300698191	0.815875334337199	0.454968502859895	0.149800699179371	0.472694047184219	0.645593217708333	0.452847424992709	0.633266389620743	0.782719589266055	0.717181966101177	0.141685267038409	0.718081395735009	0.672394325049617	0.2270968913763	0.52374046373083	0.483941264156452	0.259059176894199	0.174268920020064	0.391176165465453	0.354073684006474
cg08849542	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08852035	0.926582882314831	0.754864883543492	0.931656493731182	0.918697412031939	0.759446047530304	0.907925354353403	0.869469644022817	0.827811721621076	0.902816372507509	0.936752408761206	0.869701780932342	0.958791477735753	0.940124019988917	0.902871222259722	0.958737481521592	NA	0.927768125393639	0.898390931611695	0.912530621134068	0.925405954615565	0.898879452133559	0.864617057368328	0.919947619310458	0.633830317639094	0.934375240285361	0.899382768236727	0.902743267709656	0.923336526585753	0.94958330786565	0.890592848379987	0.64142688185032	0.910883207768024	0.857237935066206	0.917596305653784	0.901021503401596	0.937874697695515	0.826755784290096	0.948842729503139	0.899877812626721	0.923373442199505	0.934872082999515	NA	0.944266880467598	0.93954092332148	0.854510068537571	0.719305049941237	0.90557610137106	0.943542784063212	0.923287511082011	0.883441804388794	0.939267627986278	0.936033735209976	0.788269125752079	0.878564990828856	0.95869600036935	0.915069594076768	0.879020868105612	0.853923957084678	0.928221867987814	0.949388675236849	0.866237548548712	0.813642788468204	0.862588967805879	0.913060445386872	0.923331659661204	0.942941142131589	0.924445574602658	0.915976379372978	0.903542673160156	0.935684071362668	0.370123542592211	0.839076836699022	0.944008997367822	0.928304315760821	0.905148547798698	0.918083421039513	0.896643405334433	0.862544346508355	0.913728018631129	0.952039660933188	0.935514129788554	0.905084037176102	0.935350926470515	0.851804572511831	0.919540820098799	0.725588245336758	0.919130852929376	0.941357153218483	0.937698533581867	0.899248670496871	0.894259618981421	0.940799090001654	0.738923095444034	0.897697074345896	0.928721718571827	0.929683556201534	0.891573116340522	0.94545222731383	0.93322977147505	0.828183680154232	0.791116964592798	0.923086947651366	0.947240623566025	0.846453042002896	0.807893408826895	0.896387099879424	0.886518674691327	0.947058050251678	0.905485071126802	0.648704059845975	0.902275837051591	0.893306267127479	0.86575479313739	0.72345138530988	0.822208434156786	0.889140004667077	0.905614972370654	0.84336636117395	0.908620901894972	0.731398858748183	0.859325532758977	0.912425114466892	NA	0.907569516904849	0.926387371386624	NA	0.925524945242231	0.941416806851338	0.788794117664617	0.924350075690382	0.919965624837962	0.943145347884867	0.903103498016434	0.925899107584493	0.928468080526086	0.896469749905284	0.922977335455962	0.911418449630735	0.933083916192009	0.922834819890947	0.952437888703036	0.913375551556124	0.929654270591389	0.862549467883482	0.894768137137938	0.942384636240376	0.888470890770245	0.897622768415708	0.923343523419976	NA	0.940243401096205	0.928853439274363	0.932994062816146
cg08859406	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08877035	0.0503724556447063	0.0588088985533504	0.054088467472082	0.0511666110501631	0.036061010076591	0.0423155867079848	0.0519945194087121	0.0633586962584652	0.045153974575523	0.0564711903521007	0.0485540458040455	0.0534488268658067	0.0621424723802764	0.13304074991027	0.0392667313452096	0.0994992634779963	0.0454554503784516	0.356790625812992	0.10837459405458	0.0507573509037146	0.0471932387052517	0.0605707862992781	0.0618888571312346	0.0508422845429539	0.045953474007568	0.0505071172839409	0.0593601554395018	0.080397342818063	0.0480446799999225	0.0435622936933244	0.0726921563742856	0.0409917678671225	0.0399633106495768	0.0394426932400618	0.071048546610541	0.0477580182379012	0.0552603104506792	0.0562823944533594	0.0627897179357897	0.0484949102386276	0.0308409461653637	0.0443468362281278	0.0282627290236412	0.0675209992472451	0.0442986481768923	0.0443185758265356	0.0457773444484718	0.0459123031642376	0.0936917097212497	0.0486700320082788	0.0454243191672477	0.0993242748678037	0.0481320606402933	0.0711143048651634	0.0668447097321125	0.063053359535151	0.0734269569181418	0.0410847195956604	0.0275732540926813	0.046317762501357	0.247172376321735	0.0700518150486803	0.0587590268684801	0.0741153846965143	0.0626640179913572	0.159968663367239	0.0643977848444055	0.0922014816670689	0.0480687114128196	0.0509600672075876	0.0626267657937141	0.0480800295556664	0.479206173388272	0.0525899638590418	0.0834638883773006	0.041359969753557	0.0238759789279552	0.0406795189541021	0.0466116732901621	0.0558720569124309	0.0532801847725734	0.0440175773954258	0.0626445172761716	0.543334760736078	0.0683267093444602	0.0396367376905263	0.0288304106920797	0.0462393184430251	0.0405655962510305	0.0358912506699402	0.055163981966502	0.0967808020997683	0.0392408552245004	0.236031507902052	0.0786543276939038	0.0932957829250706	0.0863936536259933	0.037291184308689	0.0535642778758011	0.0353855181158153	0.0465418532628453	0.0406697120204236	0.242703962922295	0.0538776977720803	0.0305543903163465	0.0375553617704391	0.061559227799657	0.0522487635455453	0.0453982819024496	0.0621263277852755	0.0708121424475409	0.0443561487172466	0.0440358062113807	0.0458987615689823	0.0533345992294631	0.0330495454630533	0.0573758650807625	0.0580584552168724	0.237681219943713	0.0343765306378777	0.0504372308889037	0.0391337773426972	0.0330077931088246	0.248285152794093	0.0535505639057142	0.0426855154037259	0.040571527396417	0.0532364348052901	0.0415561452290658	0.0823636098157605	0.0291612295387961	0.048702610813088	0.0478119247091769	0.0669253932048573	0.0588631502178361	0.0407612897886109	0.0390619154988635	0.0642176586311588	0.0521456490562444	0.234535279001215	0.0653972663479663	0.0875066567171452	0.0381221906119872	0.0523996927416259	0.0762634923753077	0.0504431420725031	0.0717853359722082	0.049049270115616	0.314470855170904	0.06980291292376	0.0811604181079451	0.0753820583982589	0.0546924648187863
cg08885316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08897010	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08900656	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08919528	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg08941098	0.924935257493326	0.773819997904225	0.883128889440141	0.904487320951013	0.906068108363833	0.885502882438302	0.923803057265171	0.868381234058535	0.828211481691787	0.83416837324905	0.915985030344213	0.905366606161997	0.854579897641888	0.898526123221071	0.885852094287064	0.820614530298467	0.911766370533576	0.605418071331739	0.895347611580262	0.564475079140901	0.854960079734765	0.911062059055592	0.84419568116117	0.917567339356445	0.783813060666345	0.907682686089923	0.89471498770086	0.909568044093769	0.805023858720891	0.898752650717089	0.912567884566038	0.932903823949813	0.905102018641005	0.8581331137219	0.879463901474009	0.897899762887924	0.913257888187043	0.910156095741103	0.800335520743355	0.887135290622122	0.871836060883327	0.88929893049852	0.908649656698293	0.884801483334888	0.939978675917578	0.621018124976959	0.878412604876625	0.922186622739735	0.913536658032754	0.909546604810373	0.934664033722362	0.702152388359521	0.913091096728986	0.86376398849041	0.919461624728405	0.89479467292122	0.513376272290256	0.91756832020869	0.791547955056909	0.905071752342739	0.867655141933761	NA	NA	0.887949728787779	0.756786510190389	0.930770384668082	0.896627473798674	0.872142073228943	0.827924598784841	0.914108103736649	NA	0.725075342083861	0.948024178480758	0.923889183697167	0.926836851590531	0.889096749975269	0.838208183432376	0.864286032497515	0.905125689653931	0.898301013065625	0.918821814616807	0.921500994320978	0.871191633775115	0.904517039056123	0.905392216029029	0.895244857791269	0.951665173989385	0.901453264798479	0.875872728712808	0.890710311353443	0.936535692248825	0.941203411884234	0.611218343207078	0.906243134514035	0.927629433949017	0.899812453038287	0.905673593283244	0.888365515154823	0.764397091745665	0.869079293113154	0.825429769626571	0.690400428215579	0.916421150142266	0.80498719671318	0.894382537905767	0.83515476652837	0.933085002635906	0.826456906620735	0.922644729297841	0.561440820404924	0.921594138720677	0.872085210449029	NA	0.848845904631452	0.916036079617516	0.845974278370121	0.935880110022553	0.837694812126888	0.910969184720751	0.907240352715151	0.781744569660003	0.91418177851315	0.855062768065387	0.897827340520119	0.919084715143178	NA	0.892854193810842	0.879955274090019	0.727567939405904	0.89658362239446	0.845134705174417	0.907738842126107	0.856388435065278	0.881179163212423	0.947447283690937	0.909105296268707	0.892086645750014	0.631063808330459	0.89893392696044	0.907832889021708	0.948757813298301	0.912194839266668	0.919882734384162	NA	0.892081766947605	0.870666677559641	0.929735246583931	0.899623016878856	0.923920493865128	NA	0.926451266512276	0.906795137407049	0.901229337060168
