A_CpG_ID	TCGA-QR-A707-01A	TCGA-WB-A820-01A	TCGA-QR-A70X-01A	TCGA-WB-A817-01A	TCGA-RW-A680-01A	TCGA-QT-A5XM-01A	TCGA-QR-A6H2-01A	TCGA-SR-A6MP-01A	TCGA-RW-A684-01A	TCGA-WB-A81J-01A	TCGA-WB-A80N-01A	TCGA-QR-A6GO-01A	TCGA-QT-A5XJ-01A	TCGA-S7-A7WU-01A	TCGA-SR-A6MV-01A	TCGA-WB-A81G-01A	TCGA-WB-A81N-01A	TCGA-WB-A80V-01A	TCGA-QR-A70J-01A	TCGA-QR-A6H0-01A	TCGA-RW-A68F-01A	TCGA-WB-A81H-01A	TCGA-QR-A70R-01A	TCGA-SA-A6C2-01A	TCGA-TT-A6YN-01A	TCGA-S7-A7WP-01A	TCGA-W2-A7HD-01A	TCGA-QT-A69Q-01A	TCGA-QT-A5XN-01A	TCGA-QR-A703-01A	TCGA-QR-A70D-01A	TCGA-WB-A816-01A	TCGA-QR-A70G-01B	TCGA-WB-A81E-01A	TCGA-WB-A81Q-01A	TCGA-S7-A7WT-01A	TCGA-QR-A6GZ-05A	TCGA-QR-A706-01A	TCGA-QR-A70K-01A	TCGA-QR-A700-01A	TCGA-WB-A81I-01A	TCGA-QR-A705-01A	TCGA-QR-A6H3-01A	TCGA-RW-A681-01A	TCGA-SR-A6MY-01A	TCGA-QR-A6H6-01A	TCGA-SP-A6QI-01A	TCGA-RM-A68W-01A	TCGA-S7-A7X1-01A	TCGA-QT-A5XO-01A	TCGA-WB-A80K-01A	TCGA-WB-A81R-01A	TCGA-SR-A6N0-01A	TCGA-PR-A5PG-01A	TCGA-TT-A6YP-01A	TCGA-SQ-A6I4-01A	TCGA-QR-A70A-01A	TCGA-QT-A7U0-01A	TCGA-QR-A6GY-01A	TCGA-P8-A5KC-01A	TCGA-WB-A815-01A	TCGA-SP-A6QC-01A	TCGA-QR-A7IP-01A	TCGA-QR-A70W-01A	TCGA-RW-A686-01A	TCGA-QT-A5XP-01A	TCGA-QR-A708-01A	TCGA-SP-A6QK-01A	TCGA-QR-A6GW-01A	TCGA-S7-A7WM-01A	TCGA-XG-A823-01A	TCGA-RW-A688-01A	TCGA-QR-A70V-01A	TCGA-WB-A81F-01A	TCGA-QR-A70Q-01A	TCGA-SR-A6MT-01A	TCGA-WB-A81S-01A	TCGA-S7-A7WQ-01A	TCGA-RX-A8JQ-01A	TCGA-W2-A7HF-01A	TCGA-QR-A6GU-01A	TCGA-QR-A702-01A	TCGA-RW-A67Y-01A	TCGA-QR-A6GR-01A	TCGA-WB-A81D-01A	TCGA-WB-A81K-01A	TCGA-QR-A70E-01A	TCGA-RW-A7CZ-01A	TCGA-W2-A7HC-01A	TCGA-QR-A7IN-01A	TCGA-WB-A818-01A	TCGA-QR-A6H4-01A	TCGA-S7-A7WL-01A	TCGA-RW-A685-01A	TCGA-P7-A5NY-05A	TCGA-SR-A6MX-01A	TCGA-TT-A6YO-01A	TCGA-WB-A81V-01A	TCGA-RW-A68G-01A	TCGA-RW-A68C-01A	TCGA-WB-A80Q-01A	TCGA-SR-A6MR-01A	TCGA-QR-A70N-01A	TCGA-P8-A6RX-01A	TCGA-QT-A5XL-01A	TCGA-QT-A5XK-01A	TCGA-WB-A822-01A	TCGA-RW-A686-06A	TCGA-QR-A6H1-01A	TCGA-WB-A80Y-01A	TCGA-RT-A6YA-01A	TCGA-S7-A7WX-01A	TCGA-W2-A7H7-01A	TCGA-QR-A70P-01A	TCGA-RW-A7D0-01A	TCGA-SR-A6MQ-01A	TCGA-SP-A6QF-01A	TCGA-S7-A7X2-01A	TCGA-QR-A6GX-01A	TCGA-S7-A7X0-01A	TCGA-WB-A821-01A	TCGA-S7-A7WW-01A	TCGA-SQ-A6I6-01A	TCGA-QR-A70C-01A	TCGA-PR-A5PF-01A	TCGA-SR-A6MZ-01A	TCGA-QR-A70U-01A	TCGA-WB-A81M-01A	TCGA-SP-A6QJ-01A	TCGA-WB-A81W-01A	TCGA-TT-A6YJ-01A	TCGA-QR-A70O-01A	TCGA-RW-A68B-01A	TCGA-RM-A68T-01A	TCGA-QR-A6GT-01A	TCGA-WB-A80M-01A	TCGA-QR-A70H-01A	TCGA-S7-A7WR-01A	TCGA-W2-A7HH-01A	TCGA-RT-A6Y9-01A	TCGA-S7-A7WN-01A	TCGA-WB-A80L-01A	TCGA-SR-A6MU-01A	TCGA-RW-A67W-01A	TCGA-P8-A5KD-01A	TCGA-P8-A6RY-01A	TCGA-S7-A7WV-01A	TCGA-S7-A7WO-01A	TCGA-WB-A81A-01A	TCGA-P7-A5NY-01A	TCGA-QR-A70M-01A	TCGA-W2-A7HB-01A	TCGA-SR-A6MX-06A	TCGA-RW-A8AZ-01A	TCGA-WB-A80P-01A	TCGA-SR-A6MX-05A	TCGA-RW-A68D-01A	TCGA-WB-A80O-01A	TCGA-SP-A6QH-01A	TCGA-QR-A6GS-01A	TCGA-SR-A6MS-01A	TCGA-WB-A81T-01A	TCGA-QR-A70I-01A	TCGA-W2-A7UY-01A	TCGA-QR-A6H5-01A	TCGA-RW-A67X-01A	TCGA-WB-A814-01A	TCGA-QR-A6ZZ-01A	TCGA-SP-A6QG-01A	TCGA-QR-A6GZ-01A	TCGA-P7-A5NX-01A	TCGA-W2-A7HE-01A	TCGA-QR-A70T-01A	TCGA-RT-A6YC-01A	TCGA-W2-A7H5-01B	TCGA-RW-A67V-01A	TCGA-PR-A5PH-01A	TCGA-WB-A81P-01A	TCGA-SP-A6QD-01A	TCGA-WB-A819-01A	TCGA-RW-A68A-01A	TCGA-RW-A689-01A	TCGA-TT-A6YK-01A	TCGA-W2-A7HA-01B
cg05768747	0.947275299592566	0.969178669466222	0.946377699352947	0.95895751457614	0.961365792948274	0.954352623165653	0.736094246619591	0.935632386324087	0.954356803010154	0.956559486303068	0.947409805752858	0.95146949876396	0.960052667540849	0.927669494298363	0.954069263438775	0.962280743962904	0.965166245726672	0.966519320293923	0.945044643766856	0.955023126565287	0.843793435009452	0.909955014331911	0.385705085277576	0.955301620236083	0.951154915794462	0.955166448491061	0.972203157391772	0.866042122373313	0.954494625101808	0.941175050793887	0.936540209075304	0.92495096610295	0.908924850716591	0.927048231752422	0.949167736842041	0.935793032438213	0.953619344519956	0.956882923456913	0.898307081483563	0.847539161855903	0.889112900509665	0.954298847301126	0.950224608557162	0.899146720046391	0.87044133980985	0.966521071405894	0.965072488734973	0.95259940423452	0.953992689627132	0.955325693655603	0.968111241311264	0.932521669377328	0.925809334353006	0.951909531067831	0.951749592401576	0.950199294523217	0.940628726914837	0.943945230991624	0.899574572176414	0.958205566747768	0.963221244552936	0.946894951910682	0.956227917431536	0.936542484916742	0.923728776458558	0.913932951898613	0.956273233096312	0.947347538892642	0.954437951233283	0.913732458998503	0.956059690613657	0.598559623804151	0.902927491501151	0.968784006264788	0.956713536681845	0.950256642401724	0.954506866055056	0.93494922491743	0.955878274721927	0.962965237354123	0.950001409338819	0.967407577399605	0.956537118202622	0.944989346440503	0.954493664186536	0.936043359572413	0.952659353730642	0.9612084774993	0.949739278399703	0.952601806990317	0.958328790921726	0.849072542116833	0.964741562655306	0.844895088367522	0.952208692986972	0.902427608510851	0.898945005649711	0.953226306759636	0.913171778599946	0.949268671656409	0.967125634777437	0.959857367528701	0.947818224022408	0.9499560939032	0.942963895849866	0.939982528018599	0.95696783762212	0.937620066412221	0.963121469582033	0.952397287922465	0.959065854434457	0.943891651685968	0.969010608077231	0.959665950143699	0.952581387051684	0.970503845091533	0.938382194797159	0.941197833989747	0.944944108606121	0.949669238872867	0.950106047149954	0.949962682844485	0.943667701114014	0.95621829916627	0.957956787127236	0.956937947392061	0.912178693148451	0.878954092721649	0.931733036071376	0.957551325919992	0.963153138418927	0.96287969092916	0.952234329972393	0.947386526157465	0.94905137351304	0.953436846707143	0.406222860795277	0.952151297887217	0.956999257090511	0.956985039618329	0.953112135793036	0.948680980227399	0.941600078446923	0.953257538872589	0.949175217624133	0.959171613441334	0.928295445503343	0.905291891980079	0.9622473596136	0.958983391836308	0.956999204301932	0.951725852053353	0.513029563054854	0.954506187922987	0.934847630144373	0.921006175582295	0.941376388175421	0.902324677874273	0.954337959823953	0.840732815500573	0.952605922978474	0.942506953582484	0.953736075292952	0.953015457781399	0.952120155211966	0.945854978576885	0.958780037975761	0.952478353208518	0.967837511690085	0.952572140286904	0.958746251045099	0.888355197875265	0.949609695012633	0.887393963956741	0.950314135827135	0.896521321610862	0.954263318649619	0.927576891236796	0.958028948323627	0.930888192888061	0.955280509770894	0.909504766337609	0.957715678049958	0.945011697222926
cg05773164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05822658	0.771045989947728	0.419348725903001	0.564000683452625	0.58559422019732	0.326429937976305	0.408520652910066	0.528388388044594	0.562289018514526	0.898783354766113	0.704581445620728	0.449752789507814	0.633488716810264	0.850159461595069	0.694386111225146	0.674362825491147	0.754101062449929	0.54429364889551	0.72227573340516	0.844619161430231	0.842852698165098	0.683131429493191	0.534469397830529	0.326058026846395	0.900426100426055	0.821865402516157	0.783264323148681	0.49853000961024	0.335416398715833	0.409853767276852	0.897435469643425	0.555669333202135	0.591223400343869	0.377576480550083	0.280810486181836	0.843998046868292	0.599987210389173	0.508400010821615	0.790628451590571	0.291627900317393	0.887553523138389	0.441892279737021	0.856029531800582	0.773725515837247	0.425300358211375	0.31225464183568	0.872915739266498	0.892015027700009	0.734114541939484	0.72991186578283	0.694582175726582	0.40656695787704	0.417325208224888	0.521640643991555	0.655251844357404	0.575865763157169	0.656536811929402	0.482408763891827	0.79157738054546	0.346735747560927	0.708679715957758	0.451054948164125	0.576219282971478	0.54742690862404	0.759540670853532	0.599387064135156	0.502794507172456	0.494343835872583	0.600389933616952	0.63588927992889	0.697598665477205	0.837895087086164	0.283076041687288	0.335166115261707	0.720000045587015	0.454526137404847	0.894614359041399	0.461592795210319	0.847291862395135	0.303773281173302	0.481691182849931	0.860305628282812	0.228215306929624	0.662358284786002	0.50031344589503	0.463225152796906	0.357318200121276	0.853163246410114	0.757748540993102	0.352924366429306	0.759891085727422	0.507531463683746	0.340099477711522	0.452365615513305	0.420771611089683	0.545513329012612	0.833569976113845	0.68261715818707	0.775738421948648	0.47487641565438	0.560262521822381	0.357109282929533	0.870857568339474	0.797354518236611	0.683392139519328	0.60142565494767	0.340536770930337	0.636769734037662	0.703452152551473	0.762810249799156	0.502486402278553	0.222543889657635	0.532900795109665	0.754597365034186	0.919545800637076	0.773403593132388	0.547003712436855	0.50512214605159	0.514408738343628	0.679571470574914	0.77213876791165	0.706601041677428	0.825029348953567	0.443519531349501	0.55957968474125	0.808384307571833	0.519930476023883	0.801212964853786	0.389926385374881	0.867168232532546	0.459480726760085	0.495777001275689	0.829142686860194	0.631215233638507	0.845925999044095	0.551367020190902	0.459746978976901	0.526084024774121	0.373688576735674	0.845136525485692	0.575517115315003	0.525795240982794	0.697524917651036	0.550474540275209	0.845204523519244	0.291170902235471	0.826257012514932	0.779149871545285	0.712607209492841	0.960307425287144	0.491854081707562	0.484754581409778	0.547756720674816	0.498170029895794	0.296940821380116	0.309721861894428	0.327533875824101	0.488188572513207	0.572611277223278	0.864041152978728	0.524753257308831	0.540672464368547	0.493768888759899	0.631203791846569	0.792019588889421	0.491008722956655	0.644497705094027	0.814756840010822	0.812720037748903	0.920420509074879	0.719547126160416	0.587301586605103	0.791392282946655	0.400808294197768	0.36576000386701	0.895911790471811	0.54183618547405	0.905991937246178	0.490428393625931	0.532440210866004	0.368641498978384	0.850345352764168	0.483460340587012	0.634013919050778	0.364216377716202
cg05828992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05864350	0.949361665319138	0.964089411499575	0.946469131957551	0.957907953085807	0.965741536600317	0.962700017013587	0.967173881905113	0.945105707074038	0.957342226863776	0.960966004406554	0.839632000201966	0.962680080745518	0.952826220072833	0.953073600460934	0.953956825418656	0.946569564323658	0.957872688354564	0.95351407005406	0.948778002606537	0.965076587784123	0.967208128514262	0.95725385042238	0.962017924862497	0.958489212866329	0.950184708913804	0.9587193488816	0.959312017050952	0.819633674388466	0.960754606325957	0.955849448113642	0.953803751790974	0.95809054539837	0.951569179308875	0.95909054868809	0.95253480225678	0.959852257018431	0.954313564309746	0.957215677830775	0.958460910267771	0.966524229751903	0.931315709805142	0.962388383828733	0.961863608180516	0.946485505462006	0.942712475311096	0.958693950302723	0.95713100517892	0.965934457666422	0.948607161373431	0.945993830325624	0.973737828258268	0.953357414942945	0.968953850363349	0.959234495061569	0.954542307494566	0.96035111169581	0.951113012335736	0.961023943031809	0.95345637086887	0.963096304663052	0.940318956705728	0.952138210215762	0.959785474999988	0.954729565766542	0.955334815485183	0.964931345861762	0.953150124608276	0.949883782377284	0.957459127859305	0.958932708852383	0.965755769183174	0.964177020957507	0.956900531953989	0.942120139226252	0.949512710066988	0.949683633645684	0.959464992232646	0.959135288772449	0.954096008151668	0.963281652643329	0.952478411517488	0.961565082734294	0.943369038056208	0.953864380761357	0.948922221162953	0.955239764740412	0.953003768921229	0.960156084025247	0.957181731605147	0.951458150983879	0.967446003798019	0.962633148656272	0.937303650139395	0.966934217186818	0.95789711976173	0.960527826834986	0.936463647246119	0.959310994596338	0.96250905421471	0.958726189485048	0.947688092115783	0.954107271663991	0.957398810338974	0.957296148299636	0.956176380217951	0.971423249006856	0.954871588273165	0.956341649394261	0.952519946910867	0.955176820982993	0.96404052733055	0.955209774343374	0.968362649717728	0.954805708682493	0.957591038727597	0.959754308189177	0.958197163541266	0.960194189092601	0.95349582622557	0.95989378901344	0.952147455677717	0.945863741423643	0.96284515639737	0.96106772649276	0.957032069303785	0.962813235977431	0.951782631630153	0.947429130180915	0.949894904657496	0.953830222366781	0.95964831632586	0.959297125656955	0.961052331773323	0.950630367888842	0.954736482766559	0.955352238930435	0.952920928113873	0.962819946385368	0.949653499244386	0.956685859930162	0.949278632505306	0.961605146886444	0.947523655925393	0.957479803178886	0.960354982883472	0.959870839444323	0.954081499361663	0.945375937100743	0.966595603733128	0.960220357431508	0.957644823283329	0.948131620879324	0.967002592717519	0.965423103178175	0.95146194461838	0.954276295097328	0.958077001452294	0.947113730714675	0.932017080247257	0.944475321158067	0.957858686568411	0.936934797211911	0.957773479005209	0.956421832013545	0.958804160482112	0.951837799127054	0.951607149749099	0.964129154666198	0.946751197939287	0.949929159072316	0.965477411635962	0.943900673315176	0.967872390825772	0.930545085623609	0.945605005539964	0.960550757365376	0.946617100008422	0.952882001369144	0.959482168481043	0.967322469174084	0.961746718968567	0.945420345725468	0.958021956954323	0.959961602248695
cg05906717	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05919161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05935774	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05987389	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06021910	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06022832	0.91318314665154	0.541033083560228	0.874599001561369	0.935134350936069	0.937605676883244	0.91598272221913	0.959344281533743	0.947134573266719	0.937596610038352	0.936005077127433	0.927598870421607	0.943766147476636	0.906780509967225	0.960122634404768	0.804815466826854	0.900614282112722	0.924821308475958	0.866581803793128	0.906776018392607	0.951860601318577	0.918275780543712	0.947971311241673	0.92502006512643	0.950291906812848	0.912108671847979	0.923855182734611	0.75271308500897	0.943400002652674	0.935008321188677	0.944311891659571	0.952039534863104	0.928960159687839	0.91075554257382	0.951530218614469	0.406924547770718	0.944351047126877	0.927015227989869	0.812732294290023	0.952885483379558	0.928329780607395	0.932787559702174	0.929478687490268	0.915921666554683	0.905074694196139	0.953621735184705	0.940531289635216	0.923038645164986	0.931628633703567	0.919375352558265	0.9258506518941	0.953590388038156	0.948055812792834	0.9391587432826	0.953863798039103	0.832440126613601	0.946069629870665	0.940724179346157	0.937322280129831	0.429964166355058	0.607005914092316	0.94548616677243	0.929707168006186	0.919696842046535	0.887363499816773	0.954709344763638	0.934813561645764	0.892039711294538	0.780143329063091	0.92091131715447	0.940179436583703	0.900306663093163	0.544794312970175	0.930730603488351	0.958391473738256	0.919671357325389	0.941426084708582	0.928820728988589	0.903039097758763	0.923296915719098	0.931980490962518	0.930763048515151	0.96398984766107	0.946483708861003	0.940953730375904	0.906726746410247	0.940583543432665	0.944795767409616	0.919377550832842	0.927164614576206	0.918270386994889	0.944794142988718	0.881940300645931	0.943320468849659	0.922931166941171	0.937911633218052	0.929058264932401	0.961209846858017	0.935069004600331	0.953592910717923	0.909665683876681	0.904844856911705	0.7497583144704	0.779786205159091	0.916481922160539	0.954231014917375	0.857684725847898	0.924204987546118	0.936486768055114	0.931464765102941	0.935789015508641	0.918717105368568	0.945634247324051	0.947522421149119	0.934593554906868	0.72303501009378	0.941046470009743	0.920827994706159	0.88130223665363	0.932085590741408	0.92528262947152	0.939604379387117	0.946031655912414	0.921746420316338	0.899181583191621	0.934633688147213	0.928155867141199	0.907267935549988	0.882652889251266	0.926525600294349	0.883031072681917	0.953735815308653	0.930916476215936	0.944342965527165	0.929062614428292	0.947074286774122	0.919101426289361	0.857106980759873	0.918462072553009	0.934640677995965	0.937283030754459	0.93700556853995	0.960407445943386	0.918687427375221	0.941549341838594	0.928948514024224	0.959615303337584	0.922985043262519	0.947322919059276	0.951867699162678	0.776035840442304	0.892008221057987	0.953212805579218	0.944387391854847	0.74693393530548	0.935396569511735	0.944296783640088	0.8879887062505	0.882968379283852	0.912434011805066	0.931972492489598	0.926474231237935	0.924003319397262	0.922600889892532	0.932119839120053	0.75355917024429	0.907937325681956	0.948518633212418	0.927634329260749	0.943484875074683	0.900046623085336	0.89103119652403	0.947176058848321	0.940778253383373	0.916929253593882	0.914579944409794	0.965070266643145	0.934304325618103	0.916501353548692	0.9118805636871	0.932931580842584	0.921743871736386	0.923696333686072	0.934873497273132	0.879041402990577
cg06031526	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg06073147	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
