A_CpG_ID	TCGA-N5-A4RV-01A	TCGA-NA-A5I1-01A	TCGA-ND-A4WA-01A	TCGA-N5-A4RO-01A	TCGA-ND-A4WF-01A	TCGA-N6-A4VD-01A	TCGA-N8-A4PQ-01A	TCGA-N5-A4RN-01A	TCGA-N7-A59B-01A	TCGA-N5-A4RU-01A	TCGA-N7-A4Y5-01A	TCGA-N5-A4RS-01A	TCGA-N5-A4RJ-01A	TCGA-N9-A4Q3-01A	TCGA-N8-A4PN-01A	TCGA-N8-A4PI-01A	TCGA-QN-A5NN-01A	TCGA-N8-A4PM-01A	TCGA-NA-A4R1-01A	TCGA-N6-A4VG-01A	TCGA-NF-A5CP-01A	TCGA-N8-A4PP-01A	TCGA-N5-A4RF-01A	TCGA-N5-A4RM-01A	TCGA-N5-A4RT-01A	TCGA-QM-A5NM-01A	TCGA-NA-A4QW-01A	TCGA-ND-A4W6-01A	TCGA-ND-A4WC-01A	TCGA-N9-A4Q7-01A	TCGA-N8-A56S-01A	TCGA-NG-A4VU-01A	TCGA-N5-A59F-01A	TCGA-N9-A4Q8-01A	TCGA-N5-A4R8-01A	TCGA-N7-A4Y8-01A	TCGA-N5-A59E-01A	TCGA-NF-A4WU-01A	TCGA-N9-A4Q1-01A	TCGA-N5-A4RD-01A	TCGA-NF-A4X2-01A	TCGA-N8-A4PO-01A	TCGA-N5-A4RA-01A	TCGA-N6-A4VE-01A	TCGA-NF-A4WX-01A	TCGA-N9-A4PZ-01A	TCGA-NA-A4QX-01A	TCGA-NG-A4VW-01A	TCGA-N6-A4VF-01A	TCGA-N8-A4PL-01A	TCGA-N6-A4V9-01A	TCGA-NA-A4R0-01A	TCGA-N7-A4Y0-01A	TCGA-NA-A4QV-01A	TCGA-N6-A4VC-01A	TCGA-NA-A4QY-01A	TCGA-N9-A4Q4-01A
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	0.0405050420988878	0.0294724280473486	0.0295753647943279	0.0221849541104512	0.0274820067184716	0.0401698495784751	0.0293559865467437	0.0327161121486673	0.0241843842597386	0.0249260701816845	0.0306730879491119	0.0237295903396224	0.0215413536519061	0.0288367024648241	0.0224722129852313	0.0364208609295786	0.0315138362436736	0.0493972487980056	0.252251296925334	0.0295371603201669	0.0294390838582461	0.18711795234962	0.0426636589052345	0.03030257500265	0.0375411365463928	0.874412224164964	0.0290150932582105	0.0631431549125383	0.0648666131349066	0.0771338059684033	0.0684034441683513	0.016265687131916	0.0464011904530007	0.760602351645066	0.0436862747984581	0.237791364311607	0.038690258386372	0.0292437843665939	0.0276323428500059	0.0361222621940671	0.152238289215554	0.34366942184345	0.048984767581389	0.0757403918708838	0.0287071590089246	0.766423907242572	0.0224631743641281	0.0762306175381444	0.108382655947654	0.0219618533674455	0.0396483072176292	0.0385738489709268	0.0515075648713222	0.0236253309647958	0.0315190330144144	0.161924190785765	0.0262237872811543
cg01372572	0.557297043821113	0.684709858700052	0.761252662310025	0.662196924138768	0.176787587396305	0.332310387944286	0.690815668814124	0.52652425990182	0.862025086062722	0.441499187643053	0.809616236611149	0.677214789199256	0.585589119979799	0.690343924628905	0.753906070734055	0.505556951081025	0.643788601816619	0.679514426918615	0.454724838249694	0.726975288058956	0.742034959430826	0.515214492746453	0.293697960641062	0.581419972311188	0.377502718200142	0.400030627744215	0.750227940049394	0.669402702061685	0.762654781968268	0.48910845587739	0.68229118260463	0.261047902363768	0.555525966696903	0.671663431787694	0.494497474022593	0.825860215618033	0.577792284719665	0.744627474215381	0.69533189535696	0.540468333102566	0.29986636191533	0.833425227761567	0.686316413217138	0.727058844575388	0.794988989989381	0.543382612443494	0.720566976278299	0.716930702224211	0.693260162715065	0.79517021756593	0.565612365093047	0.517021375901094	0.348311118114546	0.793370334116418	0.760899389699315	0.726224650966776	0.150311494788904
cg01389383	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01404122	0.524073368601945	0.865424353748327	0.897210358223303	0.6820654921843	0.420924474245785	0.865738831374096	0.60485689619541	0.367233378032355	0.94617615248114	0.399005080494265	0.784920766173345	0.68400740678154	0.773989505699624	0.902323293575277	0.866500727571195	0.671412061392345	0.304432078214996	0.78923653031661	0.783268426346173	0.824823785275627	0.873846928188769	0.790202295919499	0.716463446090205	0.716768339162007	0.365259326842527	0.820226722967334	0.861246282336903	0.723517684006286	0.770619850095311	0.817405911455253	0.788750851163522	0.892682877285075	0.695238195489961	0.894199658252077	0.365123817799417	0.413661182450159	0.431131051874612	0.928335952265779	0.868434590534478	0.485319007101045	0.237115057289361	0.841166312831925	0.852101641676861	0.760035773039788	0.89639827769413	0.651523793750717	0.667716279634698	0.771369119477017	0.67062577110065	0.691842692355338	0.684667713377558	0.820213974049371	0.162949640264082	0.315093023325397	0.866415079929269	0.886979322916004	0.614995524103411
cg01449444	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01522278	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01579172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01637519	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01638082	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01644640	0.907066093258171	0.321486558082322	0.448298396751552	0.51873381722825	0.878099270108942	0.923820081095053	0.657065191105802	0.485426726158822	0.91927525738559	0.794806052950225	0.913665932300653	0.489651416737012	0.635602934470243	0.459001164165173	0.790564865535996	0.791549374894531	0.825073274253145	0.393705214978039	0.702836056719416	0.794776052315387	0.879700547004927	0.732723573941834	0.77637847789647	0.916722336325337	0.73421184295457	0.901826262495021	0.724250799319652	0.720972827605227	0.839052819601649	0.693299263795249	0.587136728358442	0.86866801931564	0.510521495387736	0.435865878958398	0.506009706133079	0.900343431253505	0.502352994750304	0.404193866427513	0.67455861527643	0.717789680533367	0.464651592275743	0.688520432358697	0.709844510410281	0.271882322644379	0.742653980537857	0.886628831325071	0.851203140212183	0.901300773890506	0.703422228594655	0.867970571273842	0.871979480185098	0.8669424351295	0.13572885756864	0.890679853224329	0.12132574550933	0.76098223160627	0.579863492627053
cg01659483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01711850	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01729288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01735082	0.710687645801072	0.411446311143202	0.440243847664606	0.291501065782589	0.438461368901629	0.729856146226925	0.287297331842226	0.260212125524088	0.833451159298244	0.416650540115472	0.435645443795688	0.437915760258729	0.376074305573308	0.430057036543987	0.242382721808994	0.554185226187108	0.244215919396376	0.525548875968414	0.302236174433354	0.368951305536615	0.541244106988172	0.401252784419263	0.302077364777543	0.445656261889686	0.145072644286513	0.882096693955397	0.216911072730646	0.427738750855263	0.850033117831518	0.408601692824231	0.389927327262179	0.414739141492024	0.342805810970724	0.536706613673807	0.130128171457924	0.0719713852500598	0.173430258136609	0.634707381995	0.301369572738987	0.175022562552686	0.612103459549695	0.617745779599114	0.406790493199054	0.395687365234627	0.470806528268677	0.559772024325725	0.233362714215022	0.741488197501604	0.662444699326116	0.503452842483444	0.559778361944565	0.55575116992991	0.168447512187788	0.540312382618577	0.226262473438561	0.569058485371326	0.297068147777465
cg01774400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01776221	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01796929	0.426073306797694	0.809237631427514	0.882698869493703	0.286853235570293	0.761288598658956	0.932124439576576	0.825836600059307	0.816380128705545	0.815293820539995	0.667458219359883	0.588915746215136	0.927348295332627	0.848918093977596	0.867765965839292	0.798721408659676	0.735217779121464	0.776415254140206	0.746186014265244	0.756083814815586	0.844830301532424	0.858908752495936	0.823836143252579	0.880501538462025	0.6642670779636	0.695420604661205	0.796336338380879	0.853864878606581	0.810233370299742	0.72448480770844	0.738813528272594	0.738347213124898	0.731907220047641	0.788889557030963	0.901212080329765	0.782694438772774	0.726742192339234	0.643110721319996	0.820020914598149	0.5655064454937	0.640460853026539	0.562005123502639	0.896986617657597	0.810013174808255	0.877278799816393	0.906153288445127	0.885946295020406	0.782559464747851	0.930110695583338	0.845816494948823	0.896772516060696	0.847834663892274	0.618873345220105	0.1855510941775	0.878318150012597	0.890595010870245	0.902693378093971	0.575030491310684
cg01834373	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01836858	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01837661	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01864295	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01905090	0.520869263885722	0.796500025974558	0.888182460158245	0.308593201407033	0.605342537501555	0.697969238290946	0.799537756488717	0.41108482469636	0.898867046492239	0.80062887808732	0.820876028776608	0.824327903286464	0.650910172494342	0.806399651442808	0.632599745394662	0.55113805280632	0.611408088393837	0.439102990595113	0.643687137072357	0.777752447846318	0.695708276368983	0.67512898177482	0.620162928132378	0.617121492465562	0.461916447446208	0.846967832781127	0.358978728771472	0.542935352159614	0.79106679586825	0.738358503498993	0.784038113640267	0.455044741030807	0.4082793089666	0.832372128207556	0.706420922286406	0.745109450665618	0.28829983861268	0.855140789947044	0.433121550741603	0.405705810537324	0.587013706179614	0.871050157000709	0.77085501097828	0.317832884591128	0.76048975672288	0.767345302257365	0.654739676904672	0.757361239334095	0.722321738823054	0.915145449642962	0.748893758243151	0.536584416348575	0.738253412909601	0.837819232641443	0.56539920263879	0.771824530974446	0.264224036634951
cg01909681	0.87492141299749	0.803595947087712	0.907244195428828	0.810182418745412	0.82924852464481	0.789077798349183	0.862240721323552	NA	0.321301652589319	0.892914720965809	0.93359060680337	0.905347861331304	0.848069359006077	0.846242938903183	0.876022793783568	0.856545142606482	0.822639560528327	0.844670623965294	0.709385072356629	0.900692235237385	0.785045907207028	0.913555985387087	0.808395858276051	0.85243652438489	0.809586422599585	NA	0.873840893395547	0.859479221122441	0.876013085549805	0.841859612482683	0.864299411611638	0.87779484866931	0.834889056837502	0.876361190977783	0.908222409847433	0.856217707455908	0.759535046234823	0.915254980357583	0.885944745648549	0.752618761677974	0.612914476959196	0.621012597704475	0.913492016241874	0.779455477875466	0.896876785160391	0.811740629462389	0.889532146792568	0.817633937429176	0.788921293526098	0.90939194653524	NA	0.789699682509743	NA	0.907888728742418	0.884561329854301	0.848212347497535	0.881150296495031
cg01968676	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01970937	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02022978	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02032334	0.0634404633100251	0.514881031214567	0.612870091646553	0.178891408498211	0.101151831520523	0.632987956157457	0.34508940954509	0.0853750135104503	0.529945242030594	0.147906473021519	0.16438588878788	0.442921791855688	0.315043586338759	0.505196796435179	0.492831432476627	0.343917046836343	0.333763530748521	0.376569718042286	0.0876053940759702	0.733937768661717	0.414826061330561	0.407499401163491	0.205104250235636	0.361891006645688	0.211152588069035	0.489531865815896	0.242742380157009	0.375574509767153	0.321622808247837	0.11184452054448	0.546883344974052	0.518966303939248	0.300414916284723	0.454003006202872	0.141340031617827	0.200360839109279	0.120682491283667	0.68292783745972	0.227744557417729	0.128933550800302	0.126678010738895	0.477154115958012	0.348003081562487	0.435404666172616	0.589202961320123	0.32399069717465	0.322316016624859	0.619098806595229	0.515260011573806	0.487790900244967	0.0919390995550943	0.377720785002772	0.0637424779545809	0.789603467422831	0.483101054049557	0.456707085442467	0.150584015398991
cg02043329	0.555892272759367	0.711420238278616	0.625549400342457	0.694268811020063	0.672286060239216	0.806427433016449	0.475523437576842	0.355035237091578	0.906369174645306	0.545763598038949	0.38463789094397	0.647575705727848	0.633468292887332	0.74504566134922	0.624102492028202	0.82364744037333	0.435378021893247	0.770649647835164	0.454797618759058	0.828059953004455	0.698854720365834	0.674385184450002	0.823919675323418	0.647256136204551	0.595039771167309	0.926016601270688	0.260240725289353	0.468598174962981	0.916840383125137	0.889653845095347	0.666209601712526	0.453468271543463	0.535624160604564	0.938159145188548	0.51925210562141	0.750084471249163	0.437260257104477	0.769515280704982	0.892277034500752	0.487234029164437	0.881577569829723	0.871910863155285	0.552848370677836	0.845640571555005	0.708676566091754	0.522268841427155	0.770596487712675	0.489912943295647	0.887158991882649	0.873812622196093	0.752380928370417	0.802782506295059	0.168248647387042	0.855487377897061	0.696989376176055	0.578259909545436	0.528725697784095
cg02044172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02046176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02047977	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02071267	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02072104	0.0558782613136561	0.0571257079495138	0.0592985122907286	0.0881484897750098	0.0614713665485859	0.151897223973489	0.102473678949423	0.0529832542844241	0.911022735001629	0.0788312608819546	0.0825272461216947	0.0767626613446153	0.0587962647417927	0.0588136315126334	0.0650733834283632	0.070475713831965	0.0596733021573972	0.0644519602630674	0.080444288570155	0.0675376510045641	0.0546459215229178	0.0853794085790706	0.0771377507660465	0.336398431287741	0.0617346142613272	0.0396317000266035	0.0753026890718777	0.324516015574301	0.0553286209464205	0.0738728405030737	0.0605045301274156	0.186374827279341	0.0668605115611533	0.0605428600394603	0.0808189249570512	0.0718013664486788	0.0607435648869022	0.0569434103190188	0.0877675988633982	0.0591837625759842	0.0757300470915514	0.0823421683349684	0.0683813575376289	0.0843644205623396	0.0766336595436443	0.0783507974479774	0.0779793171028123	0.0580212085578791	0.0721612628151071	0.0777050975072579	0.0475507198272872	0.0957733257752324	0.060996847325654	0.0773352034151663	0.0509731244156874	0.186275914586411	0.0741120114820785
cg02074859	0.941219353412905	0.945062901254001	0.946794206365775	0.944108008771315	0.955236233894422	0.958701439634309	0.938725869793101	0.937150850972394	0.937163503821456	0.942288330431388	0.943397155960833	0.956788489096781	0.956261044405207	0.950949770224597	0.941764615957428	0.946531460870266	0.952412178599364	0.925665507563926	0.941081297779003	0.941689351442465	0.952481992928687	0.935726153289226	0.937200961775041	0.955410580907598	0.913582173516918	0.936739810597927	0.950922364207061	0.932328133284517	0.935079110870152	0.943739096035256	0.940301489434443	0.947848230735678	0.93412272773809	0.942147165264324	0.938475026250681	0.934229510752364	0.925970846632588	0.941027785385995	0.927396014873157	0.943942586090142	0.927016421289971	0.925019026534921	0.937031766750695	0.957440263014019	0.940204600846346	0.923489830365393	0.925617768666292	0.946216884525905	0.94970179920888	0.943893947234284	0.946966036009877	0.947210677531251	0.948628971736606	0.943510582790895	0.946898393688903	0.949499039852349	0.926084511539399
cg02103202	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02125400	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02128233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02132460	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02148292	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02154268	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02158100	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02190786	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02223612	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg02231798	0.923865355302001	0.897310784222717	0.915284291278803	0.878795066577918	0.944097246993217	0.910559674860712	0.92011266380262	0.925696060489207	0.941008140741954	0.93561718942037	0.909379109542473	0.900152042434618	0.918805019803081	0.909639325309855	0.934107918816266	0.915241571946737	0.936900370051217	0.883833840677776	0.920290436019211	0.926314464108515	0.920712206846085	0.928584742705813	0.888662396385766	0.90167812147421	0.890243635030247	0.852340679382127	0.885734876797155	0.933600112662909	0.913581368308806	0.856863108786211	0.927328495835311	0.936774922459544	0.493346502089436	0.909557672808869	0.924612349119463	0.882138504185786	0.893607728958155	0.909834474513128	0.907014512898399	0.869332620877648	0.925284515099644	0.947695304670444	0.915293918184036	0.859792313097323	0.936619622079215	0.93522885967301	0.758367550594675	0.897478433250153	0.903028328024186	0.937461162235303	0.920381013013202	0.889270561795164	0.925833327730859	0.861135653765256	0.915771380212481	0.93877913081283	0.753653335494529
cg02247211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
