A_CpG_ID	TCGA-G5-6235-01A	TCGA-EI-6506-01A	TCGA-F5-6571-01A	TCGA-G5-6233-01A	TCGA-DC-6682-01A	TCGA-CI-6620-01A	TCGA-AF-2690-01A	TCGA-AG-3591-01A	TCGA-F5-6811-01A	TCGA-AG-A020-01A	TCGA-DC-6683-01A	TCGA-G5-6572-01A	TCGA-G5-6572-02A	TCGA-EF-5830-01A	TCGA-CI-6621-01A	TCGA-AF-3911-01A	TCGA-EI-6512-01A	TCGA-DC-6156-01A	TCGA-EI-7002-01A	TCGA-EI-6885-01A	TCGA-CI-6624-01C	TCGA-CI-6619-01B	TCGA-DC-6154-01A	TCGA-F5-6864-01A	TCGA-F5-6810-01A	TCGA-DT-5265-01A	TCGA-AF-6136-01A	TCGA-AF-6672-01A	TCGA-DC-6157-01A	TCGA-EI-6509-01A	TCGA-AG-4021-01A	TCGA-AG-3731-01A	TCGA-CL-5917-01A	TCGA-F5-6863-01A	TCGA-AF-A56N-01A	TCGA-DY-A1DG-01A	TCGA-DY-A1DD-01A	TCGA-AG-A02N-01A	TCGA-F5-6813-01A	TCGA-F5-6814-01A	TCGA-DY-A0XA-01A	TCGA-DC-4749-01A	TCGA-EI-7004-01A	TCGA-DY-A1H8-01A	TCGA-EI-6882-01A	TCGA-F5-6465-01A	TCGA-EI-6508-01A	TCGA-AF-2687-01A	TCGA-AG-3742-01A	TCGA-AF-2693-01A	TCGA-G5-6641-01A	TCGA-BM-6198-01A	TCGA-AG-A026-01A	TCGA-AH-6547-01A	TCGA-F5-6861-01A	TCGA-DC-6158-01A	TCGA-EI-6510-01A	TCGA-DC-5337-01A	TCGA-AG-3592-01A	TCGA-EI-6917-01A	TCGA-AH-6549-01A	TCGA-AH-6897-01A	TCGA-AH-6903-01A	TCGA-DY-A1DC-01A	TCGA-EI-6881-01A	TCGA-DC-6681-01A	TCGA-AG-A01W-01A	TCGA-AH-6544-01A	TCGA-AG-A01Y-01A	TCGA-CI-6623-01B	TCGA-CL-4957-01A	TCGA-EI-6884-01A	TCGA-CI-6622-01A	TCGA-DC-5869-01A	TCGA-EI-6507-01A	TCGA-EI-6511-01A	TCGA-AH-6644-01A	TCGA-AG-3725-01A	TCGA-DC-6155-01A	TCGA-F5-6702-01A	TCGA-CL-5918-01A	TCGA-AG-A036-01A	TCGA-EI-6513-01A	TCGA-AF-A56K-01A	TCGA-DC-6160-01A	TCGA-DY-A1DE-01A	TCGA-EI-6883-01A	TCGA-EF-5831-01A	TCGA-EI-6514-01A	TCGA-AF-4110-01A	TCGA-DC-4745-01A	TCGA-F5-6464-01A	TCGA-AG-4022-01A	TCGA-DY-A1DF-01A	TCGA-AG-3732-01A	TCGA-AH-6643-01A	TCGA-AF-6655-01A	TCGA-AF-A56L-01A	TCGA-F5-6812-01A
cg00594488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00687674	0.171105052790151	0.137101149945932	0.287711674466883	0.142894996346023	0.276101446653822	0.232902317310756	0.218439602340937	0.0999579596795194	0.292480302869424	0.300088413335015	0.236728745664704	0.133756619278069	0.478112500642886	0.212759441016859	0.26839012772537	0.139704686880912	0.192371250917318	0.244097947063624	0.158382724081756	0.271712216348006	0.264314301157408	0.331993169740916	0.14578571886371	0.191345484541868	0.218517176398292	0.297072972367356	0.162108369750776	0.230906940292568	0.207872249784025	0.0895242658660459	0.111056575647043	0.218250155987027	0.158957634912056	0.161508395213311	0.177778322216776	0.173254167642089	0.164436145765722	0.199385218947251	0.223524152506176	0.176798698925015	0.0965486994435192	0.120686326289709	0.319299507853604	0.085000666091955	0.275722056441384	0.250509363386061	0.19041370495749	0.362292167388294	0.189209195854311	0.193699058745655	0.254652320873758	0.243178406734638	0.204748100612942	0.287411172199645	0.299558596740774	0.290783543650218	0.0849302387659276	0.229995294897523	0.153938150420689	0.392861346020357	0.265267568862818	0.0957248476756191	0.171630723008243	0.306599128842544	0.115398011373771	0.315663373201638	0.11735149485702	0.248130707477429	0.195827794027803	0.296449414393775	0.110276824163013	0.238974090912794	0.171367479478201	0.257770349662468	0.596461593354212	0.23131234805968	0.241256526736297	0.102856807403597	0.244782233404476	0.388223335763377	0.17191966013491	0.213266155904485	0.0867581725904169	0.315238867380444	0.162845252676604	0.141257959626217	0.190280339956926	0.226819495955003	0.13917961772352	0.180135686331115	0.188779118941558	0.539884533968471	0.197669169019884	0.0950368750645708	0.257651675467724	0.154018367625174	0.273129763202472	0.300544462171089	0.330930616600739
cg00702369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00727386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00738299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00809453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00812839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00834234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00850868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00894142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00919576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00954931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01000036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01009068	0.810541601829507	0.782601920021545	0.889431116033878	0.545780876427068	0.937309146932747	0.446721899314327	0.907160886676408	0.244893435390388	0.53025556709377	NA	0.411368365721622	0.949328128596136	0.938673039275263	0.173381606392478	0.937075933289291	0.598174027841444	0.646324026535742	0.893544540551781	0.723800407478136	0.846256350050436	0.873230371488336	0.72001099375945	0.161142786827929	0.627021856320014	0.406018745959756	0.897609266866693	0.889204610106145	0.9435667425876	0.633783359567143	0.912934858829856	0.307961843178862	0.607344287718463	0.952019168766341	0.944813237514803	NA	0.585325990399013	0.373620033194172	0.614513598814181	0.935768589966777	0.401911963427768	0.78036114583425	0.676103740848443	0.675304141187652	0.36821582434385	0.311044324529625	0.645854456108711	0.37188075688856	0.885130298808829	0.305208556446762	0.720075431753406	0.723757986874871	0.938236822382774	0.24698718687296	0.901889133894403	0.561132040278136	0.522140524512096	0.497075291404487	0.376970417897592	0.790195584831667	0.654032766141378	0.930031836404627	0.116489331393355	0.813215125819557	0.928728315102184	0.926269289499954	0.789947892019278	0.447224970924698	0.922729862190153	0.90035609476371	0.630854928284606	0.877992554377394	0.776365422252417	0.532879287013034	0.336301585629005	0.943527900079835	0.357328500565581	0.593706862866268	0.12592097033097	0.786768083264727	0.690829139576218	0.68852759695089	0.565945193248816	0.646318443058048	0.799471600280069	0.944537639584793	0.446664907295582	0.846445071184033	0.28476133389319	0.577700524242553	0.858773383375709	0.858412376323362	0.772990703471587	0.403246906599232	0.124104183406693	0.687870530315531	0.933198939281922	0.820510017912433	0.743702492527707	0.663573306184753
cg01049884	0.980024131403213	0.973981842491818	0.97934014860955	0.951098006184	0.978370698249436	0.957920576037903	0.975822289379787	0.982292618718087	0.952182718701182	0.941255092565659	0.982637519853206	0.981484690821669	0.974238079649499	0.982601446499948	0.974393829966302	0.966083124457554	0.979596216445084	0.96771821338855	0.962408154483247	0.986131562808071	0.980649678240697	0.979842565174173	0.974841086209662	0.96492933569008	0.982923964256928	0.958772220661338	0.978366958021041	0.981986708025074	0.984021981190728	0.970972781971163	0.967948302134511	0.984217236496374	0.986963578287299	0.982228666088719	0.97140620807607	0.977364926502476	0.980847746602896	0.967448865943111	0.972516738612401	0.983575250533652	0.97706596725051	0.980230773562195	0.969203988361915	0.976713782098436	0.945822669449561	0.945580323083242	0.981224732704401	0.979819517235211	0.98180080301549	0.956699022788421	0.981681889380259	0.961431519260186	0.978758056650284	0.962711046938787	0.944881905175088	0.985393171418194	0.979857568113776	0.978453363169666	0.949361373221675	0.959477012241501	0.980637945636946	0.977388439154508	0.971738571825707	0.980720207673629	0.967510465575016	0.97950008251849	0.972996357734222	0.957890359875721	0.9810975766819	0.984380207122613	0.979873430571034	0.97140757662214	0.980148285166557	0.985745178944184	0.978635729879711	0.981961286168511	0.970031726692525	0.954268311993907	0.953518939039478	0.909476996927894	0.984362302396895	0.973568051194541	0.945742842541157	0.978453641944791	0.959227778948825	0.958350555985482	0.972487771448605	0.983647797431128	0.983678192563292	0.976639860170556	0.933046053154806	0.980007229226703	0.941981774748658	0.980284113804588	0.963482226525639	0.983654966179508	0.981141205142578	0.982424097123031	0.958975954348352
cg01052572	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01080483	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01132485	0.801037071142993	0.629867209282406	0.648307247264976	0.711597229926248	0.911478551138445	0.397523660262772	0.814001017468872	0.698685220520881	0.61315022306863	0.32547958738586	0.324541762288189	0.917425469002966	0.907148482094452	0.277599309653873	0.909008940874278	0.5829845776343	0.884273780236487	0.712116936283334	0.878383294191569	0.669580763283801	0.528878505416512	0.571999782816812	0.436388638211554	0.772997836023278	0.284094891542559	0.284040992997246	0.730975451499422	0.880073858439625	0.803517570174234	0.918102574315286	0.536056529039247	0.6242411637701	0.56600875673491	0.618686434195065	0.861952880993535	0.633049328681144	0.547485664497068	0.269365504133375	0.888055872172735	0.91713488579823	0.666987127546227	0.900224589617483	0.608069001432906	0.59517750994397	0.520847867943125	0.415568922771942	0.263184552729993	0.735037292469506	0.448071097518991	0.916627786335778	0.751686487569599	0.891771617957214	0.622447936151032	0.664035811412668	0.820132491923093	0.243276867525959	0.367823934926883	0.416866165294657	0.711469525504148	0.896752876629828	0.343028512431797	0.174445359789422	0.422366679117765	0.676921346620601	NA	0.717350670148769	0.572160935176267	0.897260000504197	0.624655553258785	0.911886843728719	0.555257898987965	0.635013263170688	0.481302736457515	0.501839120208103	0.92124343095441	0.892833184690469	0.759792218825399	0.477465762822184	0.3844008244633	0.533480494153494	0.810246421127312	0.546334841490194	0.433919027678294	0.681698758588364	0.88084040803697	0.223891581811395	0.650885271394021	0.691606367465949	0.694368228446806	0.89053193823546	0.862759831668423	0.387275636340905	0.64217239315907	0.240987820792482	0.566734390242899	0.680364274841574	0.859194904654392	0.761311906633595	0.91276566989964
cg01135961	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01137421	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01154525	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01163994	0.720344565437986	0.666786751043525	0.53997894916287	0.427199442371806	0.785138646832696	0.608415299940212	0.817266300790041	0.314688934727002	0.82113445344859	0.92498638406116	0.478277554299006	0.957304337523362	0.883580634415007	0.355500939073131	0.91884886252389	0.917118560173119	0.807495169006469	0.444226366004277	0.612065448203128	0.254995913617489	0.584871543040724	0.428360364709997	0.142360519330565	0.740406691020634	0.318396534800067	0.794066246781185	0.813235246752592	0.549134230349556	0.540361873454768	0.917442899404708	0.166397248040102	0.532730667265948	0.338095808430054	0.948440338195344	0.785996670261841	0.928986895652818	0.191816422224752	0.426298827736066	0.714398350907353	0.393032590119803	0.880051899623061	0.953688193843855	0.636409028070462	0.941335406990879	0.202788985615229	0.744540113393403	0.294073492226717	0.489526639070498	0.711884173000795	0.924972382563404	0.368995109122246	0.942117334984519	0.773799989434315	0.764171927060832	0.929430508003476	0.460752312493369	0.312086257648361	0.374972221237005	0.804082891982067	0.837483288745348	0.351419623905586	0.503701607021546	0.493996915742613	0.293919631116093	0.934429429721385	0.935691315907255	0.370751869127534	0.898787531477052	0.293088446356173	0.7486526472215	0.801482938492621	0.734215684563443	0.77863327145637	0.736815981341801	0.91942230088019	0.938791417549578	0.338803367571973	0.61319586762722	0.763420610758739	0.579183534022946	0.477407615234972	0.730817354500253	0.18399990276801	0.884818679337557	0.713085532475801	0.31458430106452	0.706417632127933	0.868599679503282	0.741637558226368	0.924594228064281	0.236220822816427	0.79355880386427	0.345514228252054	0.190830524416649	0.764394169813789	0.36538215962996	0.881058336313803	0.914044229165245	0.934120539659327
cg01204669	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01206398	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01230154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01231757	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01251118	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01331064	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01352656	0.0876251481100614	0.114322532328909	0.0449349079341791	0.105051157515675	0.263467683826479	0.0636298915047686	0.125365335781162	0.0196682896614954	0.0573327109709365	0.0348855072605151	0.0891225910214048	0.0365281908681177	0.0647492649804816	0.0395395120921953	0.0863665586412982	0.0251493701895757	0.0436327544341472	0.098305960736925	0.0238213193212799	0.0343794545153993	0.117197994638647	0.0369943318354368	0.0238166160666839	0.0400618544793387	0.0526292256528861	0.038208611971106	0.0484317284350013	0.163321510102444	0.0237787083189932	0.018949741887541	0.0264322103810219	0.0557835738107804	0.0242518388931746	0.028285356131713	0.0485865498080972	0.0327419443362533	0.0263230169504222	0.0697005774385035	0.047860863676944	0.0404548493612775	0.0474854457485702	0.0233913608572913	0.0655867496940083	0.0309201804953426	0.0281338549080075	0.0355595328961591	0.0270017830665164	0.0274580945861653	0.0349385904223798	0.0546101934927919	0.0482436780541334	0.286914791765104	0.0362698275983658	0.185594248715881	0.178039607408285	0.0713951163206137	0.042401996068951	0.0417171935282507	0.0177893648501435	0.399898740804832	0.1031732799487	0.0234011575171867	0.0742185236184958	0.0258067306088224	0.10494089164886	0.265124101891992	0.0466890498571058	0.447410366476773	0.0369089692015228	0.0926859019818409	0.0870944577927684	0.0371206430303487	0.0612029958635297	0.841346717540872	0.0852879741162242	0.0269041522679401	0.482200303793481	0.021336164567899	0.0462686937186985	0.111115568986848	0.0233777831439852	0.0636123574659263	0.0260581723372241	0.167132720984814	0.236255941870688	0.0491615664168299	0.862339711268037	0.049192859760869	0.025379892775681	0.0446451873369156	0.036493904998591	0.0228073498478329	0.0325628560699956	NA	0.328061199288466	0.822240380860632	0.150790111946749	0.561529179237623	0.0319602023687992
