A_CpG_ID	TCGA-3G-AB0T-01A	TCGA-XM-A8RH-01A	TCGA-ZB-A96M-01A	TCGA-4V-A9QM-01A	TCGA-4X-A9FB-01A	TCGA-X7-A8DE-01A	TCGA-5G-A9ZZ-01A	TCGA-X7-A8M0-01A	TCGA-XM-A8RI-01A	TCGA-XU-AAY1-01A	TCGA-3Q-A9WF-01A	TCGA-4X-A9FD-01A	TCGA-YT-A95E-01A	TCGA-XM-AAZ3-01A	TCGA-X7-A8M3-01A	TCGA-X7-A8M4-01A	TCGA-X7-A8M1-01A	TCGA-4V-A9QT-01A	TCGA-4V-A9QN-01A	TCGA-XU-A931-01A	TCGA-XU-A92V-01A	TCGA-ZB-A96E-01A	TCGA-X7-A8D6-01A	TCGA-YT-A95G-01A	TCGA-ZC-AAAA-01A	TCGA-XM-A8RD-01A	TCGA-XU-AAXY-01A	TCGA-3G-AB14-01A	TCGA-X7-A8D9-01A	TCGA-4V-A9QQ-01A	TCGA-ZB-A96C-01A	TCGA-X7-A8DC-01A	TCGA-X7-A8D7-01A	TCGA-X7-A8M6-01A	TCGA-X7-A8DD-01A	TCGA-ZB-A96K-01A	TCGA-ZB-A96H-01A	TCGA-XU-A92X-01A	TCGA-XU-A92Q-01A	TCGA-X7-A8DJ-01A	TCGA-YT-A95D-01A	TCGA-ZT-A8OM-01A	TCGA-4X-A9F9-01A	TCGA-ZB-A963-01A	TCGA-4V-A9QW-01A	TCGA-ZB-A961-01A	TCGA-XU-A92T-01A	TCGA-4V-A9QL-01A	TCGA-4X-A9FC-01A	TCGA-3S-A8YW-01A	TCGA-5U-AB0E-01A	TCGA-XU-AAXZ-01A	TCGA-3G-AB0Q-01A	TCGA-4V-A9QX-01A	TCGA-ZB-A96F-01A	TCGA-XU-AAXW-01A	TCGA-XM-AAZ2-01A	TCGA-XU-A930-01A	TCGA-X7-A8DB-01A	TCGA-XM-A8R9-01A	TCGA-ZL-A9V6-01A	TCGA-YT-A95H-01A	TCGA-ZB-A96V-01A	TCGA-4V-A9QJ-01A	TCGA-3S-AAYX-01A	TCGA-ZB-A965-01A	TCGA-ZB-A96B-01A	TCGA-XU-AAXX-01A	TCGA-X7-A8M7-01A	TCGA-XU-AAY0-01A	TCGA-YT-A95F-01A	TCGA-X7-A8DF-01A	TCGA-4V-A9QS-01A	TCGA-XU-AAXV-01A	TCGA-XH-A853-01A	TCGA-3G-AB19-01A	TCGA-5K-AAAP-01A	TCGA-ZB-A96O-01A	TCGA-XM-AAZ1-01A	TCGA-ZB-A96G-01A	TCGA-X7-A8M5-01A	TCGA-5V-A9RR-01A	TCGA-ZC-AAAH-01A	TCGA-X7-A8M8-01A	TCGA-XM-A8RC-01A	TCGA-X7-A8DI-01A	TCGA-ZC-AAA7-01A	TCGA-ZB-A96L-01A	TCGA-XU-A92W-01A	TCGA-ZB-A96Q-01A	TCGA-XU-A92R-01A	TCGA-ZC-AAAF-01A	TCGA-XM-A8RL-01A	TCGA-5U-AB0D-01A	TCGA-3T-AA9L-01A	TCGA-ZB-A96A-01A	TCGA-XU-A92U-01A	TCGA-4V-A9QI-01A	TCGA-XM-A8RG-01A	TCGA-XU-A92Y-01A	TCGA-XU-A933-01A	TCGA-XU-A92Z-01A	TCGA-XU-A936-01A	TCGA-ZB-A96D-01A	TCGA-ZB-A966-01A	TCGA-3G-AB0O-01A	TCGA-ZB-A962-01A	TCGA-XM-A8RB-01A	TCGA-ZB-A964-01A	TCGA-XM-A8R8-01A	TCGA-XU-A932-01A	TCGA-4V-A9QR-01A	TCGA-ZB-A96I-01A	TCGA-ZB-A96R-01A	TCGA-4X-A9FA-01A	TCGA-XM-A8RE-01A	TCGA-X7-A8DG-01A	TCGA-X7-A8D8-01A	TCGA-4V-A9QU-01A	TCGA-XM-A8RF-01A	TCGA-XU-A92O-01A	TCGA-ZB-A96P-01A	TCGA-5U-AB0F-01A	TCGA-ZB-A969-01A
cg00502041	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00506859	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00516867	0.803556363313923	0.907554924670438	0.751164866041299	0.595063529614199	0.891920199964631	0.816649880842215	0.848455361964988	0.727925349663653	0.761222540088968	0.885992415753109	0.900663721258076	0.921030226812642	0.832032009912586	NA	0.621799892519454	0.903553994743271	0.692849261886167	0.912684069258079	0.657615832051929	0.659529767575397	0.538565778614643	0.725405885004127	0.881927652558197	0.92493949753531	0.900818210778346	0.860034756244127	0.901325223596481	0.693410496977	0.716551133931117	0.832032995086186	0.441529226637293	0.798891648911984	0.913735973417766	0.899413643557329	0.872200921430164	0.630956644067736	0.265019454300036	0.804682652585255	NA	0.873521191429771	0.520603544706354	0.835579001544878	0.879007946846971	0.810568633851446	0.83978935239623	0.842761362950374	NA	0.76738679800263	0.866141232127482	NA	0.856677349414192	0.843239894614144	NA	0.889680509602041	0.832776585130429	0.910932168648309	NA	0.756480750828182	0.914099747364733	0.837371012545464	0.393310254331452	0.870492908986968	0.57998216987996	0.85718564314653	0.908284978830076	NA	0.877259278795304	0.927452210974893	0.903723134327318	0.88044554399994	0.738567428145247	0.840064248978186	0.920972886754058	0.807568940044093	0.907943441540818	0.367707720425302	0.697312879002276	0.9258857430338	0.914795875091915	0.89780338886143	NA	0.646931651119144	0.921496242614345	0.900800266977384	0.80647322674275	0.848454112791171	0.547894648308522	0.299495774328117	0.873395886924295	0.788355037560552	0.842693983311799	0.826526869265496	0.932371944006523	0.690529084371294	0.882977287602654	0.825137206650327	0.893033173387778	0.900892822338566	NA	0.822758345402537	0.809931407992408	NA	0.758231555184094	0.864232168560142	0.734505819624201	0.901143858712476	0.15402305909431	0.916337727631992	0.526218122385692	0.756441574829752	0.910437286143675	0.905437547538064	0.77271976963216	0.886403490698331	0.323410889272197	0.875579056088191	0.870470589351663	0.609567266585643	0.904065943289262	NA	0.538877919260407	0.92988882519525	0.903188071320117	NA
cg00531054	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00552235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00589791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00591353	0.951600465424206	0.953141712047754	0.940771549155606	0.938029812437873	0.961198244797636	0.942768317700308	0.943873847250037	0.921185895561911	0.962016058591473	0.959291079456064	0.955588404235345	0.941614878902192	0.954921614671528	0.930247084079574	0.956609880907304	0.931924339432354	0.922646611008759	0.946685183044746	0.95600645223506	0.949050627768935	0.933238321327014	0.932040542794249	0.955574641064603	0.959144198352943	0.960195681867085	0.952964279150882	0.965720201322033	0.955408615023688	0.949524675025074	0.942371488638296	0.934911964880874	0.962969571805022	0.96794762852497	0.950520506037943	0.951477385762847	0.891601437381622	0.816176998078543	0.948588487193544	0.857523718587674	0.945642401103975	0.905375830484379	0.951294042191131	0.942781665548151	0.933774902605156	0.953177460063749	0.952796422310638	0.912926981710789	0.941413677588653	0.949699767859509	0.902167334669322	0.94119948607758	0.970986489865242	0.901262124859391	0.932605968876814	0.966871116100142	0.945266797304936	0.897759913605779	0.951961926447325	0.952127936050873	0.930397403021647	0.919861763715288	0.953985157669193	0.920242215868941	0.94066961752597	0.955553211468549	0.865504592242641	0.956451906430536	0.952169935321458	0.946903085738666	0.94565846300895	0.912587222429307	0.951576816927673	0.929665531494239	0.958062955420047	0.955194015717824	0.942133830935314	0.936913285153202	0.958232799558216	0.949598015718988	0.970386335601042	0.939587105266682	0.921129486722473	0.962904762317874	0.951959414508151	0.961557866859684	0.934476720840218	0.845890510153397	0.713791822881073	0.950958303779248	0.93529919944158	0.942849942396298	0.949999544614168	0.960243886476953	0.932415668889866	0.954053868262166	0.951014776177204	0.953903614483201	0.946469724472158	0.942337129167325	0.944406579408926	0.929800665291058	0.916002703923388	0.932774918279781	0.95469233125004	0.956002377284282	0.947611683744594	0.789125460340156	0.95387871353626	0.818523988952945	0.943274340827044	0.95082337881671	0.966779174203259	0.955832750111346	0.959649875243897	0.943242886051423	0.948053085350551	0.950350034073167	0.934073961319758	0.963599798200101	0.929325186049111	0.886785292967138	0.964273425051033	0.952774530803207	0.858514787977077
cg00594488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00687674	0.309454229862938	0.162828498402718	0.20443281325189	0.127430894860245	0.354306935854404	0.117390829841266	0.292591995872219	0.270161048958844	0.36986603535773	0.124564915374336	0.123916662117197	0.175830664380592	0.190268308211913	0.0695373289095949	0.0570857995689982	0.163749376705938	0.355075816624297	0.0908277140003254	0.0680860072375573	0.214369382638331	0.273036532753856	0.144180042881703	0.270699399066198	0.141864378858908	0.234667428844163	0.907415317087179	0.205132582377967	0.144217247880558	0.447330021078002	0.157242126088312	0.202923851034192	0.557658947923511	0.170624179656625	0.209664895954384	0.181554993727678	0.141650805943214	0.0849297555249429	0.166409049226005	0.242364796593203	0.227259545342768	0.326086635404486	0.156038110895184	0.154526389030566	0.133684332754532	0.155722828335867	0.165433346130505	0.195539456389673	0.22756696669871	0.106233467753745	0.0786629583017781	0.259779342155114	0.203706352986191	0.170626542938308	0.130540066571378	0.148170743570524	0.223060627770652	0.129060972462002	0.176543491329	0.127987910298325	0.266508320440989	0.230320284127877	0.156579302425844	0.207966139289805	0.335531099175088	0.256839416915125	0.128518103448115	0.19119638486001	0.197688993253888	0.1601463415083	0.162601979401519	0.145905733228467	0.199676736584848	0.132534059040298	0.227553579332763	0.386317905415814	0.850969683394712	0.196859368390877	0.139518053839839	0.167363048622242	0.155658525110376	0.234959280950348	0.193317481977445	0.120141132618102	0.43428524501698	0.201863480228134	0.104958870289925	0.186653524166473	0.204249289308375	0.182490495302263	0.155649819964647	0.133286822877597	0.195006908324685	0.147100242769756	0.201918236400512	0.165425972663937	0.161861281115018	0.139611974301587	0.10855734336292	0.122997668724665	0.319009301418115	0.119554946110563	0.208369750728374	0.259811860467496	0.167555058227105	0.227336226829431	0.0813954768463621	0.237715875063871	0.334975123351715	0.194602408152671	0.282726408807349	0.133303866775973	0.466881842562538	0.17400872888823	0.149612600404354	0.134688457046489	0.135769947159125	0.157084124769757	0.108723802190994	0.110556325214463	0.0952299530381359	0.0827649459510302	0.126160394469358	0.0974675492624492	0.198064506769299
cg00702369	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00727386	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00738299	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795247	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00795885	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00809453	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00812839	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00834234	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00850868	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00894142	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00919576	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg00954931	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01000036	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg01009068	0.892375318288491	0.914056123656688	0.92704285980997	0.909548326575281	0.91354717010651	0.944499279209294	0.907400408505215	0.885485335834597	0.869940093365091	0.926461497351446	0.885436533339222	0.935001699825285	0.936851116334924	0.844600132774074	0.919329552349444	0.919423743965414	0.916139368211279	0.952007001831973	0.936242885759781	0.880325436753551	0.941588257307222	0.951761027285944	0.918039102014225	0.939022802440104	0.950700763884228	0.880084429764177	0.922125809626169	0.934579604035379	0.90271761076347	0.906708708241208	0.924732817170525	0.890856111725292	0.927714576274935	0.890712090384577	0.901335919434946	0.949941131945621	0.946152847178638	0.903987607942513	0.860850898606164	0.937033193106096	0.916333739889287	0.944970407186528	0.854677624706798	0.932888152761624	0.935891379331992	0.906908334558514	0.933249554256438	0.904000881467204	0.933223795220528	0.884391528319275	0.900502225998814	0.940909285058971	0.922992048967447	0.911818068295051	0.925184454850848	0.911305072108472	0.909507476272795	0.883111180947415	0.936217193640614	0.938780608829833	0.949393950555689	0.953381397318978	0.927273939443946	0.912415172553532	0.92945901402513	0.904525696522066	0.954943819196402	0.937545766546938	0.914866692093909	0.953152960705406	0.950959756839103	0.942802205666537	0.903458595073659	0.920750301271004	0.914591676114168	0.899228508793942	0.929574582620573	0.949293112809156	0.927348215897597	0.95324471370409	0.876778568527537	0.922440699354961	0.934521718190147	0.903764468075104	0.847413051380534	0.889917298410354	0.929091183941631	0.925566316557096	0.915042949029698	0.946330383173767	0.945306202109231	0.918252222642087	0.934437575270746	0.851014556762521	0.908640690999068	0.951416362962893	0.921073941434847	0.914749610818262	0.892742373468693	0.92935342656198	NA	0.883644549896074	0.933045945448399	0.946902783860107	0.895343454089505	0.951589517092079	0.953434496167485	0.921818306376515	0.958550166397855	0.886369978942141	0.944840205356962	0.919291303147763	0.944133592688781	0.934122546339991	0.934730770583321	0.943103016607243	0.894648108511625	0.933045541373807	0.934576826124721	0.920413983728854	0.938939206324987	0.948334228707615	0.9455740277132	0.90734661976874
