A_CpG_ID	TCGA-AB-2806-03A	TCGA-AB-2830-03A	TCGA-AB-2822-03A	TCGA-AB-2846-03A	TCGA-AB-2820-03A	TCGA-AB-2810-03A	TCGA-AB-2854-03A	TCGA-AB-2813-03A	TCGA-AB-2923-03A	TCGA-AB-3005-03A	TCGA-AB-2805-03A	TCGA-AB-2868-03A	TCGA-AB-2933-03A	TCGA-AB-2948-03A	TCGA-AB-2963-03A	TCGA-AB-2896-03A	TCGA-AB-2824-03A	TCGA-AB-2823-03A	TCGA-AB-2908-03A	TCGA-AB-2814-03A	TCGA-AB-2937-03A	TCGA-AB-2858-03A	TCGA-AB-2828-03A	TCGA-AB-3000-03A	TCGA-AB-2815-03A	TCGA-AB-2904-03A	TCGA-AB-3002-03A	TCGA-AB-2916-03A	TCGA-AB-2956-03A	TCGA-AB-2976-03A	TCGA-AB-2995-03A	TCGA-AB-2834-03A	TCGA-AB-2851-03A	TCGA-AB-2987-03A	TCGA-AB-2809-03A	TCGA-AB-2907-03A	TCGA-AB-2857-03A	TCGA-AB-2860-03A	TCGA-AB-2829-03A	TCGA-AB-2856-03A	TCGA-AB-2906-03A	TCGA-AB-2914-03A	TCGA-AB-2816-03A	TCGA-AB-2866-03A	TCGA-AB-2812-03A	TCGA-AB-2972-03A	TCGA-AB-2988-03A	TCGA-AB-2826-03A	TCGA-AB-2870-03A	TCGA-AB-2974-03A	TCGA-AB-2867-03A	TCGA-AB-2967-03A	TCGA-AB-2849-03A	TCGA-AB-2840-03A	TCGA-AB-2931-03A	TCGA-AB-2932-03A	TCGA-AB-2955-03A	TCGA-AB-2879-03A	TCGA-AB-2922-03A	TCGA-AB-2950-03A	TCGA-AB-2818-03A	TCGA-AB-2897-03A	TCGA-AB-2833-03A	TCGA-AB-2915-03A	TCGA-AB-2855-03A	TCGA-AB-2939-03A	TCGA-AB-2853-03A	TCGA-AB-2893-03A	TCGA-AB-2883-03A	TCGA-AB-2945-03A	TCGA-AB-2881-03A	TCGA-AB-2848-03A	TCGA-AB-2982-03A	TCGA-AB-2991-03A	TCGA-AB-2998-03A	TCGA-AB-2943-03A	TCGA-AB-2899-03A	TCGA-AB-2869-03A	TCGA-AB-2882-03A	TCGA-AB-2992-03A	TCGA-AB-2884-03A	TCGA-AB-2835-03A	TCGA-AB-2989-03A	TCGA-AB-2886-03A	TCGA-AB-2954-03A	TCGA-AB-2804-03A	TCGA-AB-2841-03A	TCGA-AB-2821-03A	TCGA-AB-2920-03A	TCGA-AB-2929-03A	TCGA-AB-2817-03A	TCGA-AB-2969-03A	TCGA-AB-3007-03A	TCGA-AB-2880-03A	TCGA-AB-2910-03A	TCGA-AB-2921-03A	TCGA-AB-2957-03A	TCGA-AB-2832-03A	TCGA-AB-2965-03A	TCGA-AB-2927-03A	TCGA-AB-2803-03A	TCGA-AB-3009-03A	TCGA-AB-2900-03A	TCGA-AB-2981-03A	TCGA-AB-3006-03A	TCGA-AB-2911-03A	TCGA-AB-2839-03A	TCGA-AB-2807-03A	TCGA-AB-2877-03A	TCGA-AB-2861-03A	TCGA-AB-2984-03A	TCGA-AB-2827-03A	TCGA-AB-2980-03A	TCGA-AB-2993-03A	TCGA-AB-2889-03A	TCGA-AB-2996-03A	TCGA-AB-2964-03A	TCGA-AB-2888-03A	TCGA-AB-2894-03A	TCGA-AB-2890-03A	TCGA-AB-2844-03A	TCGA-AB-2891-03A	TCGA-AB-2959-03A	TCGA-AB-2999-03A	TCGA-AB-2930-03A	TCGA-AB-3011-03A	TCGA-AB-2872-03A	TCGA-AB-2874-03A	TCGA-AB-3012-03A	TCGA-AB-2997-03A	TCGA-AB-2878-03A	TCGA-AB-2934-03A	TCGA-AB-2944-03A	TCGA-AB-2970-03A	TCGA-AB-2942-03A	TCGA-AB-2895-03A	TCGA-AB-2926-03A	TCGA-AB-2863-03A	TCGA-AB-2952-03A	TCGA-AB-2936-03A	TCGA-AB-2946-03A	TCGA-AB-2871-03A	TCGA-AB-2949-03A	TCGA-AB-2966-03A	TCGA-AB-2876-03A	TCGA-AB-3008-03A	TCGA-AB-2979-03A	TCGA-AB-2875-03A	TCGA-AB-2887-03A	TCGA-AB-2819-03A	TCGA-AB-2977-03A	TCGA-AB-3001-03A	TCGA-AB-2802-03A	TCGA-AB-2912-03A	TCGA-AB-2898-03A	TCGA-AB-2843-03A	TCGA-AB-2901-03A	TCGA-AB-2918-03A	TCGA-AB-2903-03A	TCGA-AB-2838-03A	TCGA-AB-2845-03A	TCGA-AB-2842-03A	TCGA-AB-2938-03A	TCGA-AB-2862-03A	TCGA-AB-2825-03A	TCGA-AB-2941-03A	TCGA-AB-2919-03A	TCGA-AB-2983-03A	TCGA-AB-2917-03A	TCGA-AB-2808-03A	TCGA-AB-2940-03A	TCGA-AB-2985-03A	TCGA-AB-2990-03A	TCGA-AB-2925-03A	TCGA-AB-2831-03A	TCGA-AB-2968-03A	TCGA-AB-2973-03A	TCGA-AB-2885-03A	TCGA-AB-2913-03A	TCGA-AB-2935-03A	TCGA-AB-2975-03A	TCGA-AB-2811-03A	TCGA-AB-2928-03A	TCGA-AB-2873-03A	TCGA-AB-2837-03A	TCGA-AB-2978-03A	TCGA-AB-2909-03A	TCGA-AB-2947-03A	TCGA-AB-2892-03A	TCGA-AB-2924-03A	TCGA-AB-2971-03A	TCGA-AB-2986-03A	TCGA-AB-2847-03A	TCGA-AB-2836-03A
cg05543443	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05554543	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05590818	0.156647284810191	0.214178924838115	0.930987158158145	0.189305008197848	0.612919487197113	0.177427854331034	0.170830345700316	0.48563629080622	0.285552147611993	0.795384686180097	0.681268903756592	0.391751587260241	0.32473415515824	0.701024312351713	0.590277392349447	0.3817754096361	0.402167878546084	0.673257441791134	0.739135040263182	0.701431234096045	0.354759278600084	0.154089582975329	0.191050235553996	0.608001451646669	0.276706215374942	0.311181996325976	0.85550854426485	0.0988331923317527	0.81387082964284	0.576004400734464	0.235359690759649	0.866126580117081	0.67457432118286	0.46848431637072	0.401919390562688	0.627627195529193	0.320184031998912	0.732624679105141	0.452755857969553	0.201101915574608	0.582895116129598	0.178918219899216	0.899528865472113	0.930022322314879	0.225165204027649	0.378570818838942	0.810116515662608	0.434651044192449	0.420954185529438	0.573241380221056	0.481614432413512	0.332605629698698	0.375519634125313	0.600049009807193	0.142129399289527	0.737501673000619	0.455189784110368	0.107958160412923	0.38743502580808	0.193616581285133	0.345193762718225	0.818797678553367	0.0926554413788518	0.264450605764048	0.764545288335161	0.566165822532024	0.248052460094893	0.692359216491042	0.717395437757152	0.618932449763743	0.18664472947011	0.122543426927525	0.843486505573894	0.502507719464592	0.458227501936476	0.587591753941066	0.304169492577324	0.1142280475689	0.238466673139593	0.804449233596437	0.688892725500324	0.629900038690021	0.21480356068797	0.12746588576953	0.272084176185316	0.16306274013033	0.616041050107722	0.755765212074905	0.689676117954218	0.375638674618006	0.230335940231423	0.827550886720595	0.496802089005049	0.568615986746091	0.693695813164854	0.436536132386564	0.365871951921358	0.729961676902952	0.434145896218037	0.21827994010362	0.621181653620504	0.106136938705234	0.244780434304589	0.663555301611747	0.645369841480689	0.140853898054208	0.316034353304773	0.898408470698074	0.338152127033633	0.598196867102555	0.577124554479926	0.256298413495501	NA	0.105739787544107	0.127086510486336	0.0993567668365455	0.122947192300158	0.234617018437254	0.478358156869273	0.398965178476213	0.114072470965403	0.6916759673207	0.726711576348198	0.593644195180028	0.807197319528985	0.659619823233188	0.547704766743257	0.513139259048395	0.513534018546438	0.883446916674937	0.385991475975541	0.104952329338134	0.386083923349725	0.242648267598559	0.135373260715562	0.0759586684640543	0.879226877235001	0.951487625170296	0.681490245048659	0.807051415110852	0.62108896776816	0.538572745124554	0.37884780972391	0.119265347896129	0.447228497177839	0.547202850978324	NA	0.195133251161574	0.305220841434385	0.196627387637286	0.9216308842109	0.611094648573061	0.646653102135014	0.182221992235378	0.165510232870567	0.468744011117878	0.913769405154243	0.854732862277246	0.0701529317603339	0.431598921309346	0.333691096981021	0.424721512465961	0.249931833623039	0.399777796170814	0.531372072661709	0.436685734339734	0.815580083917338	0.646029373613576	0.292532944705452	0.180368194044674	0.316941351672461	0.857051340148181	0.16409298474159	0.506408862141153	0.500865530340444	0.127464497725311	0.778094928577923	0.435083328666098	0.886125247941624	0.585559073287379	0.332504227714651	0.491585548336706	0.0904437188568553	0.529452885703802	0.267480766874562	0.184202826630432	0.552239381988501	0.607551318392878	0.183175628143643	0.314908065481702	0.0890892059157206	0.50158968410143	0.240947406115615	0.245509321400412
cg05620791	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05669672	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05679686	0.92642050612558	0.913584779075734	0.948444334124943	0.889841334834792	0.924848763707616	0.943617521739234	0.871329019551878	0.904685543398418	0.937682978215685	0.851204576581144	0.951407214460643	0.911679947737467	0.836866507757202	0.948880049511818	0.891120731367914	0.855164730079705	0.833361777655136	0.898512255610527	0.923486080070644	0.955032146579827	0.948935868321774	0.919967462824549	0.903987150269451	0.932353851374037	0.924601039740582	0.923591599182289	0.945895352686501	0.820803399705214	0.827036611626729	0.899993256495303	0.786275612029769	0.886882584794867	0.880798717557038	0.775934413988058	0.842538195371638	0.921551108841806	0.870361615770954	0.898638717526598	0.824429807409586	0.90533082942095	0.860059311558722	0.929031909360663	0.936203047420804	0.939128166229462	0.916809111937398	0.892374514357926	0.870034997841537	0.909644896942629	0.933234646305545	0.840244912407254	0.89621038583441	0.848042659812063	0.937410350870112	0.872404373072789	0.778029259674876	0.887759158884798	0.940625107162807	0.898044774902268	0.939669295744976	0.913034422206995	0.873150126954323	0.930484226069448	0.828251084409218	0.888507381911391	0.940757506057296	0.927657035956827	0.760755403116237	0.86277727421552	0.898756065912205	0.828777170156291	0.882319064231628	0.936171205612183	0.890323864825465	0.895115671833195	0.919538325755138	0.933849177395104	0.943809634697318	0.818711054803571	0.909677257040382	0.934471435591215	0.934511971239273	0.864399750253074	0.898461372614385	0.952342566432302	0.876062889711192	0.881607317649342	0.90925505832876	0.933155851999062	0.921219310494357	0.914074864310706	0.936847624437728	0.877435039126091	0.906902182340913	0.934270102891263	0.900590908416729	0.950352720359831	0.910981896343224	0.852868623569831	0.86397899587409	0.898199521397365	0.918411054876668	0.926160214071055	0.937700454455788	0.816250665707313	0.927308098738689	0.917442414362177	0.924511700665752	0.935291471404053	0.927813277160903	0.491393429161153	0.950952771383681	0.789655055690354	0.861637453644063	0.871566518175711	0.900388276645969	0.907188561428297	0.911255178889095	0.910212993253214	0.845126424933622	0.911629171301325	0.91223440579409	0.928571106077207	0.945023934727047	0.939722582932636	0.947791912222988	0.854753577495529	0.919668681185672	0.948303658229553	0.919919107276642	0.90708681787689	0.90994675442576	0.925929351448821	0.931858022115087	0.915194596693088	0.933189762204236	0.798355182568515	0.914227690413123	0.959249932890525	0.891229515816123	0.918327637794267	0.935652038423448	0.919361530027008	0.860090955219775	0.951177581714752	0.935510886257571	0.929378492430566	0.927108200259516	0.923021478225496	0.916818864814541	0.91993586625968	0.955512841797155	0.892973132131114	0.921559825578641	0.915399406205902	0.569676307022183	0.900769690280903	0.935821856131697	0.943602826554939	0.943557867753044	0.902192380678808	0.905359138376138	0.90986278463448	0.880737824268921	0.927070029133404	0.808393421066307	0.818380059887595	0.952338528487492	0.922255285023145	0.887502158192852	0.923458183626808	0.933226106556545	0.886539494601471	0.941481501720462	0.835209958795462	0.798347176546452	0.786307305928124	0.924263045930779	0.921130521268583	0.922953291606237	0.88710074595681	0.936450263891715	0.750354769476133	0.954697513757723	0.892043188160448	0.854200192779985	0.854843492166001	0.958510904127175	0.825450775302963	0.95334385865141	0.86417242788851	0.910577514252436	0.922725777014209	0.916699638158859	0.897405900473181
cg05768747	0.952032231208892	0.952098354558024	0.96512268730751	0.932049110929331	0.960137659642827	0.966507065787249	0.865508703866262	0.941432629289804	0.964204413137283	0.962570965780129	0.955583360746594	0.908034329247434	0.958570860786997	0.948080328822283	0.827295133917487	0.975855455591892	0.847444801321482	0.963807186545383	0.908028188368183	0.954221781249494	0.960409575239275	0.710534042455235	0.965486997817146	0.968416394881991	0.974274968353089	0.956767900591108	0.958147352198053	0.935883941237977	0.966404946910753	0.964043450284424	0.843993522976936	0.93606653195088	0.968576190932598	0.601417838355785	0.974824256169877	0.638659122048447	0.857240943684323	0.682801808792332	0.691931728802436	0.960393634960643	0.946134484579213	0.9702045141841	0.959751567721623	0.961705874168098	0.612115621609366	0.917337128679057	0.958414290405344	0.963192840146269	0.967550397214772	0.537335154710119	0.966397599721985	0.921971809929612	0.962196886341046	0.952632145424485	0.947236989155883	0.767878201414537	0.960849639365021	0.953230902312775	0.950139939069766	0.9551608252188	0.937204827722199	0.975715963898469	0.966339398089051	0.916343597501871	0.959966535868688	0.951110455255947	0.943760149555732	0.964271838008467	0.956970954783222	0.949697433434511	0.962929379960158	0.964105738240077	0.94891637330189	0.954669849520884	0.970480014739194	0.933308774212576	0.570127252733195	0.959223579552323	0.930625753837043	0.861532332596497	0.955099273752392	0.905506841621109	0.898391242653582	0.955597117893753	0.950595526763838	0.940307959930819	0.959994440213529	0.939679564100459	0.967271676138717	0.942937702222639	0.961856167474406	0.946518954717042	0.960164464124827	0.934418689555687	0.955133268081727	0.954413038030525	0.971611538721866	0.953798585023724	0.951912240253943	0.941801376488212	0.971391731961302	0.971848450204365	0.956614532063549	0.957221995920535	0.932309558452666	0.947750282922389	0.942627280997538	0.945021760818071	0.963535940270782	0.911497126298771	0.961381485401107	0.591840786664214	0.833010535516683	0.960602195166416	0.966498934328671	0.9274719413733	0.894183128380505	0.933225310732582	0.926076023570727	0.954811459154211	0.904789798161647	0.956851934121339	0.95273796234542	0.955177371806209	0.940437550715976	0.936231303532414	0.960430611170514	0.970578847823793	0.958791345499368	0.962065885597615	0.786127753719423	0.923127705113589	0.96411294178583	0.959003499208106	0.966769926780823	0.967595466530045	0.937645858988067	0.933418472854712	0.88618282922203	0.879703228468562	0.95259189711243	0.899372145946438	0.86106559793477	0.963998115967962	0.948255998651464	0.919871350731427	0.89590760033677	0.960197799967003	0.959326319445372	0.967414509744409	0.946748080635936	0.905765522611236	0.959572629963769	0.561915470436009	0.952169080900856	0.916399177900731	0.971634321542937	0.960222377536714	0.962474737440623	0.95025212777968	0.901090589998579	0.96089666437703	0.953959817983579	0.953788651354941	0.953645910662869	0.960681976152596	0.959811652346551	0.940129875642565	0.911716812238575	0.947422316098007	0.865644084073232	0.963858940788954	0.966370227997441	0.951396965899186	0.952434185812156	0.963004952811161	0.944855197212671	0.960642255658338	0.957286187250084	0.945061531490464	0.527321091537083	0.933031077573292	0.962448316642662	0.952007006919976	0.949276480796992	0.917281849713427	0.963995301534763	0.932822945329498	0.951728320991649	0.945505840555883	0.951540264421045	0.964517260830616	0.658345220453351	0.580615858244783
cg05773164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
cg05822658	0.905365369534278	0.85896885232902	0.918528145424236	0.90453899015491	0.918254054076135	0.896358851415756	0.859045729670783	0.893336440971322	0.917829408109151	0.589910273809818	0.907273659137824	0.866248806467308	0.927498108147775	0.864029792111512	0.78142713748447	0.933199797082662	0.796423784093046	0.936537261672911	0.840441063515799	0.920418754982756	0.952637087698398	0.892153645644821	0.903665305427309	0.923886627213834	0.915675037095851	0.91258708790201	0.889672977299459	0.882755573670404	0.904080398766994	0.885021111278493	0.795016273998947	0.863952200742301	0.938811743999977	0.743506751188899	0.926483038850059	0.855475626805244	0.806638462280746	0.85500536946431	0.741798747859679	0.91113938455658	0.584102172949684	0.927663690979077	0.765463212656382	0.876911043377334	0.735338770468734	0.828916130433933	0.931237791227569	0.766043322618032	0.924958672165469	0.895141406644885	0.905133848514339	0.85659958648113	0.91137456978942	0.90931882640191	0.694579696825276	0.513366754930227	0.91994367184678	0.937019035833417	0.733755240640142	0.871029414974087	0.885120166164409	0.94406816614579	0.912722300552637	0.863302064104367	0.892490828300123	0.901332391710602	0.928925639807339	0.884376598054923	0.887608032218505	0.910131403717256	0.949749506390983	0.918671193690187	0.926974928312467	0.893018281496351	0.931174736277261	0.87378509712085	0.913836407598037	0.893347677291126	0.881411905667913	0.842632868443416	0.887441337219712	0.799872960439924	0.856860356200302	0.940440625165862	0.92604003582286	0.87482168003921	0.923657133256015	0.88776111756173	0.926778318245704	0.898604255616192	0.943650197902626	0.844665350604483	0.905857231738566	0.903741581721916	0.648399883587633	0.917861835282197	0.949714395988906	0.892494008487962	0.877493224732655	0.897961755342416	0.922813616247276	0.949861950599149	0.597742241594568	0.882667560788751	0.902114379408577	0.890062450748634	0.90268117508175	0.907861824530479	0.911831400702278	0.800960107832723	0.912543850102768	0.581465923493352	0.764561486092505	0.937193745755307	0.923753036427057	0.858260748252421	0.858356139283738	0.887834055649496	0.826974635722008	0.797723802453446	0.537668672780444	0.918866470872876	0.910619558779993	0.904926438428403	0.906818961596638	0.897057391365486	0.910166120739957	0.944948172486608	0.90201214053619	0.926889974970515	0.78130653503892	0.946385045752218	0.930834891461109	0.911499581331168	0.923523546774217	0.932341151598662	0.880882358379832	0.896061213221899	0.852879495889537	0.875333175730468	0.911972227101721	0.8584806521605	0.92689187244501	0.926012719302893	0.908407470151065	0.857605865365194	0.860349369614922	0.920550877886727	0.93235298869403	0.937282464746545	0.892131823527657	0.810568960849078	0.929662219270402	0.906974999718495	0.915788073697105	0.869850616315749	0.919188466984414	0.92902999836337	0.919424173159226	0.902438387031873	0.800217080559998	0.92146478799608	0.877079649451004	0.903467637093346	0.906789608586759	0.827370415876655	0.912803585150029	0.903007504539735	0.866664442579134	0.888959092203099	0.860360217879402	0.886128109432879	0.916026117017697	0.673109019928623	0.824222744130052	0.90403860213085	0.832468448364234	0.7157930992552	0.921967417090703	0.834518243674716	0.555254203478271	0.914723565296743	0.955843054806551	0.871903530198883	0.881522154623755	0.912937524867133	0.937194131887471	0.544942599719017	0.90392268709768	0.80586144754829	0.926764860461274	0.890759671742776	0.904640681758018	0.871150555703951
cg05828992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
